General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;;%;%;%;Pa;-;g;g/s;Pa;%;kW/m²;°C;°C;°C;°C;°C;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;;
;;369;20,93600;0,06100;0,005000;126,175;99,98;1635,9401;0,000;100,058;44,200;0,000;301,350;300,950;26,80;307,083;263,190;0,000;33,700;34,500;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,87;14,981;26,580;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,3635;0,00000;0,0000;-0,00083415;-0,00083415;-0,00025;-5,29234;1,4459;27,823997;-0,000028;23,740561;23,709049;0,0000;-0,0007;0,00;0,01;0,00;0,00;0,33;;3,914;3,879;0,0297199;20,93500;0,06100;0,00700;0,0003601;;1670,14;369,00;;;
;;370;20,93600;0,06000;-0,007000;131,325;99,98;1635,9401;0,000;100,054;44,200;0,000;301,350;300,950;26,80;307,083;263,190;0,000;33,700;34,500;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,87;14,994;26,585;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,9539;0,00000;0,0000;0,00000000;0,00000000;-0,00451;Infinity;1,4519;28,386154;-0,000028;24,220217;24,188068;0,0000;-0,0007;0,00;0,01;0,00;0,00;0,38;;3,916;3,879;0,0526087;20,93400;0,06200;-0,01000;0,0006229;;1670,14;370,00;;;
;;371;20,93500;0,06100;0,003000;127,700;99,98;1635,9401;0,000;100,058;44,200;0,000;301,350;301,050;26,80;307,083;263,196;0,000;33,700;34,500;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,87;14,969;26,601;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,3528;0,00000;0,0000;0,00000000;0,00000000;0,00099;Infinity;1,4552;27,991638;-0,000028;23,883599;23,859822;0,0000;-0,0007;0,00;0,01;0,00;0,00;0,37;;3,918;3,876;0,0296249;20,93400;0,06100;0,01200;0,0003572;;1670,14;371,00;;;
;;372;20,93500;0,06100;0,010000;129,900;99,98;1635,9401;0,000;100,060;44,200;0,000;301,350;301,050;26,80;307,083;263,190;0,000;33,700;34,500;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,88;14,996;26,598;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,5669;0,00000;0,0000;0,00000000;0,00000000;0,00125;Infinity;1,4578;28,231726;-0,000062;24,088452;24,064471;0,0000;-0,0015;0,00;0,01;0,00;0,00;0,34;;3,915;3,876;0,0226813;20,93500;0,06200;0,01300;0,0002715;;1670,14;372,00;;;
;;373;20,93400;0,06100;0,008000;132,350;99,98;1635,9401;0,000;100,054;44,200;0,000;301,350;301,050;26,80;307,083;263,196;0,000;33,700;34,500;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,88;14,990;26,609;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,8487;0,00000;0,0000;-0,00083415;-0,00083415;0,00629;-5,42032;1,4587;28,496717;-0,000062;24,314553;24,290347;0,0000;-0,0015;0,00;0,01;0,01;0,00;0,38;;3,909;3,867;0,0074993;20,93400;0,06100;0,03300;0,0000914;;1670,14;373,00;;;
;;374;20,93600;0,06100;0,016000;132,675;99,98;1635,9401;0,000;100,058;44,200;0,000;301,350;301,050;26,80;307,083;263,196;0,000;33,700;34,500;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,88;14,998;26,585;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,3172;0,00000;0,0000;0,00583903;0,00583903;0,00327;0,77528;1,4610;28,531684;-0,000062;24,344388;24,320153;0,0000;-0,0015;0,00;0,01;0,00;0,00;0,38;;3,903;3,867;0,0204747;20,93400;0,06100;0,02100;0,0002433;;1670,14;374,00;;;
;;375;20,93600;0,06200;0,021000;126,350;99,99;1635,9301;0,000;100,058;44,200;0,000;301,350;301,050;26,80;307,083;263,196;0,000;33,700;34,500;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,88;14,996;26,609;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,4432;0,00000;0,0000;0,00583903;0,00583903;0,00025;0,82956;1,4634;27,843286;-0,000165;23,757019;23,733369;0,0000;-0,0039;0,00;0,01;0,00;0,00;0,30;;3,899;3,855;0,0215882;20,93600;0,06200;0,00900;0,0002617;;1670,13;375,00;;;
;;376;20,93600;0,06200;0,025000;126,275;99,98;1635,9301;0,000;100,058;44,200;0,000;301,350;301,050;26,80;307,083;263,196;0,000;33,700;34,500;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,88;14,998;26,588;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,1730;0,00000;0,0000;-0,00083415;-0,00083415;0,00197;-5,80518;1,4656;27,835020;-0,000080;23,749967;23,726323;0,0000;-0,0019;0,00;0,01;0,00;0,00;0,33;;3,895;3,855;0,0192010;20,93500;0,06200;0,01600;0,0002335;;1670,13;376,00;;;
;;377;20,93700;0,06200;0,017000;126,425;99,98;1635,9301;0,000;100,060;44,200;0,000;301,450;301,050;26,80;307,083;263,190;0,000;33,700;34,500;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,88;14,983;26,598;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,9627;0,00000;0,0000;0,00000000;0,00000000;-0,00147;Infinity;1,4695;27,846928;-0,000045;23,768011;23,736473;0,0000;-0,0011;0,00;0,01;0,00;0,00;0,33;;3,893;3,851;0,0350145;20,93500;0,06100;0,00200;0,0004233;;1670,13;377,00;;;
;;378;20,93600;0,06100;0,005000;132,600;99,97;1635,9301;0,000;100,058;44,200;0,000;301,450;301,050;26,80;307,083;263,190;0,000;33,700;34,500;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,88;15,013;26,601;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,1576;0,00000;0,0000;0,00000000;0,00000000;-0,00378;Infinity;1,4747;28,518887;0,000023;24,341545;24,309245;0,0000;0,0006;0,00;0,01;0,00;0,00;0,34;;3,895;3,851;0,0455725;20,93500;0,06100;-0,00700;0,0005372;;1670,13;378,00;;;
;;379;20,93500;0,06100;-0,004000;128,775;99,97;1635,9301;0,000;100,056;44,200;0,000;301,450;301,050;26,80;307,083;263,190;0,000;33,700;34,500;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,89;14,969;26,598;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,4747;0,00000;0,0000;-0,00083415;-0,00083415;-0,00571;-5,34573;1,4802;28,104548;0,000023;23,987896;23,956066;0,0000;0,0006;0,00;0,01;-0,01;0,00;0,30;;3,898;3,856;0,0483747;20,93600;0,06100;-0,01500;0,0005780;;1670,13;379,00;;;
;;380;20,93400;0,06200;0,007000;130,825;99,98;1635,9301;0,000;100,058;44,200;0,000;301,450;301,050;26,80;307,083;263,190;0,000;33,700;34,500;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,89;15,004;26,596;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,6976;0,00000;0,0000;0,00583903;0,00583903;-0,00175;0,69548;1,4839;28,327365;-0,000028;24,178076;24,145994;0,0000;-0,0007;0,00;0,01;0,00;0,00;0,31;;3,900;3,856;0,0326721;20,93600;0,06000;0,00100;0,0003883;;1670,13;380,00;;;
;;381;20,93500;0,06100;-0,010000;132,875;99,98;1635,9200;0,000;100,054;44,200;0,000;301,450;301,050;26,80;307,083;263,190;0,000;33,700;34,500;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,89;14,954;26,598;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,9403;0,00000;0,0000;0,00583903;0,00583903;-0,00126;0,77574;1,4878;28,548444;-0,000028;24,366772;24,334439;0,0000;-0,0007;0,00;0,01;0,00;0,00;0,34;;3,900;3,860;0,0348161;20,93500;0,06100;0,00300;0,0004107;;1670,12;381,00;;;
;;382;20,93400;0,06200;0,012000;126,225;99,98;1635,9200;0,000;100,054;44,200;0,000;301,450;301,050;26,80;307,083;263,190;0,000;33,700;34,500;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,89;14,962;26,606;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,7323;0,00000;0,0000;-0,00083415;-0,00083415;-0,00074;-5,29253;1,4926;27,824893;-0,000028;23,749204;23,717691;0,0000;-0,0007;0,00;0,01;0,00;0,00;0,40;;3,901;3,860;0,0418143;20,93300;0,06100;0,00500;0,0005062;;1670,12;382,00;;;
;;383;20,93400;0,06100;0,013000;125,000;99,98;1635,9200;0,000;100,058;44,200;0,000;301,350;301,050;26,80;307,050;263,190;0,000;33,700;34,400;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,89;14,994;26,585;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,8044;0,00000;0,0000;0,00000000;0,00000000;0,00318;Infinity;1,4944;27,694139;-0,000063;23,629762;23,606238;0,0000;-0,0015;0,00;0,01;0,00;0,00;0,33;;3,899;3,855;0,0159438;20,93500;0,06000;0,02100;0,0001956;;1670,12;383,00;;;
;;384;20,93500;0,06100;0,033000;128,125;99,97;1635,9200;0,000;100,054;44,200;0,000;301,350;301,050;26,80;307,083;263,190;0,000;33,700;34,500;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,89;15,032;26,590;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,9552;0,00000;0,0000;-0,00083415;-0,00083415;0,00594;-5,33310;1,4953;28,038179;0,000023;23,923310;23,899494;0,0000;0,0006;0,00;0,01;0,01;0,00;0,37;;3,893;3,855;0,0084406;20,93400;0,06100;0,03200;0,0001041;;1670,12;384,00;;;
;;385;20,93400;0,06200;0,021000;128,300;99,98;1635,9200;0,000;100,054;44,200;0,000;301,450;301,050;26,80;307,050;263,190;0,000;33,700;34,400;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,90;15,027;26,612;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,1581;0,00000;0,0000;0,00583903;0,00583903;0,00347;0,76227;1,4975;28,052666;-0,000011;23,943614;23,911843;0,0000;-0,0003;0,00;0,01;0,00;0,00;0,37;;3,887;3,845;0,0190687;20,93400;0,06100;0,02200;0,0002306;;1670,12;385,00;;;
;;386;20,93400;0,06200;0,009000;130,900;99,98;1635,9100;0,000;100,058;44,200;0,000;301,450;301,050;26,80;307,083;263,190;0,000;33,700;34,500;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,90;15,027;26,593;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,3344;0,00000;0,0000;0,00583903;0,00583903;0,00000;0,84422;1,5018;28,335483;-0,000028;24,185005;24,152914;0,0000;-0,0007;0,00;0,01;0,00;0,00;0,41;;3,885;3,845;0,0382992;20,93300;0,06200;0,00800;0,0004556;;1670,11;386,00;;;
;;387;20,93600;0,06100;0,016000;130,950;99,98;1635,9100;0,000;100,054;44,200;0,000;301,450;301,050;26,80;307,050;263,190;0,000;33,700;34,400;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,90;14,962;26,596;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,3345;0,00000;0,0000;-0,00083415;-0,00083415;0,00025;-5,39068;1,5061;28,340895;-0,000080;24,189624;24,157527;0,0000;-0,0019;0,00;0,01;0,00;0,00;0,41;;3,886;3,842;0,0382993;20,93300;0,06100;0,00900;0,0004556;;1670,11;387,00;;;
;;388;20,93500;0,06100;0,002000;127,250;99,99;1635,9100;0,000;100,054;44,200;0,000;301,450;301,150;26,80;307,050;263,190;0,000;33,700;34,400;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,90;15,006;26,601;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,9764;0,00000;0,0000;0,00000000;0,00000000;-0,00173;Infinity;1,5101;27,937639;-0,000097;23,845436;23,821705;0,0000;-0,0023;0,00;0,01;0,00;0,00;0,34;;3,887;3,842;0,0351357;20,93500;0,06200;0,00100;0,0004233;;1670,11;388,00;;;
;;389;20,93500;0,06100;-0,007000;129,550;99,99;1635,9100;0,000;100,058;44,200;0,000;301,450;301,050;26,80;307,083;263,190;0,000;33,700;34,500;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,90;15,004;26,574;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,5847;0,00000;0,0000;0,00000000;0,00000000;-0,00174;Infinity;1,5147;28,188990;-0,000114;24,059970;24,028044;0,0000;-0,0027;0,00;0,01;0,00;0,00;0,37;;3,888;3,846;0,0405104;20,93400;0,06200;0,00100;0,0004837;;1670,11;389,00;;;
;;390;20,93500;0,06000;-0,015000;130,500;99,99;1635,9100;0,000;100,054;44,200;0,000;301,450;301,050;26,80;307,083;263,190;0,000;33,700;34,500;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,90;14,981;26,585;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,3597;0,00000;0,0000;-0,00083415;-0,00083415;-0,00450;-5,90052;1,5201;28,292157;-0,000149;24,148025;24,115983;0,0000;-0,0036;0,00;0,01;0,00;0,00;0,34;;3,891;3,846;0,0473584;20,93500;0,06200;-0,01000;0,0005625;;1670,11;390,00;;;
;;391;20,93600;0,06100;0,001000;133,150;99,99;1635,9100;0,000;100,054;44,200;0,000;301,450;301,050;26,80;307,083;263,183;0,000;33,700;34,500;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,90;15,019;26,606;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,9649;0,00000;0,0000;0,00583903;0,00583903;0,00076;0,77654;1,5230;28,577971;-0,000131;24,391974;24,359608;0,0000;-0,0032;0,00;0,01;0,00;0,00;0,34;;3,891;3,845;0,0261980;20,93500;0,06100;0,01100;0,0003095;;1670,11;391,00;;;
;;392;20,93600;0,06100;0,003000;124,425;100,00;1635,9000;0,000;100,054;44,200;0,000;301,450;301,050;26,80;307,050;263,183;0,000;33,700;34,400;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,91;15,011;26,614;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,5070;0,00000;0,0000;0,00583903;0,00583903;0,00122;0,75067;1,5245;27,625785;-0,000217;23,579261;23,547973;0,0000;-0,0051;0,00;0,01;0,00;0,00;0,26;;3,887;3,845;0,0133158;20,93700;0,06100;0,01300;0,0001633;;1670,10;392,00;;;
;;393;20,93500;0,06000;0,005000;126,225;100,00;1635,9000;0,000;100,058;44,200;0,000;301,450;301,050;26,80;307,050;263,183;0,000;33,700;34,400;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,91;14,969;26,604;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,8446;0,00000;0,0000;-0,00083415;-0,00083415;0,00172;-5,29253;1,5264;27,824893;-0,000217;23,749204;23,717691;0,0000;-0,0051;0,00;0,01;0,00;0,00;0,30;;3,882;3,838;0,0162993;20,93600;0,06100;0,01500;0,0001984;;1670,10;393,00;;;
;;394;20,93300;0,06100;0,021000;134,100;100,00;1635,9000;0,000;100,058;44,200;0,000;301,450;301,050;26,80;307,050;263,183;0,000;33,700;34,400;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,91;14,969;26,606;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,0665;0,00000;0,0000;0,00000000;0,00000000;0,00177;Infinity;1,5294;28,679740;-0,000268;24,478836;24,446354;-0,0001;-0,0065;0,00;0,01;0,00;0,00;0,38;;3,878;3,838;0,0270960;20,93400;0,06100;0,01500;0,0003192;;1670,10;394,00;;;
;;395;20,93500;0,06100;0,032000;123,725;100,00;1635,9000;0,000;100,054;44,200;0,000;301,450;301,050;26,80;307,050;263,183;0,000;33,700;34,400;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,91;15,027;26,588;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,0873;0,00000;0,0000;0,00000000;0,00000000;0,00438;Infinity;1,5305;27,547967;-0,000200;23,512841;23,481641;0,0000;-0,0047;0,00;0,01;0,00;0,00;0,33;;3,873;3,826;0,0096072;20,93500;0,06100;0,02600;0,0001196;;1670,10;395,00;;;
;;396;20,93400;0,06200;0,022000;131,225;100,00;1635,9000;0,000;100,054;44,200;0,000;301,450;301,050;26,80;307,050;263,183;0,000;33,700;34,400;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,91;14,990;26,614;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,5511;0,00000;0,0000;0,00000000;0,00000000;-0,00050;Infinity;1,5341;28,370637;-0,000217;24,215010;24,182879;0,0000;-0,0052;0,00;0,01;0,00;0,00;0,34;;3,869;3,826;0,0313777;20,93500;0,06100;0,00600;0,0003727;;1670,10;396,00;;;
;;397;20,93400;0,06100;0,008000;128,775;99,99;1635,9000;0,000;100,058;44,200;0,000;301,450;301,050;26,80;307,050;263,183;0,000;33,700;34,400;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,91;15,015;26,614;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,9158;0,00000;0,0000;-0,00083415;-0,00083415;0,00074;-5,34573;1,5370;28,104548;-0,000183;23,987896;23,956066;0,0000;-0,0043;0,00;0,01;0,00;0,00;0,34;;3,868;3,817;0,0257640;20,93500;0,06100;0,01100;0,0003095;;1670,10;397,00;;;
;;398;20,93300;0,06200;0,009000;132,525;100,00;1635,9000;0,000;100,056;44,200;0,000;301,450;301,050;26,80;307,050;263,183;0,000;33,700;34,400;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,91;15,011;26,612;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,9119;0,00000;0,0000;0,00583903;0,00583903;-0,00327;0,77471;1,5419;28,510820;-0,000217;24,334659;24,302369;0,0000;-0,0052;0,00;0,01;0,00;0,00;0,34;;3,868;3,817;0,0434020;20,93500;0,06100;-0,00500;0,0005119;;1670,10;398,00;;;
;;399;20,93300;0,06200;0,001000;129,150;100,00;1635,8900;0,000;100,054;44,200;0,000;301,450;301,050;26,80;307,050;263,177;0,000;33,700;34,400;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,92;15,027;26,593;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,3660;0,00000;0,0000;0,00583903;0,00583903;-0,00199;0,69101;1,5463;28,145439;-0,000268;24,022797;23,990921;-0,0001;-0,0064;0,00;0,01;0,00;0,00;0,34;;3,870;3,816;0,0385782;20,93500;0,06000;0,00000;0,0004613;;1670,09;399,00;;;
;;400;20,93500;0,06200;0,001000;127,150;100,00;1635,8900;0,000;100,054;44,200;0,000;301,450;301,050;26,80;307,017;263,177;0,000;33,700;34,400;33,500;302,150;;;;;0,00;0,00;0,00;3,00;4,92;14,975;26,617;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,1566;0,00000;0,0000;-0,00083415;-0,00083415;-0,00690;-4,79949;1,5524;27,926660;-0,000217;23,836065;23,804436;0,0000;-0,0051;0,00;0,01;-0,01;0,00;0,30;;3,873;3,816;0,0544001;20,93600;0,06000;-0,02000;0,0006539;;1670,09;400,00;;;
;;401;20,93400;0,06100;-0,010000;131,050;100,00;1635,8900;0,000;100,058;44,200;0,000;301,450;301,050;26,80;307,017;263,170;0,000;33,700;34,400;33,500;302,150;;;;;0,00;0,00;0,00;3,00;4,92;14,990;26,614;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,9445;0,00000;0,0000;0,00000000;0,00000000;-0,00250;Infinity;1,5564;28,351714;-0,000217;24,198858;24,166748;0,0000;-0,0052;0,00;0,01;0,00;0,00;0,31;;3,876;3,817;0,0348535;20,93600;0,06100;-0,00200;0,0004136;;1670,09;401,00;;;
;;402;20,93500;0,06100;0,011000;130,450;100,00;1635,8900;0,000;100,054;44,200;0,000;301,450;301,150;26,80;307,017;263,170;0,000;33,700;34,400;33,500;302,150;;;;;0,00;0,00;0,00;3,00;4,92;15,032;26,590;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,8449;0,00000;0,0000;-0,00083415;-0,00083415;-0,00025;-5,38040;1,5592;28,286737;-0,000217;24,143399;24,119372;0,0000;-0,0052;0,00;0,01;0,00;0,00;0,30;;3,875;3,817;0,0251374;20,93600;0,06100;0,00700;0,0002997;;1670,09;402,00;;;
;;403;20,93500;0,06100;0,013000;130,450;100,00;1635,8900;0,000;100,054;44,200;0,000;301,450;301,150;26,80;307,050;263,170;0,000;33,700;34,400;33,600;302,150;;;;;0,00;0,00;0,00;3,00;4,92;14,990;26,601;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,7226;0,00000;0,0000;0,00583903;0,00583903;0,00325;0,76863;1,5609;28,286737;-0,000217;24,143399;24,119372;0,0000;-0,0052;0,00;0,01;0,00;0,00;0,34;;3,871;3,813;0,0152210;20,93500;0,06100;0,02100;0,0001829;;1670,09;403,00;;;
;;404;20,93700;0,06100;0,015000;129,775;99,99;1635,8800;0,000;100,054;44,200;0,000;301,450;301,050;26,80;307,017;263,164;0,000;33,700;34,400;33,500;302,150;;;;;0,00;0,00;0,00;3,00;4,92;15,004;26,596;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,0480;0,00000;0,0000;0,00583903;0,00583903;0,00050;0,76663;1,5640;28,213459;-0,000166;24,080855;24,048901;0,0000;-0,0040;0,00;0,01;0,00;0,00;0,34;;3,867;3,813;0,0269319;20,93500;0,06100;0,01000;0,0003221;;1670,08;404,00;;;
