General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;12367;20,92600;0,05300;0,013000;133,700;100,09;3,9199;0,000;100,476;36,400;0,005;299,650;299,250;26,40;300,450;263,145;0,000;27,500;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,31;15,513;26,489;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;97,1963;0,00000;0,0000;0,00000000;0,00000000;0,00340;Infinity;356,9169;29,056802;-0,000966;24,652579;24,619671;-0,0002;-0,1880;0,03;30,86;0,00;0,00;6,86;;28,856;28,914;0,1077907;20,92800;0,05200;0,01100;0,0012446;;15,17;12367,00;;;
;;12368;20,92600;0,05200;0,011000;124,575;100,09;3,9199;0,000;100,468;36,400;0,005;299,650;299,250;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,31;15,507;26,478;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;102,2132;0,00000;0,0000;0,00000000;0,00000000;0,00229;Infinity;357,0191;28,047720;-0,000915;23,796447;23,764681;-0,0002;-0,1720;0,03;30,86;0,00;0,00;6,90;;28,861;28,914;0,1133544;20,92700;0,05200;0,00700;0,0013556;;15,17;12368,00;;;
;;12369;20,92600;0,05300;0,008000;122,900;100,09;3,9199;0,000;100,476;36,400;0,005;299,650;299,250;26,40;300,517;263,145;0,000;27,600;27,600;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,31;15,507;26,494;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;110,1085;0,00000;0,0000;0,00000000;0,00000000;-0,00018;Infinity;357,1292;27,858521;-0,000899;23,635926;23,604374;-0,0002;-0,1678;0,03;30,86;0,00;0,00;6,85;;28,868;28,926;0,1221104;20,92700;0,05300;-0,00300;0,0014693;;15,17;12369,00;;;
;;12370;20,92700;0,05200;0,000000;125,425;100,09;3,9199;0,000;100,476;36,400;0,005;299,650;299,250;26,40;300,517;263,138;0,000;27,600;27,600;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,31;15,494;26,497;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;113,1594;0,00000;0,0000;0,00000000;0,00000000;-0,00068;Infinity;357,2423;28,143245;-0,000933;23,877493;23,845619;-0,0002;-0,1759;0,03;30,86;0,00;0,00;6,92;;28,874;28,926;0,1254938;20,92700;0,05300;-0,00500;0,0014946;;15,17;12370,00;;;
;;12371;20,92600;0,05200;-0,003000;121,675;100,09;3,9199;0,000;100,476;36,400;0,005;299,650;299,250;26,40;300,483;263,138;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,31;15,519;26,497;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;112,6457;0,00000;0,0000;0,00000000;0,00000000;-0,00214;Infinity;357,3550;27,719334;-0,000967;23,517835;23,486441;-0,0002;-0,1797;0,03;30,86;0,00;0,00;6,54;;28,881;28,940;0,1249241;20,92800;0,05300;-0,01100;0,0015100;;15,17;12371,00;;;
;;12372;20,92700;0,05200;-0,014000;129,125;100,10;3,9199;0,000;100,468;36,400;0,005;299,650;299,250;26,40;300,483;263,138;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,31;15,513;26,489;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;136,5487;0,00000;0,0000;0,00000000;0,00000000;-0,00749;Infinity;357,4915;28,555337;-0,000985;24,227123;24,194782;-0,0002;-0,1884;0,03;30,86;-0,01;0,00;6,74;;28,889;28,940;0,1514325;20,92800;0,05300;-0,03200;0,0017753;;15,17;12372,00;;;
;;12373;20,92800;0,05300;-0,009000;125,550;100,09;3,9199;0,000;100,468;36,400;0,005;299,650;299,250;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,32;15,484;26,492;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;118,0250;0,00000;0,0000;0,00000000;0,00000000;-0,00167;Infinity;357,6096;28,157265;-0,000968;23,889388;23,857499;-0,0002;-0,1826;0,03;30,86;0,00;0,00;6,93;;28,897;28,954;0,1308897;20,92700;0,05200;-0,00900;0,0015577;;15,17;12373,00;;;
;;12374;20,92700;0,05200;-0,010000;129,375;100,09;3,9199;0,000;100,476;36,400;0,005;299,650;299,250;26,40;300,483;263,138;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,32;15,513;26,492;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;118,3541;0,00000;0,0000;-0,00082397;-0,00082397;-0,00372;-1,89291;357,7279;28,582966;-0,000968;24,250564;24,218192;-0,0002;-0,1854;0,03;30,86;0,00;0,00;6,46;;28,904;28,954;0,1312547;20,92900;0,05200;-0,01700;0,0015381;;15,17;12374,00;;;
;;12375;20,92700;0,05300;-0,008000;124,450;100,09;3,9199;0,000;100,468;36,400;0,005;299,650;299,250;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,32;15,536;26,497;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;111,2852;0,00000;0,0000;0,00576782;0,00576782;-0,00241;0,26522;357,8392;28,033644;-0,000969;23,784505;23,752755;-0,0002;-0,1820;0,03;30,86;0,00;0,00;6,34;;28,911;28,967;0,1234153;20,92900;0,05200;-0,01200;0,0014749;;15,17;12375,00;;;
;;12376;20,92700;0,05300;-0,008000;127,675;100,09;3,9100;0,000;100,468;36,400;0,005;299,650;299,250;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,32;15,505;26,484;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;105,4203;0,00000;0,0000;0,00576782;0,00576782;0,00182;0,26863;357,9446;28,394554;-0,000969;24,090710;24,058552;-0,0002;-0,1844;0,03;30,86;0,00;0,00;6,99;;28,917;28,967;0,1169111;20,92700;0,05200;0,00500;0,0013808;;15,16;12376,00;;;
;;12377;20,92800;0,05200;-0,001000;123,600;100,10;3,9100;0,000;100,476;36,400;0,005;299,650;299,350;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,32;15,479;26,508;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;97,9882;0,00000;0,0000;-0,00082397;-0,00082397;0,00327;-1,85018;358,0426;27,937745;-0,000986;23,703141;23,679410;-0,0002;-0,1847;0,03;30,86;0,00;0,00;6,87;;28,923;28,980;0,1086689;20,92700;0,05200;0,01100;0,0013050;;15,16;12377,00;;;
;;12378;20,92800;0,05200;0,011000;129,500;100,09;3,9100;0,000;100,476;36,400;0,005;299,650;299,250;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,32;15,511;26,521;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;96,6296;0,00000;0,0000;0,00000000;0,00000000;0,00335;Infinity;358,1392;28,596771;-0,000936;24,262277;24,229889;-0,0002;-0,1794;0,03;30,86;0,00;0,00;6,75;;28,929;28,980;0,1071622;20,92800;0,05100;0,01100;0,0012573;;15,16;12378,00;;;
;;12379;20,92800;0,05300;0,007000;125,625;100,10;3,9100;0,000;100,476;36,400;0,005;299,650;299,250;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,32;15,538;26,502;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;114,4531;0,00000;0,0000;0,00000000;0,00000000;-0,00192;Infinity;358,2537;28,165674;-0,000988;23,896522;23,864623;-0,0002;-0,1864;0,03;30,86;0,00;0,00;6,65;;28,935;28,992;0,1269285;20,92800;0,05200;-0,01000;0,0015100;;15,16;12379,00;;;
;;12380;20,92700;0,05300;-0,003000;129,600;100,09;3,9100;0,000;100,468;36,400;0,005;299,650;299,350;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,32;15,507;26,516;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;102,7986;0,00000;0,0000;-0,00083415;-0,00083415;0,00032;-1,87145;358,3565;28,607811;-0,000937;24,271643;24,247343;-0,0002;-0,1797;0,03;30,86;0,00;0,00;6,47;;28,941;28,992;0,1140037;20,92900;0,05200;-0,00100;0,0013359;;15,16;12380,00;;;
;;12381;20,92700;0,05300;-0,005000;127,275;100,09;3,9100;0,000;100,476;36,400;0,005;299,650;299,350;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,33;15,519;26,489;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;119,0744;0,00000;0,0000;0,00583903;0,00583903;-0,00268;0,19066;358,4756;28,350039;-0,000938;24,052942;24,028861;-0,0002;-0,1782;0,03;30,86;0,00;0,00;6,69;;28,948;29,006;0,1320535;20,92800;0,05100;-0,01300;0,0015606;;15,16;12381,00;;;
;;12382;20,92700;0,05300;-0,011000;127,075;100,09;3,9000;0,000;100,468;36,400;0,005;299,650;299,350;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,33;15,502;26,500;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;108,3283;0,00000;0,0000;0,00583903;0,00583903;-0,00018;0,26473;358,5839;28,327756;-0,000887;24,034037;24,009975;-0,0002;-0,1685;0,03;30,86;0,00;0,00;6,69;;28,955;29,006;0,1201361;20,92800;0,05200;-0,00300;0,0014216;;15,15;12382,00;;;
;;12383;20,92800;0,05200;-0,032000;126,000;100,09;3,9000;0,000;100,476;36,400;0,005;299,650;299,350;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,33;15,515;26,521;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;116,5534;0,00000;0,0000;-0,00083415;-0,00083415;-0,00242;-1,84528;358,7004;28,207682;-0,000905;23,932163;23,908203;-0,0002;-0,1711;0,03;30,86;0,00;0,00;6,66;;28,961;29,021;0,1292578;20,92800;0,05200;-0,01200;0,0015353;;15,15;12383,00;;;
;;12384;20,92800;0,05200;-0,009000;129,250;100,09;3,9000;0,000;100,476;36,400;0,005;299,650;299,350;26,40;300,483;263,138;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,33;15,492;26,508;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;104,3641;0,00000;0,0000;0,00000000;0,00000000;0,00108;Infinity;358,8048;28,569154;-0,000956;24,238846;24,214579;-0,0002;-0,1832;0,03;30,86;0,00;0,00;6,74;;28,968;29,021;0,1157398;20,92800;0,05200;0,00200;0,0013584;;15,15;12384,00;;;
;;12385;20,92700;0,05200;-0,017000;127,050;100,09;3,9000;0,000;100,476;36,400;0,005;299,650;299,350;26,40;300,483;263,138;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,33;15,536;26,505;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;107,3421;0,00000;0,0000;0,00000000;0,00000000;0,00032;Infinity;358,9122;28,324969;-0,000940;24,031673;24,007613;-0,0002;-0,1785;0,03;30,86;0,00;0,00;6,69;;28,974;29,034;0,1190424;20,92800;0,05100;-0,00100;0,0014089;;15,15;12385,00;;;
;;12386;20,92900;0,05200;-0,012000;127,650;100,10;3,9000;0,000;100,476;36,400;0,005;299,650;299,350;26,40;300,517;263,138;0,000;27,600;27,600;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,33;15,481;26,510;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;103,7096;0,00000;0,0000;0,00000000;0,00000000;0,00132;Infinity;359,0159;28,391774;-0,000974;24,088352;24,064235;-0,0002;-0,1855;0,03;30,86;0,00;0,00;6,70;;28,980;29,034;0,1150139;20,92800;0,05100;0,00300;0,0013584;;15,15;12386,00;;;
;;12387;20,92900;0,05200;0,005000;125,775;100,09;3,9000;0,000;100,466;36,400;0,005;299,650;299,350;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,650;;;;;0,00;0,00;0,00;3,00;17,33;15,465;26,505;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;96,4484;0,00000;0,0000;0,00000000;0,00000000;0,00156;Infinity;359,1123;28,182484;-0,000924;23,910784;23,886846;-0,0002;-0,1746;0,03;30,86;0,00;0,00;6,37;;28,986;29,046;0,1069612;20,92900;0,05200;0,00400;0,0012728;;15,15;12387,00;;;
;;12388;20,92700;0,05100;0,011000;128,925;100,09;3,9000;0,000;100,474;36,400;0,005;299,650;299,350;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,33;15,544;26,494;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;93,4917;0,00000;0,0000;0,00000000;0,00000000;0,00384;Infinity;359,2058;28,533213;-0,000924;24,208352;24,184116;-0,0002;-0,1768;0,03;30,86;0,00;0,00;6,73;;28,992;29,046;0,1036823;20,92800;0,05200;0,01300;0,0012193;;15,15;12388,00;;;
;;12389;20,92700;0,05200;0,011000;128,175;100,09;3,9000;0,000;100,476;36,400;0,005;299,650;299,350;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,33;15,551;26,494;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;112,6828;0,00000;0,0000;0,00000000;0,00000000;-0,00094;Infinity;359,3185;28,450099;-0,000891;24,137836;24,113670;-0,0002;-0,1699;0,03;30,86;0,00;0,00;6,72;;28,998;29,058;0,1249652;20,92800;0,05100;-0,00600;0,0014721;;15,15;12389,00;;;
;;12390;20,92800;0,05200;-0,010000;123,800;100,09;3,9000;0,000;100,470;36,400;0,005;299,650;299,350;26,40;300,517;263,145;0,000;27,600;27,600;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,34;15,458;26,508;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;103,0968;0,00000;0,0000;0,00000000;0,00000000;0,00081;Infinity;359,4216;27,960339;-0,000942;23,722310;23,698560;-0,0002;-0,1766;0,03;30,86;0,00;0,00;6,60;;29,004;29,058;0,1143343;20,92800;0,05200;0,00100;0,0013710;;15,15;12390,00;;;
;;12391;20,92800;0,05100;-0,001000;126,600;100,09;3,9000;0,000;100,476;36,400;0,005;299,650;299,350;26,40;300,517;263,145;0,000;27,600;27,600;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,34;15,494;26,502;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;97,7318;0,00000;0,0000;0,00000000;0,00000000;0,00131;Infinity;359,5193;28,274762;-0,000892;23,989076;23,965059;-0,0002;-0,1690;0,03;30,86;0,00;0,00;6,39;;29,010;29,070;0,1083845;20,92900;0,05200;0,00300;0,0012854;;15,15;12391,00;;;
;;12392;20,92900;0,05200;-0,013000;124,325;100,09;3,9000;0,000;100,468;36,400;0,005;299,650;299,350;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,34;15,517;26,532;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;125,3520;0,00000;0,0000;0,00000000;0,00000000;-0,00463;Infinity;359,6447;28,019562;-0,000909;23,772557;23,748756;-0,0002;-0,1708;0,03;30,86;0,00;0,00;6,61;;29,016;29,070;0,1390153;20,92800;0,05100;-0,02100;0,0016616;;15,15;12392,00;;;
;;12393;20,92800;0,05200;-0,003000;124,025;100,09;3,9000;0,000;100,476;36,400;0,005;299,650;299,350;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,34;15,479;26,513;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;111,8009;0,00000;0,0000;0,00000000;0,00000000;-0,00117;Infinity;359,7565;27,985736;-0,000910;23,743858;23,720087;-0,0002;-0,1707;0,03;30,86;0,00;0,00;6,61;;29,024;29,082;0,1239872;20,92800;0,05100;-0,00700;0,0014848;;15,15;12393,00;;;
;;12394;20,92800;0,05200;-0,012000;124,925;100,08;3,9000;0,000;100,476;36,400;0,005;299,650;299,350;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,34;15,509;26,513;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;121,8123;0,00000;0,0000;0,00000000;0,00000000;-0,00365;Infinity;359,8783;28,087093;-0,000842;23,829852;23,805994;-0,0002;-0,1586;0,03;30,86;0,00;0,00;6,63;;29,031;29,082;0,1350898;20,92800;0,05100;-0,01700;0,0016111;;15,15;12394,00;;;
;;12395;20,92800;0,05100;0,002000;129,700;100,09;3,9000;0,000;100,476;36,400;0,005;299,650;299,350;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,34;15,490;26,486;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;104,7967;0,00000;0,0000;0,00000000;0,00000000;-0,00019;Infinity;359,9831;28,618845;-0,000877;24,281005;24,256695;-0,0002;-0,1683;0,03;30,86;0,00;0,00;6,47;;29,037;29,095;0,1162196;20,92900;0,05200;-0,00300;0,0013612;;15,15;12395,00;;;
;;12396;20,92800;0,05100;-0,001000;124,050;100,08;3,9000;0,000;100,476;36,400;0,005;299,650;299,350;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,34;15,498;26,494;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;95,5388;0,00000;0,0000;0,00000000;0,00000000;0,00278;Infinity;360,0786;27,988557;-0,000861;23,746251;23,722477;-0,0002;-0,1615;0,03;30,86;0,00;0,00;6,61;;29,043;29,095;0,1059525;20,92800;0,05200;0,00900;0,0012699;;15,15;12396,00;;;
;;12397;20,92800;0,05200;0,003000;125,775;100,09;3,9000;0,000;100,476;36,400;0,005;299,650;299,350;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,34;15,523;26,502;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;92,3360;0,00000;0,0000;0,00000000;0,00000000;0,00404;Infinity;360,1710;28,182484;-0,000946;23,910784;23,886846;-0,0002;-0,1787;0,03;30,86;0,00;0,00;6,65;;29,048;29,106;0,1024006;20,92800;0,05100;0,01400;0,0012193;;15,15;12397,00;;;
;;12398;20,92800;0,05200;0,004000;132,900;100,10;3,9000;0,000;100,476;36,400;0,005;299,650;299,350;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,35;15,463;26,510;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;91,9406;0,00000;0,0000;0,00000000;0,00000000;0,00492;Infinity;360,2629;28,969741;-0,000998;24,578715;24,554107;-0,0002;-0,1938;0,03;30,86;0,00;0,00;6,84;;29,053;29,106;0,1019621;20,92800;0,05100;0,01700;0,0011814;;15,15;12398,00;;;
;;12399;20,92900;0,05100;0,013000;121,425;100,09;3,9000;0,000;100,468;36,400;0,005;299,650;299,350;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,35;15,509;26,497;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;99,2542;0,00000;0,0000;0,00000000;0,00000000;0,00178;Infinity;360,3621;27,690843;-0,000964;23,493663;23,470142;-0,0002;-0,1790;0,03;30,86;0,00;0,00;6,54;;29,059;29,117;0,1100729;20,92800;0,05100;0,00500;0,0013331;;15,15;12399,00;;;
;;12400;20,92800;0,05200;-0,006000;123,800;100,10;3,9000;0,000;100,476;36,400;0,005;299,650;299,350;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,35;15,509;26,505;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;102,1336;0,00000;0,0000;0,00000000;0,00000000;0,00130;Infinity;360,4643;27,960339;-0,000999;23,722310;23,698560;-0,0002;-0,1872;0,03;30,86;0,00;0,00;6,60;;29,065;29,117;0,1132662;20,92800;0,05100;0,00300;0,0013584;;15,15;12400,00;;;
;;12401;20,92800;0,05200;0,001000;130,625;100,09;3,9000;0,000;100,476;36,400;0,005;299,650;299,350;26,40;300,517;263,145;0,000;27,600;27,600;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,35;15,486;26,516;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;115,7195;0,00000;0,0000;0,00000000;0,00000000;-0,00145;Infinity;360,5800;28,720717;-0,000966;24,367435;24,343040;-0,0002;-0,1859;0,03;30,86;0,00;0,00;6,78;;29,071;29,130;0,1283329;20,92800;0,05100;-0,00800;0,0014974;;15,15;12401,00;;;
;;12402;20,92800;0,05100;0,003000;126,975;100,09;3,9000;0,000;100,468;36,400;0,005;299,650;299,350;26,40;300,483;263,145;0,000;27,600;27,500;26,900;301,750;;;;;0,00;0,00;0,00;3,00;17,35;15,458;26,516;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;123,7760;0,00000;0,0000;0,00000000;0,00000000;-0,00393;Infinity;360,7038;28,316608;-0,000949;24,024579;24,000526;-0,0002;-0,1801;0,03;30,86;0,00;0,00;6,68;;29,078;29,130;0,1372676;20,92800;0,05100;-0,01800;0,0016237;;15,15;12402,00;;;
