General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;;%;%;%;Pa;-;g;g/s;Pa;%;kW/m²;°C;°C;°C;°C;°C;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;;
;;2246;20,94400;0,05400;-0,003000;130,375;100,07;1612,8101;0,000;100,582;41,300;0,005;299,550;299,150;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,550;;;;;0,00;0,00;0,00;3,00;10,68;15,894;26,428;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;40,0380;0,00000;0,0000;-0,00083335;-0,00083335;0,00222;-1,32222;99,0316;28,434118;-0,000449;24,116227;24,084023;-0,0001;-0,0892;0,01;11,42;0,00;0,00;2,99;;44,078;43,903;0,0426004;20,94600;0,05300;0,00600;0,0005038;;1624,42;2246,00;;;
;;2247;20,94500;0,05400;0,015000;128,325;100,07;1612,8101;0,000;100,582;41,300;0,005;299,550;299,150;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,68;15,900;26,425;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;41,4706;0,00000;0,0000;0,00000000;0,00000000;0,00295;Infinity;99,0731;28,209686;-0,000449;23,925876;23,893927;-0,0001;-0,0885;0,01;11,42;0,00;0,00;3,26;;44,077;43,905;0,0441247;20,94500;0,05300;0,00900;0,0005262;;1624,42;2247,00;;;
;;2248;20,94500;0,05400;0,014000;124,900;100,07;1612,8101;0,000;100,582;41,300;0,005;299,550;299,150;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,68;15,915;26,412;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;47,3459;0,00000;0,0000;0,00000000;0,00000000;0,00340;Infinity;99,1204;27,830681;-0,000484;23,604425;23,572905;-0,0001;-0,0940;0,01;11,42;0,00;0,00;3,80;;44,077;43,905;0,0503760;20,94300;0,05400;0,01100;0,0006090;;1624,42;2248,00;;;
;;2249;20,94500;0,05400;-0,003000;128,400;100,07;1612,8101;0,000;100,582;41,300;0,005;299,550;299,250;26,60;299,283;263,145;0,000;26,300;26,500;25,600;301,450;;;;;0,00;0,00;0,00;3,00;10,68;15,919;26,425;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;43,5007;0,00000;0,0000;0,00000000;0,00000000;0,00221;Infinity;99,1639;28,217928;-0,000501;23,932866;23,908897;-0,0001;-0,0988;0,01;11,42;0,00;0,00;3,27;;44,077;43,904;0,0462847;20,94500;0,05400;0,00600;0,0005515;;1624,42;2249,00;;;
;;2250;20,94500;0,05400;-0,006000;131,550;100,08;1612,8101;0,000;100,582;41,300;0,005;299,550;299,150;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,68;15,917;26,425;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;47,0844;0,00000;0,0000;0,00000000;0,00000000;0,00148;Infinity;99,2110;28,561961;-0,000536;24,224656;24,192308;-0,0001;-0,1069;0,01;11,42;0,00;0,00;3,30;;44,078;43,904;0,0500978;20,94500;0,05400;0,00300;0,0005895;;1624,42;2250,00;;;
;;2251;20,94500;0,05400;-0,011000;133,675;100,07;1612,8101;0,000;100,586;41,300;0,005;299,550;299,250;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,68;15,881;26,425;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;52,8592;0,00000;0,0000;0,00000000;0,00000000;-0,00105;Infinity;99,2639;28,791726;-0,000501;24,419529;24,395073;-0,0001;-0,1009;0,01;11,42;0,00;0,00;3,03;;44,080;43,908;0,0562422;20,94600;0,05400;-0,00700;0,0006556;;1624,42;2251,00;;;
;;2252;20,94600;0,05300;-0,015000;126,225;100,08;1612,8101;0,000;100,582;41,300;0,005;299,550;299,250;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,550;;;;;0,00;0,00;0,00;3,00;10,68;15,912;26,430;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;55,3519;0,00000;0,0000;0,00000000;0,00000000;-0,00201;Infinity;99,3192;27,977912;-0,000536;23,729298;23,705533;-0,0001;-0,1047;0,01;11,42;0,00;0,00;2,95;;44,085;43,908;0,0588944;20,94600;0,05400;-0,01100;0,0007062;;1624,42;2252,00;;;
;;2253;20,94500;0,05400;-0,017000;133,700;100,08;1612,8101;0,000;100,582;41,300;0,005;299,550;299,250;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,68;15,908;26,428;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;54,6490;0,00000;0,0000;0,00000000;0,00000000;-0,00029;Infinity;99,3739;28,794418;-0,000553;24,421813;24,397354;-0,0001;-0,1112;0,01;11,42;0,00;0,00;3,33;;44,090;43,916;0,0581466;20,94500;0,05400;-0,00400;0,0006780;;1624,42;2253,00;;;
;;2254;20,94500;0,05400;-0,013000;125,875;100,07;1612,8101;0,000;100,582;41,300;0,005;299,550;299,150;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,69;15,872;26,436;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;47,3123;0,00000;0,0000;0,00000000;0,00000000;-0,00003;Infinity;99,4212;27,939096;-0,000467;23,696377;23,664734;-0,0001;-0,0912;0,01;11,42;0,00;0,00;2,94;;44,093;43,916;0,0503402;20,94600;0,05400;-0,00300;0,0006050;;1624,42;2254,00;;;
;;2255;20,94600;0,05300;-0,017000;129,275;100,07;1612,8101;0,000;100,582;41,300;0,005;299,550;299,150;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,69;15,872;26,425;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;43,9115;0,00000;0,0000;0,00000000;0,00000000;0,00097;Infinity;99,4651;28,313913;-0,000501;24,014275;23,982208;-0,0001;-0,0991;0,01;11,42;0,00;0,00;2,98;;44,093;43,921;0,0467218;20,94600;0,05400;0,00100;0,0005544;;1624,42;2255,00;;;
;;2256;20,94700;0,05300;-0,010000;127,425;100,06;1612,8101;0,000;100,582;41,300;0,005;299,550;299,150;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,550;;;;;0,00;0,00;0,00;3,00;10,69;15,933;26,436;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;42,8554;0,00000;0,0000;0,00000000;0,00000000;-0,00003;Infinity;99,5079;28,110588;-0,000382;23,841826;23,809989;-0,0001;-0,0749;0,01;11,42;0,00;0,00;2,67;;44,093;43,921;0,0455982;20,94700;0,05400;-0,00300;0,0005446;;1624,42;2256,00;;;
;;2257;20,94700;0,05300;0,006000;127,850;100,07;1612,8101;0,000;100,584;41,300;0,005;299,550;299,150;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,69;15,891;26,430;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;34,6375;0,00000;0,0000;0,00000000;0,00000000;0,00320;Infinity;99,5426;28,157428;-0,000468;23,881553;23,849663;-0,0001;-0,0919;0,01;11,42;0,00;0,00;2,97;;44,091;43,917;0,0368543;20,94600;0,05400;0,01000;0,0004405;;1624,42;2257,00;;;
;;2258;20,94600;0,05400;0,009000;128,225;100,07;1612,8101;0,000;100,582;41,300;0,005;299,550;299,150;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,550;;;;;0,00;0,00;0,00;3,00;10,69;15,872;26,441;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;39,7133;0,00000;0,0000;0,00000000;0,00000000;0,00196;Infinity;99,5823;28,198692;-0,000467;23,916551;23,884614;-0,0001;-0,0920;0,01;11,42;0,00;0,00;2,97;;44,088;43,917;0,0422549;20,94600;0,05400;0,00500;0,0005038;;1624,42;2258,00;;;
;;2259;20,94500;0,05400;0,011000;132,775;100,07;1612,8101;0,000;100,582;41,300;0,005;299,550;299,250;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,69;15,845;26,433;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;50,6364;0,00000;0,0000;0,00000000;0,00000000;-0,00054;Infinity;99,6329;28,694639;-0,000433;24,337186;24,312812;-0,0001;-0,0869;0,01;11,42;0,00;0,00;3,02;;44,088;43,916;0,0538771;20,94600;0,05400;-0,00500;0,0006303;;1624,42;2259,00;;;
;;2260;20,94300;0,05400;0,006000;129,100;100,07;1612,8101;0,000;100,582;41,300;0,005;299,550;299,150;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,69;15,883;26,460;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;40,8569;0,00000;0,0000;0,00000000;0,00000000;0,00171;Infinity;99,6738;28,294742;-0,000519;23,998016;23,965970;-0,0001;-0,1025;0,01;11,42;0,00;0,00;2,98;;44,089;43,916;0,0434717;20,94600;0,05400;0,00400;0,0005164;;1624,42;2260,00;;;
;;2261;20,94500;0,05400;0,003000;123,675;100,07;1612,8101;0,000;100,582;41,300;0,005;299,550;299,150;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,70;15,854;26,436;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;58,7357;0,00000;0,0000;0,00000000;0,00000000;-0,00296;Infinity;99,7325;27,693865;-0,000501;23,488386;23,457021;-0,0001;-0,0970;0,01;11,42;0,00;0,00;2,92;;44,091;43,925;0,0624948;20,94600;0,05400;-0,01500;0,0007568;;1624,42;2261,00;;;
;;2262;20,94500;0,05400;-0,007000;123,675;100,07;1612,8101;0,000;100,582;41,300;0,005;299,550;299,150;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,70;15,887;26,412;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;59,7221;0,00000;0,0000;0,00000000;0,00000000;-0,00321;Infinity;99,7922;27,693865;-0,000501;23,488386;23,457021;-0,0001;-0,0970;0,01;11,42;0,00;0,00;2,92;;44,098;43,925;0,0635443;20,94600;0,05400;-0,01600;0,0007694;;1624,42;2262,00;;;
;;2263;20,94600;0,05400;-0,011000;131,375;100,07;1612,8101;0,000;100,582;41,300;0,005;299,550;299,150;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,70;15,889;26,428;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;55,1886;0,00000;0,0000;0,00000000;0,00000000;-0,00054;Infinity;99,8474;28,542957;-0,000484;24,208538;24,176211;-0,0001;-0,0965;0,01;11,42;0,00;0,00;3,30;;44,104;43,937;0,0587207;20,94500;0,05400;-0,00500;0,0006907;;1624,42;2263,00;;;
;;2264;20,94600;0,05400;-0,004000;127,200;100,07;1612,8101;0,000;100,582;41,300;0,005;299,550;299,250;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,550;;;;;0,00;0,00;0,00;3,00;10,70;15,881;26,428;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;41,5560;0,00000;0,0000;0,00000000;0,00000000;0,00145;Infinity;99,8890;28,085759;-0,000501;23,820768;23,796911;-0,0001;-0,0984;0,01;11,42;0,00;0,00;2,96;;44,106;43,937;0,0442156;20,94600;0,05400;0,00300;0,0005291;;1624,42;2264,00;;;
;;2265;20,94500;0,05400;-0,003000;125,025;100,07;1612,8101;0,000;100,582;41,300;0,005;299,550;299,150;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,550;;;;;0,00;0,00;0,00;3,00;10,70;15,879;26,436;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;41,1992;0,00000;0,0000;0,00000000;0,00000000;0,00144;Infinity;99,9302;27,844604;-0,000501;23,616234;23,584698;-0,0001;-0,0975;0,01;11,42;0,00;0,00;2,93;;44,105;43,941;0,0438359;20,94600;0,05400;0,00300;0,0005291;;1624,42;2265,00;;;
;;2266;20,94600;0,05400;0,001000;129,175;100,07;1612,8101;0,000;100,582;41,300;0,005;299,550;299,150;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,70;15,868;26,444;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;33,8077;0,00000;0,0000;0,00000000;0,00000000;0,00346;Infinity;99,9640;28,302959;-0,000484;24,004985;23,972930;-0,0001;-0,0956;0,01;11,42;0,00;0,00;2,98;;44,102;43,941;0,0359714;20,94600;0,05400;0,01100;0,0004279;;1624,42;2266,00;;;
;;2267;20,94600;0,05400;-0,003000;127,375;100,07;1612,8101;0,000;100,582;41,300;0,005;299,550;299,150;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,70;15,822;26,436;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;43,5876;0,00000;0,0000;0,00000000;0,00000000;0,00096;Infinity;100,0076;28,105072;-0,000432;23,837148;23,805318;-0,0001;-0,0848;0,01;11,42;0,00;0,00;2,96;;44,099;43,939;0,0463772;20,94600;0,05400;0,00100;0,0005544;;1624,42;2267,00;;;
;;2268;20,94700;0,05400;0,010000;126,750;100,07;1612,8101;0,000;100,582;41,300;0,005;299,550;299,150;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,71;15,860;26,460;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;40,4833;0,00000;0,0000;0,00000000;0,00000000;0,00170;Infinity;100,0481;28,036035;-0,000449;23,778595;23,746842;-0,0001;-0,0879;0,01;11,42;0,00;0,00;2,95;;44,099;43,939;0,0430742;20,94600;0,05400;0,00400;0,0005164;;1624,42;2268,00;;;
;;2269;20,94600;0,05400;0,005000;132,325;100,07;1612,8101;0,000;100,582;41,300;0,005;299,550;299,250;26,60;299,350;263,145;0,000;26,400;26,500;25,700;301,550;;;;;0,00;0,00;0,00;3,00;10,71;15,866;26,436;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;46,2021;0,00000;0,0000;0,00000000;0,00000000;0,00174;Infinity;100,0943;28,645972;-0,000432;24,295909;24,271577;-0,0001;-0,0864;0,01;11,42;0,00;0,00;3,31;;44,098;43,940;0,0491590;20,94500;0,05400;0,00400;0,0005768;;1624,42;2269,00;;;
;;2270;20,94600;0,05400;-0,005000;127,300;100,06;1612,8101;0,000;100,582;41,300;0,005;299,550;299,250;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,550;;;;;0,00;0,00;0,00;3,00;10,71;15,875;26,457;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;43,5748;0,00000;0,0000;-0,00083335;-0,00083335;0,00096;-1,82228;100,1378;28,096797;-0,000414;23,830130;23,806264;-0,0001;-0,0813;0,01;11,42;0,00;0,00;2,96;;44,099;43,940;0,0463635;20,94600;0,05400;0,00100;0,0005544;;1624,42;2270,00;;;
;;2271;20,94600;0,05400;0,004000;130,800;100,06;1612,8101;0,000;100,580;41,300;0,005;299,550;299,250;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,71;15,881;26,462;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;41,1250;0,00000;0,0000;0,00583347;0,00583347;0,00173;0,26388;100,1790;28,480426;-0,000397;24,155503;24,131311;-0,0001;-0,0791;0,01;11,42;0,00;0,00;3,00;;44,098;43,940;0,0437570;20,94600;0,05400;0,00400;0,0005164;;1624,42;2271,00;;;
;;2272;20,94600;0,05400;-0,015000;132,075;100,07;1612,8001;0,000;100,582;41,300;0,005;299,550;299,150;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,71;15,862;26,436;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;65,5294;0,00000;0,0000;0,00583347;0,00583347;-0,00306;0,26516;100,2445;28,618899;-0,000449;24,272948;24,240535;-0,0001;-0,0898;0,01;11,42;0,00;0,00;3,31;;44,102;43,940;0,0697233;20,94500;0,05400;-0,01500;0,0008171;;1624,41;2272,00;;;
;;2273;20,94600;0,05400;-0,016000;133,400;100,07;1612,8001;0,000;100,582;41,300;0,005;299,550;299,250;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,71;15,879;26,428;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;60,7352;0,00000;0,0000;-0,00083335;-0,00083335;-0,00181;-1,86543;100,3052;28,762096;-0,000433;24,394399;24,369968;-0,0001;-0,0869;0,01;11,42;0,00;0,00;3,33;;44,110;43,946;0,0646222;20,94500;0,05400;-0,01000;0,0007539;;1624,41;2273,00;;;
;;2274;20,94600;0,05400;-0,005000;130,025;100,06;1612,8001;0,000;100,582;41,300;0,005;299,550;299,250;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,71;15,879;26,425;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;67,0346;0,00000;0,0000;0,00000000;0,00000000;-0,00329;Infinity;100,3723;28,395926;-0,000416;24,083834;24,059714;-0,0001;-0,0825;0,01;11,42;0,00;0,00;3,29;;44,119;43,946;0,0713249;20,94500;0,05300;-0,01600;0,0008424;;1624,41;2274,00;;;
;;2275;20,94500;0,05400;0,003000;129,825;100,06;1612,8001;0,000;100,584;41,300;0,005;299,550;299,250;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,72;15,904;26,441;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;48,7967;0,00000;0,0000;0,00000000;0,00000000;0,00097;Infinity;100,4211;28,374079;-0,000348;24,065305;24,041204;-0,0001;-0,0690;0,01;11,42;0,00;0,00;3,28;;44,125;43,956;0,0519197;20,94500;0,05400;0,00100;0,0006148;;1624,41;2275,00;;;
;;2276;20,94600;0,05400;0,003000;132,225;100,07;1612,8001;0,000;100,582;41,300;0,005;299,550;299,250;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,72;15,868;26,441;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;43,8780;0,00000;0,0000;0,00000000;0,00000000;0,00350;Infinity;100,4649;28,635146;-0,000434;24,286727;24,262404;-0,0001;-0,0868;0,01;11,42;0,00;0,00;3,61;;44,126;43,956;0,0466862;20,94400;0,05400;0,01100;0,0005486;;1624,41;2276,00;;;
;;2277;20,94600;0,05400;0,011000;136,200;100,07;1612,8001;0,000;100,584;41,300;0,005;299,550;299,250;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,550;;;;;0,00;0,00;0,00;3,00;10,72;15,875;26,446;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;28,4989;0,00000;0,0000;0,00000000;0,00000000;0,00509;Infinity;100,4934;29,062379;-0,000452;24,649083;24,624397;-0,0001;-0,0918;0,01;11,42;0,01;0,00;3,06;;44,122;43,951;0,0303229;20,94600;0,05400;0,01700;0,0003519;;1624,41;2277,00;;;
;;2278;20,94600;0,05400;0,001000;127,850;100,07;1612,8001;0,000;100,584;41,300;0,005;299,550;299,250;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,72;15,908;26,436;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;30,3607;0,00000;0,0000;0,00000000;0,00000000;0,00543;Infinity;100,5238;28,157428;-0,000470;23,881553;23,857636;-0,0001;-0,0924;0,01;11,42;0,01;0,00;3,26;;44,116;43,951;0,0323038;20,94500;0,05400;0,01900;0,0003870;;1624,41;2278,00;;;
;;2279;20,94600;0,05400;0,004000;121,175;100,07;1612,8001;0,000;100,576;41,300;0,005;299,550;299,250;26,60;299,283;263,145;0,000;26,300;26,500;25,600;301,550;;;;;0,00;0,00;0,00;3,00;10,72;15,875;26,438;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;42,2525;0,00000;0,0000;0,00000000;0,00000000;0,00239;Infinity;100,5660;27,412530;-0,000505;23,249773;23,226488;-0,0001;-0,0966;0,01;11,42;0,00;0,00;3,17;;44,113;43,943;0,0449567;20,94500;0,05300;0,00700;0,0005515;;1624,41;2279,00;;;
;;2280;20,94600;0,05400;0,004000;133,900;100,07;1612,8001;0,000;100,582;41,300;0,005;299,550;299,250;26,60;299,317;263,145;0,000;26,300;26,500;25,700;301,450;;;;;0,00;0,00;0,00;3,00;10,72;15,866;26,438;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;37,2268;0,00000;0,0000;0,00000000;0,00000000;0,00429;Infinity;100,6033;28,815947;-0,000488;24,440073;24,415596;-0,0001;-0,0983;0,01;11,42;0,00;0,00;3,33;;44,111;43,943;0,0396093;20,94500;0,05300;0,01400;0,0004629;;1624,41;2280,00;;;
