General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;843;20,91800;0,05900;-0,011000;130,825;100,02;1635,2501;0,000;100,548;41,300;0,005;300,750;300,550;26,80;300,617;263,145;0,000;27,900;27,800;26,700;301,850;;;;;0,00;0,00;0,00;1,00;13,56;15,618;26,030;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,8222;0,00000;0,0000;0,00583235;0,00583235;-0,00080;0,56666;14,7953;28,426266;0,000060;24,206151;24,190053;0,0000;0,0014;0,00;0,46;0,00;0,00;1,29;;17,536;17,579;0,1839851;20,91800;0,05900;-0,00700;0,0021753;;1646,86;843,00;;;
;;844;20,91900;0,05900;-0,007000;128,575;100,02;1635,2501;0,000;100,552;41,400;0,005;300,750;300,450;26,80;300,617;263,145;0,000;27,900;27,800;26,700;301,850;;;;;0,00;0,00;0,00;1,00;13,57;15,637;26,043;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,3810;0,00000;0,0000;-0,00083319;-0,00083319;0,00293;-3,41494;14,8136;28,180761;0,000077;23,997092;23,973155;0,0000;0,0018;0,00;0,46;0,00;0,00;1,24;;17,538;17,579;0,1624141;20,91900;0,05800;0,00800;0,0019381;;1646,86;844,00;;;
;;845;20,91800;0,05900;0,006000;125,125;100,02;1635,2501;0,000;100,548;41,400;0,005;300,750;300,550;26,80;300,617;263,145;0,000;27,900;27,800;26,700;301,850;;;;;0,00;0,00;0,00;1,00;13,57;15,620;26,027;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;16,8243;0,00000;0,0000;-0,00083351;-0,00083351;0,00535;-3,87777;14,8305;27,800108;0,000077;23,672951;23,657208;0,0000;0,0018;0,00;0,46;0,01;0,00;1,22;;17,538;17,582;0,1486597;20,91900;0,05900;0,01800;0,0017992;;1646,86;845,00;;;
;;846;20,91900;0,05900;0,018000;128,950;100,02;1635,2501;0,000;100,548;41,400;0,005;300,750;300,450;26,80;300,650;263,145;0,000;27,900;27,800;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,57;15,610;26,030;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,3441;0,00000;0,0000;0,00583458;0,00583458;0,00194;0,56237;14,8498;28,221827;0,000025;24,032062;24,008090;0,0000;0,0006;0,00;0,46;0,00;0,00;1,28;;17,539;17,582;0,1709244;20,91800;0,05900;0,00400;0,0020363;;1646,86;846,00;;;
;;847;20,91800;0,05900;0,012000;124,675;100,02;1635,2401;0,000;100,548;41,300;0,005;300,750;300,550;26,80;300,617;263,138;0,000;27,900;27,800;26,700;301,850;;;;;0,00;0,00;0,00;1,00;13,57;15,626;26,032;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,9707;0,00000;0,0000;0,00583458;0,00583458;-0,00005;0,55297;14,8698;27,750074;0,000076;23,630345;23,614630;0,0000;0,0018;0,00;0,46;0,00;0,00;1,26;;17,542;17,584;0,1764613;20,91800;0,05900;-0,00400;0,0021374;;1646,85;847,00;;;
;;848;20,91800;0,05900;0,001000;128,075;100,02;1635,2401;0,000;100,548;41,400;0,005;300,850;300,550;26,80;300,617;263,138;0,000;27,900;27,800;26,700;301,850;;;;;0,00;0,00;0,00;1,00;13,57;15,633;26,043;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;22,0415;0,00000;0,0000;-0,00166670;-0,00166670;-0,00352;-1,70354;14,8918;28,121238;0,000007;23,954368;23,930482;0,0000;0,0002;0,00;0,46;0,00;0,00;1,27;;17,546;17,584;0,1947585;20,91800;0,05800;-0,01800;0,0023267;;1646,85;848,00;;;
;;849;20,91800;0,05900;-0,009000;129,075;100,02;1635,2401;0,000;100,548;41,300;0,005;300,750;300,550;26,80;300,617;263,145;0,000;27,900;27,800;26,700;301,850;;;;;0,00;0,00;0,00;1,00;13,57;15,637;26,032;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,7718;0,00000;0,0000;0,00583235;0,00583235;0,00045;0,48880;14,9126;28,235502;0,000007;24,043707;24,027717;0,0000;0,0002;0,00;0,46;0,00;0,00;1,31;;17,550;17,591;0,1835394;20,91700;0,05800;-0,00200;0,0021851;;1646,85;849,00;;;
;;850;20,91900;0,05900;-0,020000;129,500;100,03;1635,2301;0,000;100,548;41,400;0,005;300,750;300,450;26,80;300,650;263,145;0,000;28,000;27,800;26,700;301,850;;;;;0,00;0,00;0,00;1,00;13,57;15,597;26,024;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,7472;0,00000;0,0000;0,00666555;0,00666555;-0,00205;0,49331;14,9333;28,281949;-0,000080;24,083258;24,059235;0,0000;-0,0019;0,00;0,46;0,00;0,00;1,24;;17,554;17,591;0,1833227;20,91900;0,05900;-0,01200;0,0021781;;1646,84;850,00;;;
;;851;20,91900;0,05900;-0,014000;134,825;100,03;1635,2301;0,000;100,548;41,400;0,005;300,750;300,450;26,80;300,617;263,145;0,000;27,900;27,800;26,700;301,850;;;;;0,00;0,00;0,00;1,00;13,58;15,626;26,032;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,7991;0,00000;0,0000;-0,00666555;-0,00666555;-0,00132;-0,50335;14,9541;28,857563;-0,000063;24,573418;24,548906;0,0000;-0,0015;0,00;0,46;0,00;0,00;1,27;;17,558;17,598;0,1837811;20,91900;0,05900;-0,00900;0,0021402;;1646,84;851,00;;;
;;852;20,91800;0,05800;-0,014000;134,825;100,03;1635,2401;0,000;100,548;41,400;0,005;300,750;300,450;26,80;300,650;263,145;0,000;27,900;27,800;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,58;15,589;26,019;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,7677;0,00000;0,0000;-0,00583235;-0,00583235;-0,00005;-0,57526;14,9749;28,857563;-0,000063;24,573418;24,548906;0,0000;-0,0015;0,00;0,46;0,00;0,00;1,31;;17,562;17,598;0,1835037;20,91800;0,05900;-0,00400;0,0021374;;1646,85;852,00;;;
;;853;20,91900;0,05900;-0,013000;129,675;100,02;1635,2401;0,000;100,552;41,300;0,005;300,750;300,450;26,80;300,650;263,145;0,000;27,900;27,800;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,58;15,626;26,048;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,8828;0,00000;0,0000;0,00083319;0,00083319;0,00095;3,94914;14,9948;28,301052;0,000006;24,099525;24,075486;0,0000;0,0001;0,00;0,46;0,00;0,00;1,28;;17,565;17,605;0,1756848;20,91800;0,05900;0,00000;0,0020869;;1646,85;853,00;;;
;;854;20,91900;0,05800;-0,007000;129,300;100,03;1635,2401;0,000;100,554;41,300;0,005;300,750;300,450;26,80;300,650;263,145;0,000;27,900;27,800;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,58;15,599;26,046;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,1015;0,00000;0,0000;-0,00083319;-0,00083319;0,00219;-3,94343;15,0129;28,260102;-0,000029;24,064654;24,040650;0,0000;-0,0007;0,00;0,46;0,00;0,00;1,21;;17,566;17,605;0,1599446;20,92000;0,05900;0,00500;0,0019030;;1646,85;854,00;;;
;;855;20,91800;0,05900;0,008000;130,450;100,03;1635,2401;0,000;100,552;41,300;0,005;300,750;300,450;26,80;300,650;263,145;0,000;27,900;27,800;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,58;15,654;26,030;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,0293;0,00000;0,0000;0,00583235;0,00583235;0,00371;0,56585;15,0309;28,385497;-0,000115;24,171433;24,147322;0,0000;-0,0028;0,00;0,46;0,00;0,00;1,25;;17,567;17,608;0,1593067;20,91900;0,05900;0,01100;0,0018876;;1646,85;855,00;;;
;;856;20,91900;0,05900;0,018000;132,525;100,03;1635,2301;0,000;100,552;41,300;0,005;300,750;300,450;26,80;300,650;263,145;0,000;27,900;27,800;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,58;15,591;26,030;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,8545;0,00000;0,0000;0,00583235;0,00583235;0,00172;0,49529;15,0508;28,610362;-0,000116;24,362915;24,338613;0,0000;-0,0028;0,00;0,46;0,00;0,00;1,30;;17,569;17,608;0,1754340;20,91800;0,05800;0,00300;0,0020616;;1646,84;856,00;;;
;;857;20,91900;0,05900;0,004000;129,050;100,03;1635,2301;0,000;100,548;41,300;0,005;300,750;300,450;26,80;300,617;263,145;0,000;27,900;27,800;26,700;301,850;;;;;0,00;0,00;0,00;1,00;13,58;15,662;26,040;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;21,0122;0,00000;0,0000;-0,00083319;-0,00083319;-0,00030;-3,93961;15,0718;28,232768;-0,000099;24,041378;24,017397;0,0000;-0,0024;0,00;0,46;0,00;0,00;1,31;;17,572;17,612;0,1856634;20,91700;0,05900;-0,00500;0,0022103;;1646,84;857,00;;;
;;858;20,91800;0,05800;-0,004000;127,050;100,04;1635,2301;0,000;100,552;41,300;0,005;300,750;300,450;26,80;300,650;263,145;0,000;27,900;27,800;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,59;15,646;26,032;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,0097;0,00000;0,0000;0,00000000;0,00000000;0,00143;Infinity;15,0918;28,013140;-0,000133;23,854356;23,830561;0,0000;-0,0031;0,00;0,46;0,00;0,00;1,30;;17,575;17,612;0,1768057;20,91700;0,05900;0,00200;0,0021219;;1646,84;858,00;;;
;;859;20,91800;0,05800;-0,018000;133,075;100,04;1635,2301;0,000;100,550;41,400;0,005;300,750;300,550;26,80;300,683;263,145;0,000;28,000;27,800;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,59;15,626;26,030;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;22,1966;0,00000;0,0000;0,00000000;0,00000000;-0,00233;Infinity;15,1140;28,669670;-0,000168;24,413419;24,397184;0,0000;-0,0041;0,00;0,46;0,00;0,00;1,33;;17,580;17,622;0,1961296;20,91700;0,06000;-0,01300;0,0022987;;1646,84;859,00;;;
;;860;20,91800;0,05900;-0,002000;129,925;100,04;1635,2301;0,000;100,552;41,300;0,005;300,750;300,450;26,80;300,683;263,145;0,000;28,000;27,800;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,59;15,635;26,046;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;21,9315;0,00000;0,0000;0,00000000;0,00000000;-0,00205;Infinity;15,1359;28,328320;-0,000185;24,122745;24,098683;0,0000;-0,0044;0,00;0,46;0,00;0,00;1,32;;17,585;17,622;0,1937872;20,91700;0,05900;-0,01200;0,0022987;;1646,84;860,00;;;
;;861;20,91700;0,05900;-0,012000;130,375;100,03;1635,2301;0,000;100,548;41,300;0,005;300,750;300,450;26,80;300,683;263,145;0,000;28,000;27,800;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,59;15,612;26,030;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;22,4849;0,00000;0,0000;0,00000000;0,00000000;-0,00406;Infinity;15,1584;28,377335;-0,000082;24,164483;24,140379;0,0000;-0,0020;0,00;0,46;0,00;0,00;1,28;;17,590;17,633;0,1986768;20,91800;0,05800;-0,02000;0,0023520;;1646,84;861,00;;;
;;862;20,91900;0,05900;-0,009000;125,900;100,03;1635,2301;0,000;100,548;41,300;0,005;300,750;300,450;26,80;300,683;263,145;0,000;28,000;27,800;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,59;15,620;26,019;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,7836;0,00000;0,0000;0,00000000;0,00000000;-0,00128;Infinity;15,1792;27,886070;-0,000116;23,746151;23,722464;0,0000;-0,0027;0,00;0,46;0,00;0,00;1,26;;17,595;17,633;0,1836441;20,91800;0,05800;-0,00900;0,0022131;;1646,84;862,00;;;
;;863;20,91900;0,05900;-0,004000;128,150;100,04;1635,2301;0,000;100,554;41,300;0,005;300,750;300,450;26,80;300,717;263,145;0,000;28,000;27,900;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,59;15,635;26,030;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,8184;0,00000;0,0000;0,00000000;0,00000000;-0,00005;Infinity;15,2000;28,134148;-0,000168;23,957399;23,933501;0,0000;-0,0040;0,00;0,46;0,00;0,00;1,31;;17,599;17,642;0,1839513;20,91700;0,05900;-0,00400;0,0021977;;1646,84;863,00;;;
;;864;20,91800;0,05900;0,000000;124,150;100,03;1635,2301;0,000;100,550;41,300;0,005;300,750;300,450;26,80;300,683;263,145;0,000;28,000;27,800;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,59;15,618;26,048;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,9640;0,00000;0,0000;0,00000000;0,00000000;-0,00078;Infinity;15,2210;27,691584;-0,000116;23,580538;23,557016;0,0000;-0,0027;0,00;0,46;0,00;0,00;1,29;;17,602;17,642;0,1852377;20,91700;0,05800;-0,00700;0,0022482;;1646,84;864,00;;;
;;865;20,91800;0,05900;0,005000;128,350;100,03;1635,2301;0,000;100,548;41,300;0,005;300,750;300,550;26,80;300,683;263,145;0,000;28,000;27,800;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,60;15,597;26,038;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,2675;0,00000;0,0000;0,00000000;0,00000000;0,00343;Infinity;15,2403;28,156093;-0,000116;23,976086;23,960142;0,0000;-0,0028;0,00;0,46;0,00;0,00;1,31;;17,605;17,648;0,1702480;20,91700;0,05800;0,01000;0,0020335;;1646,84;865,00;;;
;;866;20,92000;0,05800;0,011000;126,475;100,03;1635,2301;0,000;100,550;41,300;0,005;300,750;300,550;26,80;300,683;263,145;0,000;28,000;27,800;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,60;15,629;26,040;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,0676;0,00000;0,0000;-0,00083351;-0,00083351;0,00118;-3,38565;15,2593;27,949678;-0,000031;23,800315;23,784488;0,0000;-0,0007;0,00;0,46;0,00;0,00;1,23;;17,607;17,648;0,1684812;20,91900;0,05800;0,00100;0,0020265;;1646,84;866,00;;;
;;867;20,91900;0,05900;0,003000;134,050;100,02;1635,2301;0,000;100,550;41,300;0,005;300,750;300,550;26,80;300,683;263,145;0,000;28,000;27,800;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,60;15,597;26,022;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,2773;0,00000;0,0000;0,00583458;0,00583458;-0,00132;0,49794;15,2796;28,774505;0,000004;24,502691;24,486396;0,0000;0,0001;0,00;0,46;0,00;0,00;1,23;;17,609;17,652;0,1791701;20,92000;0,05800;-0,00900;0,0020925;;1646,84;867,00;;;
;;868;20,91800;0,05900;-0,005000;126,825;100,03;1635,2201;0,000;100,552;41,300;0,005;300,750;300,550;26,80;300,717;263,145;0,000;28,000;27,900;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,60;15,612;26,027;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;21,2198;0,00000;0,0000;0,00583458;0,00583458;-0,00227;0,55772;15,3008;27,988324;-0,000082;23,833224;23,817375;0,0000;-0,0019;0,00;0,46;0,00;0,00;1,27;;17,613;17,652;0,1874984;20,91800;0,05900;-0,01300;0,0022510;;1646,83;868,00;;;
;;869;20,91700;0,06000;0,002000;126,250;100,03;1635,2201;0,000;100,554;41,300;0,005;300,750;300,450;26,80;300,650;263,145;0,000;27,900;27,800;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,60;15,633;26,038;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,9770;0,00000;0,0000;-0,00166670;-0,00166670;0,00020;-1,94795;15,3208;27,924804;-0,000031;23,779135;23,755415;0,0000;-0,0007;0,00;0,46;0,00;0,00;1,26;;17,616;17,658;0,1765166;20,91800;0,05900;-0,00300;0,0021247;;1646,83;869,00;;;
;;870;20,91700;0,05900;-0,013000;127,500;100,02;1635,2201;0,000;100,548;41,300;0,005;300,750;300,550;26,80;300,683;263,145;0,000;28,000;27,800;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,60;15,610;26,030;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,3158;0,00000;0,0000;0,00583235;0,00583235;-0,00030;0,55941;15,3411;28,062706;0,000020;23,896564;23,880672;0,0000;0,0005;0,00;0,46;0,00;0,00;1,27;;17,619;17,658;0,1795102;20,91800;0,05900;-0,00500;0,0021500;;1646,83;870,00;;;
;;871;20,91700;0,05800;-0,012000;131,025;100,02;1635,2101;0,000;100,548;41,300;0,005;300,750;300,450;26,80;300,717;263,145;0,000;28,000;27,900;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,60;15,612;26,032;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;21,2032;0,00000;0,0000;0,00499884;0,00499884;-0,00156;0,66165;15,3623;28,447986;0,000003;24,224646;24,200482;0,0000;0,0001;0,00;0,46;0,00;0,00;1,29;;17,623;17,665;0,1873518;20,91800;0,05900;-0,01000;0,0022131;;1646,82;871,00;;;
;;872;20,91700;0,05800;-0,020000;133,050;100,03;1635,2101;0,000;100,552;41,300;0,005;300,750;300,450;26,80;300,683;263,145;0,000;28,000;27,800;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,61;15,606;26,067;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,0172;0,00000;0,0000;0,00500139;0,00500139;0,00121;0,66640;15,3823;28,666977;-0,000066;24,411126;24,386775;0,0000;-0,0016;0,00;0,46;0,00;0,00;1,30;;17,626;17,665;0,1768724;20,91800;0,05900;0,00100;0,0020742;;1646,82;872,00;;;
;;873;20,91800;0,05900;-0,009000;130,800;100,03;1635,2001;0,000;100,554;41,300;0,005;300,750;300,450;26,80;300,717;263,145;0,000;28,000;27,900;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,61;15,563;26,032;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,9958;0,00000;0,0000;0,00583458;0,00583458;0,00296;0,56639;15,4013;28,423551;-0,000032;24,203838;24,179694;0,0000;-0,0008;0,00;0,46;0,00;0,00;1,29;;17,629;17,670;0,1678465;20,91800;0,05900;0,00800;0,0019858;;1646,81;873,00;;;
;;874;20,91800;0,05800;-0,004000;128,450;100,02;1635,2001;0,000;100,554;41,300;0,005;300,750;300,450;26,80;300,717;263,145;0,000;28,000;27,900;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,61;15,633;26,030;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,6447;0,00000;0,0000;-0,00083351;-0,00083351;0,00094;-3,92894;15,4200;28,167060;0,000019;23,985425;23,961499;0,0000;0,0005;0,00;0,46;0,00;0,00;1,20;;17,630;17,670;0,1647444;20,92000;0,05900;0,00000;0,0019662;;1646,81;874,00;;;
;;875;20,91700;0,05800;-0,007000;128,550;100,02;1635,2001;0,000;100,554;41,300;0,005;300,750;300,450;26,80;300,717;263,145;0,000;28,000;27,900;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,61;15,629;26,035;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,8317;0,00000;0,0000;0,00000000;0,00000000;0,00293;Infinity;15,4388;28,178021;0,000054;23,994759;23,970824;0,0000;0,0013;0,00;0,46;0,00;0,00;1,28;;17,631;17,673;0,1663966;20,91800;0,05900;0,00800;0,0019858;;1646,81;875,00;;;
;;876;20,91700;0,05800;0,010000;123,750;100,03;1635,2001;0,000;100,550;41,300;0,005;300,750;300,550;26,80;300,717;263,145;0,000;28,000;27,900;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,61;15,614;26,046;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,2933;0,00000;0,0000;0,00000000;0,00000000;0,00532;Infinity;15,4561;27,646939;-0,000033;23,542521;23,526865;0,0000;-0,0008;0,00;0,46;0,01;0,00;1,25;;17,632;17,673;0,1528032;20,91800;0,05900;0,01800;0,0018595;;1646,81;876,00;;;
;;877;20,91700;0,05800;0,001000;124,000;100,02;1635,2001;0,000;100,552;41,300;0,005;300,750;300,550;26,90;300,717;263,145;0,000;28,000;27,900;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,61;15,584;26,030;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,9985;0,00000;0,0000;0,00000000;0,00000000;0,00093;Infinity;15,4751;27,674852;-0,000015;23,566290;23,550618;0,0000;-0,0004;0,00;0,46;0,00;0,00;1,22;;17,632;17,676;0,1678711;20,91900;0,05800;0,00000;0,0020392;;1646,81;877,00;;;
;;878;20,91900;0,05900;-0,009000;132,150;100,02;1635,2001;0,000;100,554;41,300;0,005;300,750;300,550;26,80;300,717;263,145;0,000;28,000;27,900;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,61;15,610;26,032;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,6129;0,00000;0,0000;0,00000000;0,00000000;0,00096;Infinity;15,4947;28,569855;0,000001;24,328422;24,312243;0,0000;0,0000;0,00;0,46;0,00;0,00;1,26;;17,634;17,676;0,1733000;20,91900;0,05800;0,00000;0,0020392;;1646,81;878,00;;;
;;879;20,92000;0,05900;-0,013000;133,400;100,02;1635,2001;0,000;100,554;41,300;0,005;300,750;300,550;26,80;300,717;263,145;0,000;28,000;27,900;26,800;301,850;;;;;0,00;0,00;0,00;1,00;13,62;15,606;26,056;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;22,8670;0,00000;0,0000;0,00000000;0,00000000;-0,00436;Infinity;15,5176;28,704658;-0,000016;24,443212;24,426957;0,0000;-0,0004;0,00;0,46;0,00;0,00;1,30;;17,638;17,684;0,2020532;20,91800;0,05800;-0,02100;0,0023646;;1646,81;879,00;;;
