General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;2219;20,92100;0,05800;-0,011000;128,550;100,06;1633,3201;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,217;263,151;0,000;29,600;29,200;28,400;301,950;;;;;0,00;0,00;0,00;1,00;15,54;15,259;26,307;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,4679;0,00000;0,0000;-0,00083335;-0,00083335;0,00219;-3,92929;40,1919;28,163978;-0,000406;24,006724;23,982801;-0,0001;-0,0097;0,00;0,55;0,00;0,00;1,17;;18,108;18,118;0,1543460;20,92100;0,05900;0,00500;0,0018427;;1644,93;2219,00;;;
;;2220;20,92100;0,05800;-0,004000;129,725;100,06;1633,3201;0,000;100,530;41,200;0,000;301,050;300,750;27,10;302,217;263,151;0,000;29,600;29,200;28,400;301,950;;;;;0,00;0,00;0,00;1,00;15,54;15,257;26,278;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,7588;0,00000;0,0000;0,00583347;0,00583347;0,00295;0,56389;40,2096;28,292400;-0,000406;24,116190;24,092158;-0,0001;-0,0097;0,00;0,55;0,00;0,00;1,21;;18,108;18,118;0,1569170;20,92000;0,05900;0,00800;0,0018651;;1644,93;2220,00;;;
;;2221;20,92100;0,05900;0,009000;127,225;100,06;1633,3101;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,250;263,151;0,000;29,700;29,200;28,400;301,950;;;;;0,00;0,00;0,00;1,00;15,54;15,265;26,302;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,2069;0,00000;0,0000;0,00583347;0,00583347;-0,00277;0,55843;40,2288;28,018455;-0,000390;23,882681;23,858882;-0,0001;-0,0092;0,00;0,55;0,00;0,00;1,13;;18,108;18,118;0,1697122;20,92200;0,05900;-0,01500;0,0020350;;1644,92;2221,00;;;
;;2222;20,92200;0,05900;0,012000;131,050;100,07;1633,3101;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,217;263,151;0,000;29,600;29,200;28,400;301,950;;;;;0,00;0,00;0,00;1,00;15,55;15,227;26,307;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,6672;0,00000;0,0000;-0,00083335;-0,00083335;0,00120;-3,44530;40,2465;28,436521;-0,000458;24,239037;24,214883;-0,0001;-0,0110;0,00;0,55;0,00;0,00;1,14;;18,108;18,118;0,1561070;20,92200;0,05800;0,00100;0,0018455;;1644,92;2222,00;;;
;;2223;20,92100;0,05900;-0,004000;129,250;100,07;1633,3101;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,283;263,151;0,000;29,700;29,300;28,400;301,950;;;;;0,00;0,00;0,00;1,00;15,55;15,227;26,313;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,2976;0,00000;0,0000;0,00000000;0,00000000;-0,00030;Infinity;40,2658;28,240555;-0,000442;24,071997;24,048009;-0,0001;-0,0105;0,00;0,55;0,00;0,00;1,21;;18,108;18,119;0,1705137;20,92000;0,05900;-0,00500;0,0020293;;1644,92;2223,00;;;
;;2224;20,92100;0,05900;-0,006000;125,750;100,07;1633,3101;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,283;263,151;0,000;29,700;29,300;28,400;301,950;;;;;0,00;0,00;0,00;1,00;15,55;15,267;26,307;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,2729;0,00000;0,0000;-0,00083335;-0,00083335;-0,00079;-3,88626;40,2851;27,855563;-0,000425;23,743834;23,720173;-0,0001;-0,0100;0,00;0,55;0,00;0,00;1,19;;18,109;18,119;0,1702957;20,92000;0,05900;-0,00700;0,0020546;;1644,92;2224,00;;;
;;2225;20,92100;0,05800;0,003000;130,600;100,07;1633,3101;0,000;100,530;41,200;0,000;301,050;300,750;27,10;302,283;263,151;0,000;29,700;29,300;28,400;301,950;;;;;0,00;0,00;0,00;1,00;15,55;15,235;26,302;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,6737;0,00000;0,0000;0,00583347;0,00583347;-0,00506;0,49134;40,3058;28,387657;-0,000426;24,197386;24,173273;-0,0001;-0,0102;0,00;0,55;-0,01;0,00;1,14;;18,109;18,121;0,1826725;20,92200;0,05800;-0,02400;0,0021612;;1644,92;2225,00;;;
;;2226;20,92300;0,05900;0,004000;128,425;100,06;1633,3001;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,283;263,151;0,000;29,700;29,200;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,55;15,238;26,310;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,0870;0,00000;0,0000;0,00583347;0,00583347;-0,00353;0,56105;40,3248;28,150281;-0,000409;23,995049;23,971137;-0,0001;-0,0097;0,00;0,55;0,00;0,00;1,10;;18,110;18,121;0,1686531;20,92300;0,05900;-0,01800;0,0020125;;1644,91;2226,00;;;
;;2227;20,92100;0,05900;-0,006000;130,875;100,06;1633,3001;0,000;100,536;41,200;0,000;301,050;300,750;27,10;302,283;263,151;0,000;29,700;29,200;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,55;15,252;26,321;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,5060;0,00000;0,0000;-0,00083335;-0,00083335;-0,00030;-2,92133;40,3434;28,417528;-0,000359;24,222848;24,198709;-0,0001;-0,0086;0,00;0,55;0,00;0,00;1,14;;18,110;18,122;0,1635188;20,92200;0,05700;-0,00500;0,0019339;;1644,91;2227,00;;;
;;2228;20,92200;0,05900;-0,004000;127,225;100,06;1633,3001;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,283;263,151;0,000;29,700;29,200;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,55;15,229;26,297;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,9358;0,00000;0,0000;0,00000000;0,00000000;-0,00079;Infinity;40,3623;28,018455;-0,000409;23,882681;23,858882;-0,0001;-0,0097;0,00;0,55;0,00;0,00;1,16;;18,111;18,122;0,1673165;20,92100;0,05800;-0,00700;0,0020069;;1644,91;2228,00;;;
;;2229;20,92200;0,05900;-0,002000;128,600;100,06;1633,3001;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,283;263,151;0,000;29,700;29,200;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,56;15,235;26,299;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;16,2960;0,00000;0,0000;0,00000000;0,00000000;0,00343;Infinity;40,3786;28,169454;-0,000376;24,011392;23,987464;-0,0001;-0,0090;0,00;0,55;0,00;0,00;1,13;;18,111;18,122;0,1439919;20,92200;0,05900;0,01000;0,0017192;;1644,91;2229,00;;;
;;2230;20,92300;0,05900;0,005000;128,675;100,06;1633,3001;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,283;263,151;0,000;29,700;29,200;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,56;15,214;26,315;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,3865;0,00000;0,0000;0,00000000;0,00000000;0,00119;Infinity;40,3960;28,177668;-0,000410;24,018393;23,994458;-0,0001;-0,0098;0,00;0,55;0,00;0,00;1,13;;18,110;18,122;0,1536274;20,92200;0,05900;0,00100;0,0018329;;1644,91;2230,00;;;
;;2231;20,92100;0,05900;0,008000;128,450;100,06;1633,3001;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,317;263,151;0,000;29,700;29,300;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,56;15,235;26,310;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;15,9249;0,00000;0,0000;0,00000000;0,00000000;0,00417;Infinity;40,4119;28,153022;-0,000360;23,997385;23,973471;-0,0001;-0,0086;0,00;0,55;0,00;0,00;1,13;;18,109;18,120;0,1407123;20,92200;0,05900;0,01300;0,0016813;;1644,91;2231,00;;;
;;2232;20,92000;0,05800;-0,015000;122,025;100,06;1633,3001;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,250;263,151;0,000;29,600;29,200;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,56;15,278;26,313;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,7227;0,00000;0,0000;0,00000000;0,00000000;0,00092;Infinity;40,4296;27,439890;-0,000361;23,389518;23,366210;-0,0001;-0,0084;0,00;0,55;0,00;0,00;1,14;;18,109;18,120;0,1565979;20,92100;0,05800;0,00000;0,0019185;;1644,91;2232,00;;;
;;2233;20,92200;0,05900;0,001000;129,400;100,07;1633,3001;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,283;263,151;0,000;29,600;29,300;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,56;15,238;26,310;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,1618;0,00000;0,0000;0,00000000;0,00000000;0,00319;Infinity;40,4468;28,256937;-0,000429;24,085961;24,061960;-0,0001;-0,0102;0,00;0,55;0,00;0,00;1,17;;18,108;18,119;0,1516416;20,92100;0,05800;0,00900;0,0018048;;1644,91;2233,00;;;
;;2234;20,92200;0,05900;-0,005000;129,525;100,07;1633,3001;0,000;100,526;41,200;0,000;301,050;300,750;27,10;302,250;263,151;0,000;29,600;29,200;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,56;15,267;26,307;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,1699;0,00000;0,0000;-0,00083335;-0,00083335;-0,00030;-3,94416;40,4649;28,270582;-0,000463;24,097592;24,073579;-0,0001;-0,0111;0,00;0,55;0,00;0,00;1,14;;18,108;18,119;0,1605494;20,92200;0,05900;-0,00500;0,0019087;;1644,91;2234,00;;;
;;2235;20,92000;0,05800;-0,007000;131,850;100,06;1633,3001;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,250;263,151;0,000;29,600;29,200;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,56;15,227;26,299;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,4309;0,00000;0,0000;0,00583347;0,00583347;-0,00257;0,56849;40,4844;28,523185;-0,000362;24,312909;24,288681;-0,0001;-0,0087;0,00;0,55;0,00;0,00;1,15;;18,109;18,119;0,1716910;20,92200;0,05900;-0,01400;0,0020223;;1644,91;2235,00;;;
;;2236;20,92000;0,05900;-0,024000;131,850;100,06;1633,2901;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,250;263,151;0,000;29,600;29,200;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,57;15,252;26,297;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,3314;0,00000;0,0000;0,00583347;0,00583347;-0,00005;0,49369;40,5027;28,523185;-0,000414;24,312909;24,288681;-0,0001;-0,0100;0,00;0,55;0,00;0,00;1,15;;18,109;18,119;0,1619767;20,92200;0,05800;-0,00400;0,0019087;;1644,90;2236,00;;;
;;2237;20,92200;0,05700;-0,018000;128,475;100,06;1633,2901;0,000;100,528;41,200;0,000;301,050;300,750;27,10;302,317;263,151;0,000;29,700;29,300;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,57;15,221;26,307;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,3908;0,00000;0,0000;-0,00083335;-0,00083335;-0,00179;-3,92814;40,5221;28,155761;-0,000364;23,999720;23,975804;-0,0001;-0,0087;0,00;0,55;0,00;0,00;1,17;;18,109;18,120;0,1713374;20,92100;0,05900;-0,01100;0,0020448;;1644,90;2237,00;;;
;;2238;20,92300;0,05800;-0,005000;130,375;100,06;1633,2901;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,283;263,151;0,000;29,700;29,200;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,57;15,244;26,323;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,7128;0,00000;0,0000;0,00000000;0,00000000;0,00195;Infinity;40,5398;28,363192;-0,000415;24,176532;24,152440;-0,0001;-0,0100;0,00;0,55;0,00;0,00;1,18;;18,109;18,120;0,1565106;20,92100;0,05900;0,00400;0,0018553;;1644,90;2238,00;;;
;;2239;20,92200;0,05900;-0,007000;129,325;100,06;1633,2901;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,317;263,151;0,000;29,700;29,300;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,57;15,236;26,286;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,2760;0,00000;0,0000;-0,00083335;-0,00083335;-0,00030;-3,42255;40,5581;28,248748;-0,000382;24,078981;24,054986;-0,0001;-0,0091;0,00;0,55;0,00;0,00;1,14;;18,109;18,121;0,1614865;20,92200;0,05800;-0,00500;0,0019213;;1644,90;2239,00;;;
;;2240;20,92100;0,05900;0,010000;122,750;100,06;1633,2901;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,283;263,151;0,000;29,700;29,200;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,57;15,257;26,310;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,5697;0,00000;0,0000;0,00583347;0,00583347;0,00019;0,47634;40,5757;27,521285;-0,000382;23,458898;23,435521;-0,0001;-0,0089;0,00;0,55;0,00;0,00;1,11;;18,109;18,121;0,1552463;20,92200;0,05800;-0,00300;0,0018960;;1644,90;2240,00;;;
;;2241;20,92200;0,05900;0,001000;129,600;100,06;1633,2801;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,283;263,151;0,000;29,700;29,200;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,57;15,236;26,297;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,5374;0,00000;0,0000;0,00583347;0,00583347;-0,00080;0,48945;40,5942;28,278767;-0,000382;24,104569;24,080548;-0,0001;-0,0091;0,00;0,55;0,00;0,00;1,14;;18,109;18,121;0,1637969;20,92200;0,05800;-0,00700;0,0019466;;1644,89;2241,00;;;
;;2242;20,92200;0,05800;0,013000;129,850;100,06;1633,2801;0,000;100,528;41,200;0,000;301,050;300,750;27,10;302,317;263,151;0,000;29,700;29,300;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,57;15,267;26,291;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;16,1318;0,00000;0,0000;-0,00083335;-0,00083335;0,00420;-3,42949;40,6103;28,306028;-0,000383;24,127806;24,103762;-0,0001;-0,0092;0,00;0,55;0,00;0,00;1,14;;18,109;18,121;0,1425408;20,92200;0,05800;0,01300;0,0016939;;1644,89;2242,00;;;
;;2243;20,92200;0,05800;0,000000;125,475;100,06;1633,2801;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,283;263,151;0,000;29,700;29,200;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,58;15,257;26,302;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,0027;0,00000;0,0000;0,00000000;0,00000000;-0,00054;Infinity;40,6283;27,825088;-0,000417;23,717857;23,694222;-0,0001;-0,0098;0,00;0,55;0,00;0,00;1,12;;18,108;18,121;0,1590717;20,92200;0,05900;-0,00600;0,0019213;;1644,89;2243,00;;;
;;2244;20,92100;0,05900;0,009000;129,175;100,06;1633,2801;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,317;263,151;0,000;29,700;29,300;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,58;15,229;26,297;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,5979;0,00000;0,0000;0,00000000;0,00000000;-0,00005;Infinity;40,6469;28,232360;-0,000383;24,065012;24,041031;-0,0001;-0,0092;0,00;0,55;0,00;0,00;1,17;;18,109;18,121;0,1643308;20,92100;0,05900;-0,00400;0,0019564;;1644,89;2244,00;;;
;;2245;20,92100;0,05900;-0,005000;128,050;100,06;1633,2801;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,283;263,151;0,000;29,700;29,200;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,58;15,273;26,297;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,8776;0,00000;0,0000;-0,00083319;-0,00083319;-0,00079;-3,92239;40,6658;28,109152;-0,000418;23,959991;23,936114;-0,0001;-0,0099;0,00;0,55;0,00;0,00;1,17;;18,109;18,121;0,1668024;20,92100;0,05900;-0,00700;0,0019943;;1644,89;2245,00;;;
;;2246;20,92200;0,05800;-0,014000;126,850;100,06;1633,2801;0,000;100,528;41,200;0,000;301,050;300,750;27,10;302,283;263,151;0,000;29,700;29,200;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,58;15,238;26,321;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,9860;0,00000;0,0000;0,00583235;0,00583235;-0,00326;0,55771;40,6858;27,977132;-0,000384;23,847458;23,823694;-0,0001;-0,0091;0,00;0,55;0,00;0,00;1,16;;18,109;18,121;0,1765965;20,92100;0,05900;-0,01700;0,0021205;;1644,89;2246,00;;;
;;2247;20,92200;0,05900;-0,004000;127,425;100,06;1633,2701;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,283;263,151;0,000;29,600;29,300;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,58;15,269;26,331;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,4306;0,00000;0,0000;0,00583235;0,00583235;-0,00178;0,48542;40,7052;28,040469;-0,000419;23,901446;23,877628;-0,0001;-0,0099;0,00;0,55;0,00;0,00;1,16;;18,110;18,122;0,1716888;20,92100;0,05800;-0,01100;0,0020574;;1644,88;2247,00;;;
;;2248;20,92200;0,05900;-0,011000;127,875;100,06;1633,2701;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,250;263,151;0,000;29,600;29,200;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,58;15,259;26,307;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,3830;0,00000;0,0000;-0,00083319;-0,00083319;0,00045;-3,40396;40,7236;28,089938;-0,000419;23,943613;23,919753;-0,0001;-0,0100;0,00;0,55;0,00;0,00;1,17;;18,110;18,122;0,1624323;20,92100;0,05800;-0,00200;0,0019437;;1644,88;2248,00;;;
;;2249;20,92100;0,05800;0,004000;126,900;100,06;1633,2701;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,283;263,151;0,000;29,700;29,200;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,58;15,214;26,305;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,4326;0,00000;0,0000;0,00000000;0,00000000;0,00020;Infinity;40,7420;27,982645;-0,000420;23,852157;23,828388;-0,0001;-0,0099;0,00;0,55;0,00;0,00;1,16;;18,111;18,123;0,1628701;20,92100;0,05800;-0,00300;0,0019564;;1644,88;2249,00;;;
;;2250;20,92100;0,05800;-0,005000;128,650;100,06;1633,2701;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,250;263,151;0,000;29,600;29,200;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,59;15,242;26,294;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,8365;0,00000;0,0000;0,00000000;0,00000000;0,00144;Infinity;40,7599;28,174931;-0,000404;24,016060;23,992128;-0,0001;-0,0096;0,00;0,55;0,00;0,00;1,17;;18,111;18,123;0,1576031;20,92100;0,05900;0,00200;0,0018806;;1644,88;2250,00;;;
;;2251;20,92200;0,05800;-0,003000;125,325;100,06;1633,2701;0,000;100,534;41,200;0,000;301,050;300,750;27,10;302,283;263,151;0,000;29,600;29,300;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,59;15,269;26,321;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,1587;0,00000;0,0000;0,00000000;0,00000000;0,00118;Infinity;40,7770;27,808452;-0,000405;23,703677;23,680056;-0,0001;-0,0095;0,00;0,55;0,00;0,00;1,12;;18,110;18,123;0,1516144;20,92200;0,05900;0,00100;0,0018329;;1644,88;2251,00;;;
;;2252;20,92200;0,05800;-0,007000;128,650;100,06;1633,2701;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,283;263,151;0,000;29,600;29,300;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,59;15,236;26,318;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,5054;0,00000;0,0000;-0,00083335;-0,00083335;0,00094;-3,93082;40,7945;28,174931;-0,000372;24,016060;23,992128;-0,0001;-0,0089;0,00;0,55;0,00;0,00;1,13;;18,110;18,123;0,1546782;20,92200;0,05900;0,00000;0,0018455;;1644,88;2252,00;;;
;;2253;20,92200;0,05900;0,013000;130,550;100,06;1633,2701;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,317;263,151;0,000;29,700;29,300;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,59;15,202;26,342;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,4528;0,00000;0,0000;0,00583347;0,00583347;0,00070;0,49125;40,8130;28,382222;-0,000406;24,192753;24,168644;-0,0001;-0,0097;0,00;0,55;0,00;0,00;1,18;;18,110;18,122;0,1630492;20,92100;0,05800;-0,00100;0,0019311;;1644,88;2253,00;;;
;;2254;20,92200;0,05900;-0,006000;130,925;100,05;1633,2601;0,000;100,532;41,200;0,000;301,050;300,750;27,10;302,250;263,151;0,000;29,600;29,200;28,500;301,950;;;;;0,00;0,00;0,00;1,00;15,59;15,231;26,313;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,6285;0,00000;0,0000;0,00583347;0,00583347;0,00221;0,56649;40,8306;28,422957;-0,000305;24,227475;24,203332;-0,0001;-0,0073;0,00;0,55;0,00;0,00;1,18;;18,110;18,122;0,1557653;20,92100;0,05900;0,00500;0,0018427;;1644,87;2254,00;;;
