s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW,mol/mol,Pa
 3.40010E+001, 2.52222E+001, 2.55227E+001, 4.48031E+001, 2.74311E+001, 2.50486E+001, 2.50987E+001, 2.54964E+001, 4.58342E+001, 4.25410E+001, 4.15881E+001, 4.25911E+001, 4.49672E+001, 2.29238E+002, 1.88437E+002, 1.47562E+002, 1.24311E+002, 1.02989E+002, 3.00607E+001, 2.95083E+001, 2.93788E+001, 2.90752E+001, 2.86600E+001, 2.52813E+001, 2.52373E+001, 2.52222E+001, 2.52229E+001, 2.52215E+001, 2.51393E+001, 2.51359E+001, 2.51381E+001, 2.51375E+001, 2.51352E+001, 2.51245E+001, 2.51253E+001, 2.51302E+001, 2.51318E+001, 2.51315E+001, 3.19316E+002, 1.67445E+002, 3.63295E-002, 2.06851E-001, 1.26464E+002
 3.50008E+001, 2.52226E+001, 2.55319E+001, 4.49702E+001, 2.74573E+001, 2.50561E+001, 2.53487E+001, 2.56018E+001, 4.60705E+001, 4.27403E+001, 4.17405E+001, 4.28938E+001, 4.52694E+001, 2.29439E+002, 1.88628E+002, 1.47725E+002, 1.24524E+002, 1.03152E+002, 3.00339E+001, 2.94779E+001, 2.93393E+001, 2.90158E+001, 2.85624E+001, 2.52828E+001, 2.52379E+001, 2.52226E+001, 2.52233E+001, 2.52217E+001, 2.51412E+001, 2.51373E+001, 2.51397E+001, 2.51397E+001, 2.51379E+001, 2.51262E+001, 2.51266E+001, 2.51318E+001, 2.51339E+001, 2.51342E+001, 3.19312E+002, 1.67332E+002, 3.63305E-002, 2.06851E-001, 1.29471E+002
 3.60007E+001, 2.52224E+001, 2.55316E+001, 4.52744E+001, 2.74899E+001, 2.50642E+001, 2.55981E+001, 2.57338E+001, 4.63419E+001, 4.29540E+001, 4.19688E+001, 4.30522E+001, 4.51260E+001, 2.29718E+002, 1.88881E+002, 1.47912E+002, 1.24659E+002, 1.03240E+002, 2.99861E+001, 2.94331E+001, 2.92901E+001, 2.89635E+001, 2.84966E+001, 2.52833E+001, 2.52376E+001, 2.52224E+001, 2.52229E+001, 2.52211E+001, 2.51429E+001, 2.51385E+001, 2.51411E+001, 2.51416E+001, 2.51404E+001, 2.51277E+001, 2.51277E+001, 2.51331E+001, 2.51358E+001, 2.51368E+001, 3.19320E+002, 1.67209E+002, 3.63292E-002, 2.06851E-001, 1.32363E+002
 3.70006E+001, 2.52215E+001, 2.55287E+001, 4.53721E+001, 2.75071E+001, 2.50587E+001, 2.56303E+001, 2.58603E+001, 4.66426E+001, 4.31861E+001, 4.21901E+001, 4.32181E+001, 4.53131E+001, 2.29990E+002, 1.89155E+002, 1.48110E+002, 1.24736E+002, 1.03364E+002, 2.99274E+001, 2.93806E+001, 2.92408E+001, 2.88901E+001, 2.84369E+001, 2.52831E+001, 2.52368E+001, 2.52215E+001, 2.52218E+001, 2.52200E+001, 2.51444E+001, 2.51395E+001, 2.51423E+001, 2.51433E+001, 2.51429E+001, 2.51291E+001, 2.51287E+001, 2.51343E+001, 2.51374E+001, 2.51392E+001, 3.19315E+002, 1.67057E+002, 3.63296E-002, 2.06850E-001, 1.35189E+002
 3.80004E+001, 2.52203E+001, 2.55375E+001, 4.50722E+001, 2.74859E+001, 2.50582E+001, 2.55408E+001, 2.58774E+001, 4.70395E+001, 4.34473E+001, 4.24113E+001, 4.34767E+001, 4.55780E+001, 2.30248E+002, 1.89417E+002, 1.48305E+002, 1.24948E+002, 1.03491E+002, 2.98627E+001, 2.93238E+001, 2.91884E+001, 2.88025E+001, 2.83614E+001, 2.52825E+001, 2.52356E+001, 2.52203E+001, 2.52202E+001, 2.52185E+001, 2.51458E+001, 2.51404E+001, 2.51433E+001, 2.51448E+001, 2.51453E+001, 2.51303E+001, 2.51296E+001, 2.51353E+001, 2.51390E+001, 2.51416E+001, 3.19319E+002, 1.66917E+002, 3.63286E-002, 2.06849E-001, 1.37916E+002
 3.90003E+001, 2.52189E+001, 2.55679E+001, 4.46686E+001, 2.74283E+001, 2.50593E+001, 2.54220E+001, 2.58165E+001, 4.73333E+001, 4.36706E+001, 4.26326E+001, 4.37073E+001, 4.56515E+001, 2.30516E+002, 1.89656E+002, 1.48479E+002, 1.25058E+002, 1.03564E+002, 2.98033E+001, 2.92733E+001, 2.91382E+001, 2.87200E+001, 2.82976E+001, 2.52818E+001, 2.52343E+001, 2.52189E+001, 2.52183E+001, 2.52171E+001, 2.51469E+001, 2.51411E+001, 2.51442E+001, 2.51461E+001, 2.51476E+001, 2.51314E+001, 2.51303E+001, 2.51361E+001, 2.51403E+001, 2.51440E+001, 3.19351E+002, 1.66796E+002, 3.63289E-002, 2.06847E-001, 1.40534E+002
 4.00002E+001, 2.52175E+001, 2.56177E+001, 4.40764E+001, 2.73091E+001, 2.50563E+001, 2.53216E+001, 2.58019E+001, 4.75928E+001, 4.38730E+001, 4.28533E+001, 4.39008E+001, 4.58192E+001, 2.30772E+002, 1.89890E+002, 1.48650E+002, 1.25110E+002, 1.03534E+002, 2.97523E+001, 2.92306E+001, 2.90943E+001, 2.86458E+001, 2.82490E+001, 2.52812E+001, 2.52332E+001, 2.52175E+001, 2.52165E+001, 2.52162E+001, 2.51480E+001, 2.51417E+001, 2.51448E+001, 2.51473E+001, 2.51499E+001, 2.51323E+001, 2.51309E+001, 2.51368E+001, 2.51414E+001, 2.51463E+001, 3.19351E+002, 1.66686E+002, 3.63294E-002, 2.06842E-001, 1.43059E+002
 4.10000E+001, 2.52164E+001, 2.56686E+001, 4.32845E+001, 2.71318E+001, 2.50505E+001, 2.52440E+001, 2.58784E+001, 4.78072E+001, 4.40358E+001, 4.30493E+001, 4.40629E+001, 4.60084E+001, 2.30904E+002, 1.90032E+002, 1.48762E+002, 1.25260E+002, 1.03525E+002, 2.97190E+001, 2.92010E+001, 2.90606E+001, 2.85841E+001, 2.82082E+001, 2.52811E+001, 2.52324E+001, 2.52164E+001, 2.52150E+001, 2.52157E+001, 2.51490E+001, 2.51423E+001, 2.51454E+001, 2.51483E+001, 2.51522E+001, 2.51332E+001, 2.51314E+001, 2.51374E+001, 2.51424E+001, 2.51486E+001, 3.19369E+002, 1.66597E+002, 3.63282E-002, 2.06830E-001, 1.45559E+002
 4.20015E+001, 2.52157E+001, 2.56985E+001, 4.27432E+001, 2.69261E+001, 2.50450E+001, 2.51907E+001, 2.59465E+001, 4.79998E+001, 4.41656E+001, 4.31909E+001, 4.41822E+001, 4.61308E+001, 2.30879E+002, 1.90051E+002, 1.48791E+002, 1.25148E+002, 1.03374E+002, 2.97046E+001, 2.91853E+001, 2.90399E+001, 2.85383E+001, 2.81705E+001, 2.52817E+001, 2.52321E+001, 2.52157E+001, 2.52140E+001, 2.52158E+001, 2.51500E+001, 2.51428E+001, 2.51459E+001, 2.51492E+001, 2.51545E+001, 2.51341E+001, 2.51319E+001, 2.51379E+001, 2.51434E+001, 2.51509E+001, 3.19388E+002, 1.66557E+002, 3.63303E-002, 2.06800E-001, 1.48049E+002
 4.30014E+001, 2.52158E+001, 2.57072E+001, 4.27550E+001, 2.67652E+001, 2.50408E+001, 2.51570E+001, 2.59367E+001, 4.81557E+001, 4.42551E+001, 4.32736E+001, 4.42516E+001, 4.61945E+001, 2.30786E+002, 1.90020E+002, 1.48780E+002, 1.25188E+002, 1.03326E+002, 2.97188E+001, 2.91906E+001, 2.90386E+001, 2.85244E+001, 2.81541E+001, 2.52833E+001, 2.52328E+001, 2.52158E+001, 2.52140E+001, 2.52171E+001, 2.51511E+001, 2.51433E+001, 2.51464E+001, 2.51501E+001, 2.51569E+001, 2.51351E+001, 2.51324E+001, 2.51384E+001, 2.51443E+001, 2.51534E+001, 3.19371E+002, 1.66586E+002, 3.63288E-002, 2.06736E-001, 1.50490E+002
 4.40012E+001, 2.52173E+001, 2.57255E+001, 4.27443E+001, 2.66873E+001, 2.50377E+001, 2.51374E+001, 2.58762E+001, 4.82667E+001, 4.43034E+001, 4.32942E+001, 4.42615E+001, 4.62124E+001, 2.30625E+002, 1.89919E+002, 1.48734E+002, 1.25110E+002, 1.03342E+002, 2.97685E+001, 2.92234E+001, 2.90638E+001, 2.85489E+001, 2.81640E+001, 2.52866E+001, 2.52349E+001, 2.52173E+001, 2.52157E+001, 2.52202E+001, 2.51525E+001, 2.51440E+001, 2.51470E+001, 2.51511E+001, 2.51596E+001, 2.51364E+001, 2.51331E+001, 2.51391E+001, 2.51453E+001, 2.51562E+001, 3.19412E+002, 1.66699E+002, 3.63315E-002, 2.06659E-001, 1.52850E+002
 4.50011E+001, 2.52208E+001, 2.57732E+001, 4.26464E+001, 2.66660E+001, 2.50352E+001, 2.51305E+001, 2.57888E+001, 4.83464E+001, 4.43088E+001, 4.32704E+001, 4.41996E+001, 4.61364E+001, 2.30330E+002, 1.89729E+002, 1.48638E+002, 1.25103E+002, 1.03361E+002, 2.98690E+001, 2.92893E+001, 2.91212E+001, 2.86217E+001, 2.81964E+001, 2.52921E+001, 2.52392E+001, 2.52208E+001, 2.52197E+001, 2.52252E+001, 2.51543E+001, 2.51451E+001, 2.51480E+001, 2.51523E+001, 2.51631E+001, 2.51380E+001, 2.51343E+001, 2.51401E+001, 2.51467E+001, 2.51601E+001, 3.19431E+002, 1.66874E+002, 3.63297E-002, 2.06617E-001, 1.55114E+002
 4.60010E+001, 2.52270E+001, 2.58495E+001, 4.33856E+001, 2.65521E+001, 2.50332E+001, 2.51409E+001, 2.57540E+001, 4.83892E+001, 4.42605E+001, 4.31861E+001, 4.40402E+001, 4.59509E+001, 2.29777E+002, 1.89327E+002, 1.48422E+002, 1.25006E+002, 1.03483E+002, 3.00401E+001, 2.94112E+001, 2.92205E+001, 2.87578E+001, 2.82747E+001, 2.53011E+001, 2.52466E+001, 2.52270E+001, 2.52271E+001, 2.52342E+001, 2.51568E+001, 2.51469E+001, 2.51496E+001, 2.51543E+001, 2.51688E+001, 2.51404E+001, 2.51360E+001, 2.51418E+001, 2.51488E+001, 2.51664E+001, 3.19400E+002, 1.67134E+002, 3.63322E-002, 2.06623E-001, 1.57237E+002
 4.70008E+001, 2.52377E+001, 2.59511E+001, 4.48235E+001, 2.65253E+001, 2.50316E+001, 2.51716E+001, 2.57488E+001, 4.84023E+001, 4.41545E+001, 4.29824E+001, 4.37640E+001, 4.57014E+001, 2.28799E+002, 1.88513E+002, 1.47946E+002, 1.24658E+002, 1.03342E+002, 3.03646E+001, 2.96324E+001, 2.93955E+001, 2.89945E+001, 2.84378E+001, 2.53163E+001, 2.52595E+001, 2.52377E+001, 2.52406E+001, 2.52522E+001, 2.51603E+001, 2.51495E+001, 2.51522E+001, 2.51573E+001, 2.51793E+001, 2.51439E+001, 2.51388E+001, 2.51445E+001, 2.51522E+001, 2.51787E+001, 3.19320E+002, 1.67518E+002, 3.63353E-002, 2.06631E-001, 1.59125E+002
 4.80007E+001, 2.52542E+001, 2.60855E+001, 4.54258E+001, 2.66739E+001, 2.50303E+001, 2.52182E+001, 2.57571E+001, 4.83391E+001, 4.39937E+001, 4.26559E+001, 4.34130E+001, 4.54654E+001, 2.27631E+002, 1.87425E+002, 1.47222E+002, 1.24261E+002, 1.02861E+002, 3.08366E+001, 2.99765E+001, 2.96361E+001, 2.93406E+001, 2.88715E+001, 2.53389E+001, 2.52798E+001, 2.52542E+001, 2.52625E+001, 2.52889E+001, 2.51652E+001, 2.51535E+001, 2.51561E+001, 2.51622E+001, 2.52001E+001, 2.51487E+001, 2.51427E+001, 2.51485E+001, 2.51576E+001, 2.52043E+001, 3.19214E+002, 1.67910E+002, 3.63346E-002, 2.06594E-001, 1.60823E+002
 4.90006E+001, 2.52765E+001, 2.62000E+001, 4.50812E+001, 2.71328E+001, 2.50293E+001, 2.52868E+001, 2.57730E+001, 4.80320E+001, 4.36645E+001, 4.22074E+001, 4.28238E+001, 4.50654E+001, 2.26332E+002, 1.86146E+002, 1.46309E+002, 1.23665E+002, 1.02275E+002, 3.14359E+001, 3.04331E+001, 2.99144E+001, 2.97791E+001, 2.99069E+001, 2.53674E+001, 2.53065E+001, 2.52765E+001, 2.52883E+001, 2.53546E+001, 2.51717E+001, 2.51587E+001, 2.51615E+001, 2.51701E+001, 2.52414E+001, 2.51550E+001, 2.51478E+001, 2.51538E+001, 2.51659E+001, 2.52529E+001, 3.19048E+002, 1.68259E+002, 3.63396E-002, 2.06534E-001, 1.62413E+002
 5.00004E+001, 2.53051E+001, 2.62609E+001, 4.50803E+001, 2.74816E+001, 2.50286E+001, 2.53614E+001, 2.57112E+001, 4.76250E+001, 4.32773E+001, 4.17595E+001, 4.22058E+001, 4.47664E+001, 2.25128E+002, 1.84946E+002, 1.45410E+002, 1.23225E+002, 1.02411E+002, 3.21753E+001, 3.09480E+001, 3.02196E+001, 3.01522E+001, 3.09890E+001, 2.54001E+001, 2.53368E+001, 2.53051E+001, 2.53201E+001, 2.54597E+001, 2.51796E+001, 2.51650E+001, 2.51681E+001, 2.51821E+001, 2.53050E+001, 2.51623E+001, 2.51538E+001, 2.51600E+001, 2.51778E+001, 2.53162E+001, 3.18849E+002, 1.68746E+002, 3.63334E-002, 2.06478E-001, 1.63912E+002
 5.10003E+001, 2.53359E+001, 2.62816E+001, 4.42872E+001, 2.73807E+001, 2.50279E+001, 2.53964E+001, 2.55447E+001, 4.71378E+001, 4.28697E+001, 4.13408E+001, 4.17895E+001, 4.36174E+001, 2.24510E+002, 1.84204E+002, 1.44796E+002, 1.22909E+002, 1.02596E+002, 3.28066E+001, 3.14315E+001, 3.05566E+001, 3.05953E+001, 3.20271E+001, 2.54293E+001, 2.53632E+001, 2.53359E+001, 2.53720E+001, 2.55982E+001, 2.51881E+001, 2.51719E+001, 2.51755E+001, 2.51974E+001, 2.53633E+001, 2.51701E+001, 2.51601E+001, 2.51666E+001, 2.51916E+001, 2.53615E+001, 3.18700E+002, 1.69585E+002, 3.63337E-002, 2.06422E-001, 1.65425E+002
 5.20002E+001, 2.53579E+001, 2.62971E+001, 4.33414E+001, 2.70616E+001, 2.50271E+001, 2.53742E+001, 2.55072E+001, 4.69355E+001, 4.27505E+001, 4.12705E+001, 4.16576E+001, 4.32841E+001, 2.24462E+002, 1.84154E+002, 1.44771E+002, 1.23004E+002, 1.02875E+002, 3.31005E+001, 3.16665E+001, 3.07077E+001, 3.07106E+001, 3.22992E+001, 2.54477E+001, 2.53791E+001, 2.53579E+001, 2.54168E+001, 2.56793E+001, 2.51960E+001, 2.51785E+001, 2.51828E+001, 2.52121E+001, 2.53903E+001, 2.51771E+001, 2.51660E+001, 2.51727E+001, 2.52033E+001, 2.53760E+001, 3.19341E+002, 1.69638E+002, 3.63348E-002, 2.06360E-001, 1.66798E+002
 5.30000E+001, 2.53628E+001, 2.63599E+001, 4.35980E+001, 2.70005E+001, 2.50261E+001, 2.53273E+001, 2.55299E+001, 4.71186E+001, 4.29133E+001, 4.15143E+001, 4.19874E+001, 4.32209E+001, 2.24651E+002, 1.84531E+002, 1.45146E+002, 1.23148E+002, 1.03039E+002, 3.29566E+001, 3.15338E+001, 3.05823E+001, 3.06014E+001, 3.19950E+001, 2.54506E+001, 2.53811E+001, 2.53628E+001, 2.54303E+001, 2.56829E+001, 2.52019E+001, 2.51840E+001, 2.51887E+001, 2.52227E+001, 2.53930E+001, 2.51821E+001, 2.51706E+001, 2.51774E+001, 2.52112E+001, 2.53733E+001, 3.20013E+002, 1.68974E+002, 3.63367E-002, 2.06295E-001, 1.67814E+002
 5.40015E+001, 2.53567E+001, 2.63716E+001, 4.36370E+001, 2.69422E+001, 2.50251E+001, 2.53215E+001, 2.55977E+001, 4.74522E+001, 4.25514E+001, 4.16270E+001, 4.22604E+001, 4.41775E+001, 2.24957E+002, 1.85065E+002, 1.45635E+002, 1.23449E+002, 1.03203E+002, 3.25400E+001, 3.12014E+001, 3.03466E+001, 3.03121E+001, 3.15577E+001, 2.54416E+001, 2.53735E+001, 2.53567E+001, 2.54208E+001, 2.56493E+001, 2.52053E+001, 2.51878E+001, 2.51929E+001, 2.52290E+001, 2.53866E+001, 2.51847E+001, 2.51738E+001, 2.51808E+001, 2.52160E+001, 2.53670E+001, 3.20483E+002, 1.67887E+002, 3.63384E-002, 2.06236E-001, 1.68578E+002
 5.50014E+001, 2.53474E+001, 2.62596E+001, 4.42804E+001, 2.67387E+001, 2.50241E+001, 2.53431E+001, 2.57750E+001, 4.78003E+001, 4.28258E+001, 4.19904E+001, 4.27300E+001, 4.44936E+001, 2.25431E+002, 1.85787E+002, 1.46301E+002, 1.23809E+002, 1.03114E+002, 3.20083E+001, 3.08592E+001, 3.01452E+001, 3.00679E+001, 3.10906E+001, 2.54260E+001, 2.53623E+001, 2.53474E+001, 2.54058E+001, 2.56121E+001, 2.52061E+001, 2.51899E+001, 2.51959E+001, 2.52330E+001, 2.53821E+001, 2.51851E+001, 2.51754E+001, 2.51832E+001, 2.52193E+001, 2.53643E+001, 3.20741E+002, 1.66686E+002, 3.63385E-002, 2.06181E-001, 1.69236E+002
 5.60012E+001, 2.53400E+001, 2.61684E+001, 4.51150E+001, 2.70840E+001, 2.50233E+001, 2.52763E+001, 2.58785E+001, 4.78173E+001, 4.29963E+001, 4.22925E+001, 4.29491E+001, 4.50535E+001, 2.26326E+002, 1.86758E+002, 1.47098E+002, 1.24288E+002, 1.03106E+002, 3.14964E+001, 3.05757E+001, 3.00111E+001, 2.98492E+001, 3.06324E+001, 2.54087E+001, 2.53515E+001, 2.53400E+001, 2.53942E+001, 2.55860E+001, 2.52051E+001, 2.51908E+001, 2.51983E+001, 2.52369E+001, 2.53841E+001, 2.51838E+001, 2.51760E+001, 2.51854E+001, 2.52231E+001, 2.53674E+001, 3.20800E+002, 1.65966E+002, 3.63360E-002, 2.06130E-001, 1.69903E+002
 5.70011E+001, 2.53368E+001, 2.61574E+001, 4.47665E+001, 2.74021E+001, 2.50226E+001, 2.51767E+001, 2.58034E+001, 4.77383E+001, 4.29911E+001, 4.24519E+001, 4.32713E+001, 4.58717E+001, 2.27307E+002, 1.87631E+002, 1.47683E+002, 1.24617E+002, 1.03203E+002, 3.11480E+001, 3.03598E+001, 2.99163E+001, 2.97414E+001, 3.04472E+001, 2.53952E+001, 2.53436E+001, 2.53368E+001, 2.53901E+001, 2.55740E+001, 2.52032E+001, 2.51911E+001, 2.52012E+001, 2.52423E+001, 2.53908E+001, 2.51821E+001, 2.51761E+001, 2.51881E+001, 2.52285E+001, 2.53742E+001, 3.20790E+002, 1.65701E+002, 3.63374E-002, 2.06083E-001, 1.70621E+002
 5.80010E+001, 2.53378E+001, 2.61851E+001, 4.52139E+001, 2.74884E+001, 2.50221E+001, 2.51242E+001, 2.57639E+001, 4.75406E+001, 4.29214E+001, 4.24834E+001, 4.34232E+001, 4.58570E+001, 2.28148E+002, 1.88302E+002, 1.48076E+002, 1.24832E+002, 1.03203E+002, 3.08892E+001, 3.01799E+001, 2.98522E+001, 2.97012E+001, 3.02929E+001, 2.53849E+001, 2.53380E+001, 2.53378E+001, 2.53947E+001, 2.55702E+001, 2.52015E+001, 2.51915E+001, 2.52051E+001, 2.52498E+001, 2.53980E+001, 2.51805E+001, 2.51765E+001, 2.51917E+001, 2.52358E+001, 2.53809E+001, 3.20852E+002, 1.65420E+002, 3.63368E-002, 2.06040E-001, 1.71382E+002
 5.90008E+001, 2.53415E+001, 2.62055E+001, 4.56089E+001, 2.74457E+001, 2.50219E+001, 2.51233E+001, 2.58247E+001, 4.75257E+001, 4.30279E+001, 4.26383E+001, 4.35723E+001, 4.59510E+001, 2.28927E+002, 1.88957E+002, 1.48478E+002, 1.25020E+002, 1.03234E+002, 3.06257E+001, 2.99976E+001, 2.97945E+001, 2.96540E+001, 3.01025E+001, 2.53758E+001, 2.53336E+001, 2.53415E+001, 2.54038E+001, 2.55687E+001, 2.52004E+001, 2.51926E+001, 2.52105E+001, 2.52588E+001, 2.54021E+001, 2.51797E+001, 2.51775E+001, 2.51967E+001, 2.52443E+001, 2.53845E+001, 3.20939E+002, 1.65050E+002, 3.63367E-002, 2.05997E-001, 1.72224E+002
 6.00007E+001, 2.53461E+001, 2.62078E+001, 4.56152E+001, 2.75384E+001, 2.50219E+001, 2.51655E+001, 2.56615E+001, 4.78728E+001, 4.33030E+001, 4.29517E+001, 4.39480E+001, 4.63815E+001, 2.29643E+002, 1.89607E+002, 1.48864E+002, 1.25206E+002, 1.03159E+002, 3.03433E+001, 2.97988E+001, 2.97121E+001, 2.95873E+001, 2.98875E+001, 2.53672E+001, 2.53295E+001, 2.53461E+001, 2.54132E+001, 2.55663E+001, 2.52001E+001, 2.51945E+001, 2.52171E+001, 2.52683E+001, 2.54018E+001, 2.51796E+001, 2.51794E+001, 2.52026E+001, 2.52529E+001, 2.53835E+001, 3.21038E+002, 1.64508E+002, 3.63371E-002, 2.05956E-001, 1.73123E+002
 6.10006E+001, 2.53503E+001, 2.61992E+001, 4.54064E+001, 2.74845E+001, 2.50217E+001, 2.51752E+001, 2.56953E+001, 4.84532E+001, 4.36225E+001, 4.33080E+001, 4.45363E+001, 4.69309E+001, 2.30472E+002, 1.90337E+002, 1.49279E+002, 1.25430E+002, 1.02935E+002, 3.00402E+001, 2.95853E+001, 2.95819E+001, 2.94796E+001, 2.96445E+001, 2.53580E+001, 2.53253E+001, 2.53503E+001, 2.54195E+001, 2.55589E+001, 2.52004E+001, 2.51975E+001, 2.52246E+001, 2.52770E+001, 2.53982E+001, 2.51800E+001, 2.51821E+001, 2.52094E+001, 2.52606E+001, 2.53793E+001, 3.20951E+002, 1.63654E+002, 3.63368E-002, 2.05925E-001, 1.73980E+002
 6.20004E+001, 2.53531E+001, 2.61775E+001, 4.57097E+001, 2.73903E+001, 2.50212E+001, 2.51934E+001, 2.59396E+001, 4.91308E+001, 4.41741E+001, 4.37827E+001, 4.52554E+001, 4.75194E+001, 2.31320E+002, 1.91025E+002, 1.49650E+002, 1.25496E+002, 1.02589E+002, 2.97352E+001, 2.93561E+001, 2.94144E+001, 2.93212E+001, 2.93855E+001, 2.53486E+001, 2.53205E+001, 2.53531E+001, 2.54219E+001, 2.55466E+001, 2.52010E+001, 2.52011E+001, 2.52327E+001, 2.52848E+001, 2.53933E+001, 2.51807E+001, 2.51853E+001, 2.52166E+001, 2.52677E+001, 2.53742E+001, 3.20988E+002, 1.62743E+002, 3.63346E-002, 2.05907E-001, 1.74739E+002
 6.30003E+001, 2.53557E+001, 2.61534E+001, 4.65981E+001, 2.74654E+001, 2.50207E+001, 2.51761E+001, 2.55510E+001, 4.97859E+001, 4.46802E+001, 4.43300E+001, 4.58373E+001, 4.81253E+001, 2.32381E+002, 1.91846E+002, 1.50108E+002, 1.25506E+002, 1.02378E+002, 2.95767E+001, 2.91492E+001, 2.92570E+001, 2.91508E+001, 2.91933E+001, 2.53413E+001, 2.53162E+001, 2.53557E+001, 2.54228E+001, 2.55411E+001, 2.52020E+001, 2.52055E+001, 2.52411E+001, 2.52918E+001, 2.53890E+001, 2.51817E+001, 2.51893E+001, 2.52243E+001, 2.52742E+001, 2.53703E+001, 3.20864E+002, 1.61801E+002, 3.63313E-002, 2.05892E-001, 1.75428E+002
 6.40002E+001, 2.53606E+001, 2.61587E+001, 4.62286E+001, 2.76200E+001, 2.50202E+001, 2.51420E+001, 2.55298E+001, 5.03906E+001, 4.51892E+001, 4.48854E+001, 4.62994E+001, 4.84236E+001, 2.33487E+002, 1.92761E+002, 1.50683E+002, 1.25800E+002, 1.02762E+002, 3.00327E+001, 2.90400E+001, 2.91474E+001, 2.90338E+001, 2.90601E+001, 2.53412E+001, 2.53152E+001, 2.53606E+001, 2.54261E+001, 2.55469E+001, 2.52034E+001, 2.52108E+001, 2.52497E+001, 2.52984E+001, 2.53868E+001, 2.51829E+001, 2.51939E+001, 2.52322E+001, 2.52805E+001, 2.53689E+001, 3.20751E+002, 1.60982E+002, 3.63303E-002, 2.05872E-001, 1.76129E+002
 6.50000E+001, 2.53646E+001, 2.62044E+001, 4.49464E+001, 2.76825E+001, 2.50200E+001, 2.52033E+001, 2.55209E+001, 5.10283E+001, 4.57713E+001, 4.54266E+001, 4.69138E+001, 4.89549E+001, 2.34634E+002, 1.93655E+002, 1.51176E+002, 1.26013E+002, 1.02887E+002, 2.98283E+001, 2.89079E+001, 2.90053E+001, 2.88506E+001, 2.88805E+001, 2.53373E+001, 2.53145E+001, 2.53646E+001, 2.54277E+001, 2.55497E+001, 2.52052E+001, 2.52166E+001, 2.52583E+001, 2.53047E+001, 2.53878E+001, 2.51846E+001, 2.51991E+001, 2.52401E+001, 2.52865E+001, 2.53706E+001, 3.20483E+002, 1.59830E+002, 3.63298E-002, 2.05849E-001, 1.76806E+002
