s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW,mol/mol,Pa,m,C,C,m,C,C,m,C,C
Time,T1,T2,T3,T5,T9,T10,T11,rk_x075_z020,rk_x075_z035,rk_x075_z050,rk_x075_z070,rk_x075_z100,rk_x090_z020,rk_x090_z035,rk_x090_z050,rk_x090_z070,rk_x090_z100,rk_x105_z020,rk_x105_z035,rk_x105_z050,rk_x105_z070,rk_x105_z100,rk_x120_z020,rk_x120_z035,rk_x120_z050,rk_x120_z070,rk_x120_z100,rk_x135_z020,rk_x135_z035,rk_x135_z050,rk_x135_z070,rk_x135_z100,rk_x150_z020,rk_x150_z035,rk_x150_z050,rk_x150_z070,rk_x150_z100,Tmax_core,Tmax_T1cell,HRR,O2_room,p_box,zint_fire,Tupp_fire,Tlow_fire,zint_mid,Tupp_mid,Tlow_mid,zint_door,Tupp_door,Tlow_door
 2.50001E+002, 2.57766E+001, 2.77396E+001, 4.10651E+001, 3.03853E+001, 2.50212E+001, 2.55562E+001, 2.64770E+001, 7.62309E+001, 5.73526E+001, 5.40962E+001, 5.59733E+001, 5.96014E+001, 1.88782E+002, 1.44191E+002, 1.09209E+002, 8.61325E+001, 6.60133E+001, 3.48252E+001, 2.96679E+001, 2.91486E+001, 2.91991E+001, 3.06254E+001, 2.55805E+001, 2.56627E+001, 2.57766E+001, 2.58826E+001, 2.61402E+001, 2.55041E+001, 2.56137E+001, 2.57364E+001, 2.58325E+001, 2.60768E+001, 2.54583E+001, 2.55934E+001, 2.57095E+001, 2.58037E+001, 2.60548E+001, 3.20923E+002, 1.81876E+002, 3.78995E-002, 2.02459E-001, 3.40837E+002, 2.30000E-001, 2.62310E+001, 2.62310E+001, 1.18097E-001, 2.88013E+001, 2.51271E+001, 7.79489E-002, 2.70709E+001, 2.50281E+001
 2.51002E+002, 2.57788E+001, 2.75786E+001, 4.06139E+001, 2.99412E+001, 2.50211E+001, 2.56153E+001, 2.65880E+001, 7.61212E+001, 5.85481E+001, 5.57395E+001, 5.64158E+001, 5.90335E+001, 1.89225E+002, 1.46466E+002, 1.10521E+002, 8.91820E+001, 6.62288E+001, 3.47866E+001, 2.90034E+001, 2.94678E+001, 2.92709E+001, 2.95768E+001, 2.55866E+001, 2.56680E+001, 2.57788E+001, 2.58746E+001, 2.61305E+001, 2.55082E+001, 2.56180E+001, 2.57363E+001, 2.58312E+001, 2.60888E+001, 2.54609E+001, 2.55953E+001, 2.57086E+001, 2.58034E+001, 2.60670E+001, 3.21081E+002, 1.83331E+002, 3.79036E-002, 2.02427E-001, 3.41186E+002, 2.30000E-001, 2.62328E+001, 2.62328E+001, 1.17062E-001, 2.86981E+001, 2.51278E+001, 8.35964E-002, 2.74189E+001, 2.50284E+001
 2.52001E+002, 2.57762E+001, 2.76306E+001, 4.05984E+001, 3.00510E+001, 2.50210E+001, 2.64429E+001, 2.68888E+001, 7.61080E+001, 5.72478E+001, 5.41291E+001, 5.67738E+001, 6.01188E+001, 1.88451E+002, 1.45969E+002, 1.09865E+002, 8.82672E+001, 6.63524E+001, 3.46741E+001, 2.90617E+001, 2.88374E+001, 2.95845E+001, 2.91356E+001, 2.55883E+001, 2.56681E+001, 2.57762E+001, 2.58725E+001, 2.61261E+001, 2.55096E+001, 2.56183E+001, 2.57344E+001, 2.58309E+001, 2.60897E+001, 2.54598E+001, 2.55920E+001, 2.57057E+001, 2.58035E+001, 2.60663E+001, 3.21535E+002, 1.82565E+002, 3.79044E-002, 2.02423E-001, 3.41601E+002, 2.30000E-001, 2.62358E+001, 2.62358E+001, 1.18214E-001, 2.86978E+001, 2.51286E+001, 8.12700E-002, 2.75797E+001, 2.50282E+001
 2.53001E+002, 2.57695E+001, 2.76823E+001, 4.08581E+001, 3.04332E+001, 2.50208E+001, 2.66045E+001, 2.66596E+001, 7.61620E+001, 5.77880E+001, 5.41975E+001, 5.49653E+001, 5.82558E+001, 1.88972E+002, 1.45415E+002, 1.11451E+002, 8.91226E+001, 6.81501E+001, 3.45199E+001, 2.92519E+001, 2.87719E+001, 2.90623E+001, 2.93317E+001, 2.55848E+001, 2.56638E+001, 2.57695E+001, 2.58711E+001, 2.61135E+001, 2.55059E+001, 2.56130E+001, 2.57300E+001, 2.58287E+001, 2.60788E+001, 2.54552E+001, 2.55850E+001, 2.57010E+001, 2.58008E+001, 2.60522E+001, 3.21364E+002, 1.81786E+002, 3.78988E-002, 2.02419E-001, 3.42003E+002, 2.30000E-001, 2.62353E+001, 2.62353E+001, 1.20371E-001, 2.87935E+001, 2.51293E+001, 7.50776E-002, 2.73983E+001, 2.50278E+001
 2.54002E+002, 2.57637E+001, 2.76301E+001, 4.14273E+001, 3.03130E+001, 2.50205E+001, 2.62115E+001, 2.64552E+001, 7.65889E+001, 5.83678E+001, 5.53663E+001, 5.64674E+001, 5.83380E+001, 1.89868E+002, 1.46063E+002, 1.09874E+002, 8.90129E+001, 6.74741E+001, 3.42018E+001, 2.89157E+001, 2.90728E+001, 2.88937E+001, 2.99250E+001, 2.55775E+001, 2.56557E+001, 2.57637E+001, 2.58618E+001, 2.61125E+001, 2.55003E+001, 2.56053E+001, 2.57246E+001, 2.58243E+001, 2.60746E+001, 2.54492E+001, 2.55777E+001, 2.56966E+001, 2.57976E+001, 2.60529E+001, 3.21333E+002, 1.82885E+002, 3.79009E-002, 2.02351E-001, 3.42391E+002, 2.30000E-001, 2.62372E+001, 2.62372E+001, 1.19370E-001, 2.87982E+001, 2.51300E+001, 7.32651E-002, 2.75570E+001, 2.50275E+001
 2.55001E+002, 2.57614E+001, 2.75878E+001, 4.14506E+001, 3.03386E+001, 2.50204E+001, 2.57749E+001, 2.66127E+001, 7.58899E+001, 5.75863E+001, 5.54586E+001, 5.76462E+001, 6.02186E+001, 1.88176E+002, 1.45745E+002, 1.08539E+002, 8.73785E+001, 6.65564E+001, 3.41158E+001, 2.90403E+001, 2.89079E+001, 2.93301E+001, 2.97000E+001, 2.55696E+001, 2.56469E+001, 2.57614E+001, 2.58658E+001, 2.61204E+001, 2.54961E+001, 2.55996E+001, 2.57223E+001, 2.58240E+001, 2.60805E+001, 2.54460E+001, 2.55742E+001, 2.56954E+001, 2.57979E+001, 2.60612E+001, 3.21067E+002, 1.82722E+002, 3.79054E-002, 2.02267E-001, 3.42869E+002, 2.30000E-001, 2.62376E+001, 2.62376E+001, 1.17439E-001, 2.88022E+001, 2.51306E+001, 7.36100E-002, 2.76315E+001, 2.50277E+001
 2.56000E+002, 2.57615E+001, 2.76367E+001, 4.11044E+001, 3.03208E+001, 2.50203E+001, 2.56495E+001, 2.70387E+001, 7.60759E+001, 5.75604E+001, 5.42692E+001, 5.60192E+001, 5.96561E+001, 1.89646E+002, 1.44934E+002, 1.10059E+002, 8.73416E+001, 6.69882E+001, 3.39907E+001, 2.95335E+001, 2.91130E+001, 2.91592E+001, 3.03302E+001, 2.55677E+001, 2.56453E+001, 2.57615E+001, 2.58717E+001, 2.61442E+001, 2.54947E+001, 2.55978E+001, 2.57236E+001, 2.58282E+001, 2.60883E+001, 2.54460E+001, 2.55745E+001, 2.56979E+001, 2.58024E+001, 2.60678E+001, 3.20767E+002, 1.81493E+002, 3.78973E-002, 2.02217E-001, 3.43377E+002, 2.30000E-001, 2.62344E+001, 2.62344E+001, 1.16375E-001, 2.88246E+001, 2.51310E+001, 7.22417E-002, 2.72066E+001, 2.50282E+001
 2.57000E+002, 2.57651E+001, 2.76483E+001, 4.07598E+001, 3.04587E+001, 2.50202E+001, 2.54040E+001, 2.76651E+001, 7.52711E+001, 5.81008E+001, 5.63576E+001, 5.77304E+001, 6.01453E+001, 1.89562E+002, 1.44597E+002, 1.08169E+002, 8.73075E+001, 6.61104E+001, 3.38779E+001, 2.91654E+001, 2.97507E+001, 2.93492E+001, 3.02294E+001, 2.55675E+001, 2.56451E+001, 2.57651E+001, 2.58741E+001, 2.61440E+001, 2.54956E+001, 2.55975E+001, 2.57257E+001, 2.58319E+001, 2.60904E+001, 2.54467E+001, 2.55752E+001, 2.57010E+001, 2.58069E+001, 2.60709E+001, 3.20560E+002, 1.83489E+002, 3.79025E-002, 2.02229E-001, 3.43939E+002, 2.30000E-001, 2.62420E+001, 2.62420E+001, 1.17258E-001, 2.88638E+001, 2.51313E+001, 7.66176E-002, 2.71544E+001, 2.50286E+001
 2.58002E+002, 2.57716E+001, 2.76067E+001, 4.03859E+001, 3.00254E+001, 2.50203E+001, 2.52668E+001, 2.74494E+001, 7.49520E+001, 5.67893E+001, 5.41976E+001, 5.70688E+001, 6.13896E+001, 1.89067E+002, 1.45591E+002, 1.08410E+002, 8.67231E+001, 6.50227E+001, 3.40840E+001, 2.92828E+001, 2.92907E+001, 3.03139E+001, 2.95030E+001, 2.55683E+001, 2.56437E+001, 2.57716E+001, 2.58833E+001, 2.61369E+001, 2.54956E+001, 2.55967E+001, 2.57287E+001, 2.58350E+001, 2.60889E+001, 2.54463E+001, 2.55744E+001, 2.57029E+001, 2.58088E+001, 2.60698E+001, 3.20850E+002, 1.81925E+002, 3.79069E-002, 2.02272E-001, 3.44525E+002, 2.30000E-001, 2.62449E+001, 2.62449E+001, 1.16361E-001, 2.87215E+001, 2.51314E+001, 8.27805E-002, 2.72293E+001, 2.50290E+001
 2.59001E+002, 2.57730E+001, 2.76728E+001, 4.02962E+001, 3.00654E+001, 2.50203E+001, 2.52363E+001, 2.71989E+001, 7.55509E+001, 5.78640E+001, 5.59499E+001, 5.67882E+001, 5.89295E+001, 1.89904E+002, 1.43821E+002, 1.07980E+002, 8.68071E+001, 6.71196E+001, 3.38756E+001, 2.92977E+001, 2.95005E+001, 3.01158E+001, 2.96583E+001, 2.55675E+001, 2.56412E+001, 2.57730E+001, 2.58986E+001, 2.61315E+001, 2.54944E+001, 2.55938E+001, 2.57290E+001, 2.58358E+001, 2.60834E+001, 2.54445E+001, 2.55728E+001, 2.57039E+001, 2.58087E+001, 2.60625E+001, 3.20550E+002, 1.81753E+002, 3.78945E-002, 2.02291E-001, 3.45018E+002, 2.30000E-001, 2.62489E+001, 2.62489E+001, 1.17768E-001, 2.87741E+001, 2.51314E+001, 8.35910E-002, 2.75198E+001, 2.50287E+001
 2.60002E+002, 2.57732E+001, 2.78287E+001, 4.06773E+001, 3.01681E+001, 2.50205E+001, 2.57601E+001, 2.67112E+001, 7.53274E+001, 5.75747E+001, 5.58243E+001, 5.86983E+001, 6.18461E+001, 1.89514E+002, 1.45542E+002, 1.07404E+002, 8.55191E+001, 6.56459E+001, 3.41566E+001, 2.91511E+001, 2.92564E+001, 3.00681E+001, 3.04223E+001, 2.55657E+001, 2.56376E+001, 2.57732E+001, 2.59029E+001, 2.61427E+001, 2.54926E+001, 2.55914E+001, 2.57292E+001, 2.58351E+001, 2.60763E+001, 2.54427E+001, 2.55708E+001, 2.57036E+001, 2.58068E+001, 2.60505E+001, 3.22140E+002, 1.83643E+002, 3.79027E-002, 2.02262E-001, 3.45552E+002, 2.30000E-001, 2.62476E+001, 2.62476E+001, 1.18279E-001, 2.88185E+001, 2.51313E+001, 8.38670E-002, 2.75856E+001, 2.50286E+001
 2.61000E+002, 2.57714E+001, 2.78092E+001, 4.04149E+001, 2.97709E+001, 2.50209E+001, 2.61998E+001, 2.65756E+001, 7.59166E+001, 5.78266E+001, 5.53534E+001, 5.75025E+001, 6.07524E+001, 1.88996E+002, 1.44188E+002, 1.08609E+002, 8.57451E+001, 6.59435E+001, 3.40750E+001, 2.97896E+001, 2.93086E+001, 2.98009E+001, 3.11044E+001, 2.55643E+001, 2.56375E+001, 2.57714E+001, 2.58964E+001, 2.61460E+001, 2.54904E+001, 2.55897E+001, 2.57289E+001, 2.58335E+001, 2.60699E+001, 2.54405E+001, 2.55686E+001, 2.57027E+001, 2.58045E+001, 2.60421E+001, 3.23447E+002, 1.81351E+002, 3.79002E-002, 2.02183E-001, 3.46217E+002, 2.30000E-001, 2.62457E+001, 2.62457E+001, 1.16392E-001, 2.87156E+001, 2.51311E+001, 8.04612E-002, 2.73014E+001, 2.50290E+001
 2.62001E+002, 2.57727E+001, 2.77204E+001, 4.08128E+001, 3.06836E+001, 2.50211E+001, 2.61647E+001, 2.63941E+001, 7.57582E+001, 5.86724E+001, 5.61670E+001, 5.76218E+001, 6.09161E+001, 1.89386E+002, 1.44151E+002, 1.07997E+002, 8.66196E+001, 6.50059E+001, 3.42271E+001, 2.91265E+001, 3.00169E+001, 2.96730E+001, 2.98102E+001, 2.55621E+001, 2.56380E+001, 2.57727E+001, 2.58863E+001, 2.61399E+001, 2.54888E+001, 2.55898E+001, 2.57294E+001, 2.58328E+001, 2.60717E+001, 2.54392E+001, 2.55686E+001, 2.57032E+001, 2.58044E+001, 2.60424E+001, 3.22180E+002, 1.82575E+002, 3.78995E-002, 2.02123E-001, 3.46849E+002, 2.30000E-001, 2.62414E+001, 2.62414E+001, 1.18212E-001, 2.88511E+001, 2.51310E+001, 7.34140E-002, 2.74303E+001, 2.50285E+001
 2.63002E+002, 2.57761E+001, 2.77870E+001, 4.07719E+001, 2.99880E+001, 2.50212E+001, 2.62697E+001, 2.65464E+001, 7.56624E+001, 5.71319E+001, 5.52855E+001, 5.81178E+001, 6.14677E+001, 1.86717E+002, 1.43566E+002, 1.06954E+002, 8.60058E+001, 6.46126E+001, 3.40717E+001, 2.90783E+001, 2.92358E+001, 3.01462E+001, 2.92019E+001, 2.55600E+001, 2.56400E+001, 2.57761E+001, 2.58879E+001, 2.61246E+001, 2.54898E+001, 2.55934E+001, 2.57326E+001, 2.58360E+001, 2.60777E+001, 2.54423E+001, 2.55743E+001, 2.57063E+001, 2.58068E+001, 2.60497E+001, 3.22062E+002, 1.81918E+002, 3.79031E-002, 2.02099E-001, 3.47228E+002, 2.30000E-001, 2.62394E+001, 2.62394E+001, 1.17294E-001, 2.87706E+001, 2.51311E+001, 7.03622E-002, 2.74225E+001, 2.50284E+001
 2.64001E+002, 2.57774E+001, 2.77948E+001, 4.09999E+001, 3.00201E+001, 2.50213E+001, 2.61124E+001, 2.70449E+001, 7.68565E+001, 5.79486E+001, 5.49167E+001, 5.62568E+001, 5.96516E+001, 1.87449E+002, 1.42514E+002, 1.08123E+002, 8.60333E+001, 6.65577E+001, 3.43221E+001, 2.92997E+001, 2.89902E+001, 2.94875E+001, 2.90306E+001, 2.55657E+001, 2.56476E+001, 2.57774E+001, 2.58909E+001, 2.61191E+001, 2.54953E+001, 2.56014E+001, 2.57369E+001, 2.58397E+001, 2.60825E+001, 2.54502E+001, 2.55837E+001, 2.57108E+001, 2.58108E+001, 2.60585E+001, 3.22164E+002, 1.81038E+002, 3.78936E-002, 2.02077E-001, 3.47553E+002, 2.30000E-001, 2.62385E+001, 2.62385E+001, 1.16156E-001, 2.87200E+001, 2.51317E+001, 7.35546E-002, 2.72636E+001, 2.50286E+001
 2.65002E+002, 2.57792E+001, 2.75986E+001, 4.09686E+001, 3.03435E+001, 2.50215E+001, 2.57572E+001, 2.73010E+001, 7.66028E+001, 5.81740E+001, 5.53310E+001, 5.69935E+001, 5.88599E+001, 1.88444E+002, 1.44307E+002, 1.08663E+002, 8.78650E+001, 6.65970E+001, 3.43348E+001, 2.89338E+001, 2.89351E+001, 2.89243E+001, 3.03241E+001, 2.55755E+001, 2.56588E+001, 2.57792E+001, 2.58842E+001, 2.61282E+001, 2.55030E+001, 2.56109E+001, 2.57411E+001, 2.58425E+001, 2.60848E+001, 2.54575E+001, 2.55924E+001, 2.57158E+001, 2.58146E+001, 2.60606E+001, 3.22435E+002, 1.81549E+002, 3.78918E-002, 2.02067E-001, 3.47925E+002, 2.30000E-001, 2.62431E+001, 2.62431E+001, 1.16515E-001, 2.87759E+001, 2.51326E+001, 7.89225E-002, 2.72592E+001, 2.50287E+001
 2.66001E+002, 2.57838E+001, 2.74968E+001, 4.17647E+001, 2.99962E+001, 2.50217E+001, 2.52861E+001, 2.69904E+001, 7.64665E+001, 5.82032E+001, 5.50415E+001, 5.71174E+001, 6.01414E+001, 1.88000E+002, 1.44639E+002, 1.08984E+002, 8.75788E+001, 6.58957E+001, 3.40998E+001, 2.88244E+001, 2.88071E+001, 2.90477E+001, 2.93582E+001, 2.55823E+001, 2.56662E+001, 2.57838E+001, 2.58839E+001, 2.61233E+001, 2.55103E+001, 2.56189E+001, 2.57458E+001, 2.58445E+001, 2.60803E+001, 2.54632E+001, 2.55997E+001, 2.57203E+001, 2.58170E+001, 2.60565E+001, 3.22475E+002, 1.81920E+002, 3.78972E-002, 2.02066E-001, 3.48385E+002, 2.30000E-001, 2.62530E+001, 2.62530E+001, 1.17164E-001, 2.87919E+001, 2.51334E+001, 8.22053E-002, 2.73820E+001, 2.50289E+001
 2.67001E+002, 2.57896E+001, 2.74898E+001, 4.13477E+001, 3.04547E+001, 2.50220E+001, 2.51886E+001, 2.75018E+001, 7.63751E+001, 5.80166E+001, 5.46271E+001, 5.60684E+001, 5.99983E+001, 1.87804E+002, 1.45417E+002, 1.09873E+002, 8.79456E+001, 6.64318E+001, 3.43976E+001, 2.91196E+001, 2.88017E+001, 2.92501E+001, 2.89815E+001, 2.55883E+001, 2.56740E+001, 2.57896E+001, 2.58900E+001, 2.61165E+001, 2.55157E+001, 2.56266E+001, 2.57506E+001, 2.58461E+001, 2.60753E+001, 2.54677E+001, 2.56056E+001, 2.57235E+001, 2.58170E+001, 2.60507E+001, 3.22232E+002, 1.81010E+002, 3.78979E-002, 2.02036E-001, 3.48852E+002, 2.30000E-001, 2.62504E+001, 2.62504E+001, 1.18238E-001, 2.88399E+001, 2.51338E+001, 8.33648E-002, 2.74746E+001, 2.50295E+001
 2.68000E+002, 2.57938E+001, 2.74940E+001, 4.08826E+001, 3.06525E+001, 2.50224E+001, 2.53068E+001, 2.73089E+001, 7.63286E+001, 5.83812E+001, 5.47414E+001, 5.58975E+001, 5.87313E+001, 1.88703E+002, 1.45161E+002, 1.11470E+002, 8.96681E+001, 6.79734E+001, 3.38712E+001, 2.91823E+001, 2.89168E+001, 2.90953E+001, 2.91978E+001, 2.55922E+001, 2.56815E+001, 2.57938E+001, 2.58915E+001, 2.61117E+001, 2.55191E+001, 2.56315E+001, 2.57527E+001, 2.58459E+001, 2.60730E+001, 2.54699E+001, 2.56079E+001, 2.57240E+001, 2.58148E+001, 2.60465E+001, 3.22049E+002, 1.80488E+002, 3.78895E-002, 2.01993E-001, 3.49323E+002, 2.30000E-001, 2.62516E+001, 2.62516E+001, 1.18687E-001, 2.88252E+001, 2.51339E+001, 7.93113E-002, 2.73930E+001, 2.50304E+001
 2.69001E+002, 2.57962E+001, 2.75727E+001, 4.05275E+001, 3.08823E+001, 2.50228E+001, 2.55428E+001, 2.74742E+001, 7.62688E+001, 5.84932E+001, 5.58427E+001, 5.73052E+001, 5.89672E+001, 1.88088E+002, 1.43370E+002, 1.07422E+002, 8.71606E+001, 6.68336E+001, 3.39510E+001, 2.89547E+001, 2.92557E+001, 2.94283E+001, 2.95521E+001, 2.55895E+001, 2.56805E+001, 2.57962E+001, 2.58949E+001, 2.61171E+001, 2.55206E+001, 2.56323E+001, 2.57521E+001, 2.58441E+001, 2.60705E+001, 2.54707E+001, 2.56067E+001, 2.57221E+001, 2.58120E+001, 2.60441E+001, 3.21893E+002, 1.81419E+002, 3.78897E-002, 2.01951E-001, 3.49846E+002, 2.30000E-001, 2.62561E+001, 2.62561E+001, 1.20428E-001, 2.89082E+001, 2.51339E+001, 8.29017E-002, 2.78404E+001, 2.50302E+001
 2.70002E+002, 2.57927E+001, 2.76819E+001, 4.07509E+001, 3.05984E+001, 2.50232E+001, 2.57832E+001, 2.75092E+001, 7.51068E+001, 5.73477E+001, 5.45970E+001, 5.69543E+001, 6.07087E+001, 1.88637E+002, 1.46440E+002, 1.09807E+002, 8.79551E+001, 6.74454E+001, 3.44458E+001, 2.91030E+001, 2.89335E+001, 2.92743E+001, 3.03324E+001, 2.55929E+001, 2.56801E+001, 2.57927E+001, 2.58947E+001, 2.61263E+001, 2.55202E+001, 2.56316E+001, 2.57510E+001, 2.58426E+001, 2.60729E+001, 2.54707E+001, 2.56048E+001, 2.57197E+001, 2.58097E+001, 2.60472E+001, 3.21840E+002, 1.82462E+002, 3.79077E-002, 2.01888E-001, 3.50328E+002, 2.30000E-001, 2.62505E+001, 2.62505E+001, 1.17926E-001, 2.88318E+001, 2.51340E+001, 7.96812E-002, 2.77790E+001, 2.50298E+001
 2.71001E+002, 2.57910E+001, 2.76226E+001, 4.04815E+001, 3.06923E+001, 2.50236E+001, 2.59988E+001, 2.73985E+001, 7.56764E+001, 5.76985E+001, 5.48867E+001, 5.64427E+001, 6.01688E+001, 1.87453E+002, 1.43014E+002, 1.08350E+002, 8.61896E+001, 6.72036E+001, 3.35484E+001, 2.93850E+001, 2.88982E+001, 2.91843E+001, 2.97906E+001, 2.55903E+001, 2.56790E+001, 2.57910E+001, 2.58927E+001, 2.61254E+001, 2.55202E+001, 2.56299E+001, 2.57484E+001, 2.58414E+001, 2.60781E+001, 2.54705E+001, 2.56032E+001, 2.57179E+001, 2.58086E+001, 2.60531E+001, 3.21747E+002, 1.80708E+002, 3.79016E-002, 2.01848E-001, 3.50721E+002, 2.30000E-001, 2.62575E+001, 2.62575E+001, 1.16949E-001, 2.88823E+001, 2.51342E+001, 7.22837E-002, 2.74610E+001, 2.50297E+001
 2.72000E+002, 2.57943E+001, 2.79839E+001, 4.09399E+001, 3.01555E+001, 2.50238E+001, 2.58627E+001, 2.77075E+001, 7.51447E+001, 5.79679E+001, 5.49476E+001, 5.64072E+001, 5.97271E+001, 1.88661E+002, 1.42291E+002, 1.05943E+002, 8.50634E+001, 6.35897E+001, 3.45722E+001, 2.91959E+001, 2.98689E+001, 2.93882E+001, 2.99291E+001, 2.55891E+001, 2.56782E+001, 2.57943E+001, 2.59012E+001, 2.61445E+001, 2.55206E+001, 2.56308E+001, 2.57499E+001, 2.58433E+001, 2.60831E+001, 2.54718E+001, 2.56042E+001, 2.57188E+001, 2.58111E+001, 2.60571E+001, 3.21912E+002, 1.81896E+002, 3.78991E-002, 2.01862E-001, 3.51146E+002, 2.30000E-001, 2.62535E+001, 2.62535E+001, 1.15641E-001, 2.87626E+001, 2.51346E+001, 7.02473E-002, 2.71372E+001, 2.50299E+001
 2.73001E+002, 2.58019E+001, 2.76953E+001, 4.05973E+001, 3.04521E+001, 2.50240E+001, 2.56911E+001, 2.74394E+001, 7.44957E+001, 5.61941E+001, 5.48278E+001, 5.74528E+001, 6.04228E+001, 1.87706E+002, 1.45507E+002, 1.08637E+002, 8.73097E+001, 6.51183E+001, 3.42242E+001, 2.91736E+001, 2.95738E+001, 3.04849E+001, 2.95736E+001, 2.55928E+001, 2.56822E+001, 2.58019E+001, 2.59038E+001, 2.61612E+001, 2.55223E+001, 2.56334E+001, 2.57534E+001, 2.58478E+001, 2.60944E+001, 2.54738E+001, 2.56080E+001, 2.57230E+001, 2.58163E+001, 2.60697E+001, 3.22050E+002, 1.83525E+002, 3.79054E-002, 2.01900E-001, 3.51692E+002, 2.30000E-001, 2.62504E+001, 2.62504E+001, 1.18089E-001, 2.88594E+001, 2.51354E+001, 7.48336E-002, 2.71412E+001, 2.50303E+001
 2.74002E+002, 2.58086E+001, 2.76312E+001, 4.00557E+001, 3.03208E+001, 2.50243E+001, 2.59123E+001, 2.73200E+001, 7.58433E+001, 5.85034E+001, 5.47484E+001, 5.55258E+001, 5.91685E+001, 1.86994E+002, 1.39913E+002, 1.05572E+002, 8.43500E+001, 6.44614E+001, 3.39179E+001, 2.93411E+001, 2.93731E+001, 3.00151E+001, 2.95583E+001, 2.55914E+001, 2.56858E+001, 2.58086E+001, 2.59190E+001, 2.61568E+001, 2.55252E+001, 2.56379E+001, 2.57585E+001, 2.58549E+001, 2.61092E+001, 2.54754E+001, 2.56106E+001, 2.57274E+001, 2.58224E+001, 2.60864E+001, 3.22054E+002, 1.80980E+002, 3.78917E-002, 2.01960E-001, 3.52269E+002, 2.30000E-001, 2.62538E+001, 2.62538E+001, 1.19107E-001, 2.88482E+001, 2.51361E+001, 8.18739E-002, 2.77123E+001, 2.50306E+001
 2.75000E+002, 2.58099E+001, 2.79352E+001, 4.11904E+001, 2.99861E+001, 2.50245E+001, 2.56182E+001, 2.68863E+001, 7.50575E+001, 5.66620E+001, 5.60691E+001, 5.80504E+001, 5.87293E+001, 1.88522E+002, 1.43915E+002, 1.05621E+002, 8.48698E+001, 6.43440E+001, 3.48681E+001, 2.91303E+001, 2.91542E+001, 2.99591E+001, 2.95690E+001, 2.55957E+001, 2.56894E+001, 2.58099E+001, 2.59266E+001, 2.61732E+001, 2.55247E+001, 2.56391E+001, 2.57615E+001, 2.58593E+001, 2.61164E+001, 2.54737E+001, 2.56097E+001, 2.57288E+001, 2.58258E+001, 2.60890E+001, 3.21970E+002, 1.82988E+002, 3.79005E-002, 2.01986E-001, 3.52794E+002, 2.30000E-001, 2.62587E+001, 2.62587E+001, 1.18380E-001, 2.87356E+001, 2.51365E+001, 7.30894E-002, 2.77131E+001, 2.50307E+001
 2.76001E+002, 2.58097E+001, 2.80871E+001, 4.15581E+001, 2.98571E+001, 2.50247E+001, 2.57065E+001, 2.72566E+001, 7.62350E+001, 5.82449E+001, 5.54540E+001, 5.73964E+001, 6.06506E+001, 1.88179E+002, 1.44513E+002, 1.07075E+002, 8.51987E+001, 6.53028E+001, 3.40823E+001, 2.94032E+001, 2.92871E+001, 3.00282E+001, 3.11533E+001, 2.55923E+001, 2.56844E+001, 2.58097E+001, 2.59302E+001, 2.61774E+001, 2.55213E+001, 2.56350E+001, 2.57612E+001, 2.58617E+001, 2.61099E+001, 2.54693E+001, 2.56061E+001, 2.57287E+001, 2.58270E+001, 2.60811E+001, 3.22013E+002, 1.82823E+002, 3.78997E-002, 2.01927E-001, 3.53284E+002, 2.30000E-001, 2.62499E+001, 2.62499E+001, 1.17687E-001, 2.87517E+001, 2.51369E+001, 7.06957E-002, 2.75008E+001, 2.50312E+001
 2.77002E+002, 2.58123E+001, 2.78073E+001, 4.09409E+001, 3.06215E+001, 2.50247E+001, 2.57519E+001, 2.72577E+001, 7.68997E+001, 5.81308E+001, 5.56004E+001, 5.78885E+001, 6.04967E+001, 1.85978E+002, 1.38513E+002, 1.04666E+002, 8.34061E+001, 6.30049E+001, 3.41048E+001, 2.95101E+001, 2.94890E+001, 3.00982E+001, 3.00152E+001, 2.55837E+001, 2.56824E+001, 2.58123E+001, 2.59392E+001, 2.61675E+001, 2.55173E+001, 2.56328E+001, 2.57619E+001, 2.58620E+001, 2.61030E+001, 2.54661E+001, 2.56041E+001, 2.57296E+001, 2.58283E+001, 2.60798E+001, 3.22450E+002, 1.81854E+002, 3.78868E-002, 2.01864E-001, 3.53896E+002, 2.30000E-001, 2.62429E+001, 2.62429E+001, 1.19010E-001, 2.89082E+001, 2.51372E+001, 7.47544E-002, 2.71911E+001, 2.50318E+001
