s,C,C,C,C,C,C,C,kW,mol/mol,Pa,m,C,C,m,C,C,m,C,C,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg
Time,T1,T2,T3,T5,T9,T10,T11,HRR,O2_room,p_box,zint_fire,Tupp_fire,Tlow_fire,zint_mid,Tupp_mid,Tlow_mid,zint_door,Tupp_door,Tlow_door,tr_fire_z03,tr_fire_z08,tr_fire_z13,tr_fire_z18,tr_fire_z22,tr_mid_z03,tr_mid_z08,tr_mid_z13,tr_mid_z18,tr_mid_z22,tr_door_z03,tr_door_z08,tr_door_z13,tr_door_z18,tr_door_z22,tr_roommean,tr_uppermean,tr_lowermean,tr_plenummean
 1.72001E+002, 2.54390E+001, 2.64581E+001, 3.93087E+001, 2.67382E+001, 2.50144E+001, 2.52481E+001, 2.60939E+001, 1.79948E-002, 2.03571E-001, 2.18804E+002, 2.08782E-001, 3.42018E+001, 2.60623E+001, 1.27808E-001, 2.74218E+001, 2.50652E+001, 8.48908E-002, 2.62630E+001, 2.50154E+001, 1.10129E-005, 1.36454E-005, 1.56730E-005, 1.76402E-005, 2.11457E-005, 7.41946E-006, 1.27356E-005, 1.68607E-005, 1.81165E-005, 2.09817E-005, 8.39497E-007, 1.26074E-005, 1.81033E-005, 1.91905E-005, 1.91839E-005, 1.69956E-005, 2.00809E-005, 1.42660E-005, 5.23910E-007
 1.73002E+002, 2.54381E+001, 2.64485E+001, 3.97200E+001, 2.66702E+001, 2.50147E+001, 2.53367E+001, 2.59015E+001, 1.79927E-002, 2.03559E-001, 2.19328E+002, 2.08890E-001, 3.43230E+001, 2.60636E+001, 1.27050E-001, 2.73902E+001, 2.50655E+001, 8.28616E-002, 2.62562E+001, 2.50151E+001, 1.08898E-005, 1.37041E-005, 1.58050E-005, 1.76853E-005, 2.09295E-005, 7.49402E-006, 1.28282E-005, 1.70346E-005, 1.81965E-005, 2.10521E-005, 7.60777E-007, 1.32385E-005, 1.81537E-005, 1.91259E-005, 1.92863E-005, 1.70916E-005, 2.01796E-005, 1.43544E-005, 5.31754E-007
 1.74003E+002, 2.54384E+001, 2.64538E+001, 3.98451E+001, 2.65636E+001, 2.50148E+001, 2.53538E+001, 2.58786E+001, 1.79947E-002, 2.03535E-001, 2.19871E+002, 2.09500E-001, 3.43638E+001, 2.60656E+001, 1.25772E-001, 2.73578E+001, 2.50659E+001, 8.23687E-002, 2.62746E+001, 2.50150E+001, 1.07658E-005, 1.37696E-005, 1.59559E-005, 1.77746E-005, 2.08690E-005, 7.40933E-006, 1.27983E-005, 1.71957E-005, 1.82815E-005, 2.10822E-005, 8.00218E-007, 1.35539E-005, 1.83024E-005, 1.92851E-005, 1.92926E-005, 1.71875E-005, 2.02777E-005, 1.44427E-005, 5.41714E-007
 1.75000E+002, 2.54388E+001, 2.64606E+001, 4.02599E+001, 2.65699E+001, 2.50148E+001, 2.54155E+001, 2.58024E+001, 1.79971E-002, 2.03502E-001, 2.20305E+002, 2.10408E-001, 3.50322E+001, 2.60674E+001, 1.24328E-001, 2.73422E+001, 2.50662E+001, 8.05024E-002, 2.63720E+001, 2.50149E+001, 1.07046E-005, 1.38626E-005, 1.61062E-005, 1.79066E-005, 2.11899E-005, 7.19981E-006, 1.26964E-005, 1.73993E-005, 1.83866E-005, 2.10286E-005, 9.10068E-007, 1.36444E-005, 1.83102E-005, 1.94205E-005, 1.93373E-005, 1.72831E-005, 2.03757E-005, 1.45313E-005, 5.52746E-007
 1.76002E+002, 2.54382E+001, 2.64631E+001, 4.00851E+001, 2.66378E+001, 2.50148E+001, 2.54483E+001, 2.57356E+001, 1.79926E-002, 2.03465E-001, 2.20683E+002, 2.10755E-001, 3.50710E+001, 2.60691E+001, 1.23774E-001, 2.73485E+001, 2.50664E+001, 8.09473E-002, 2.63536E+001, 2.50149E+001, 1.07339E-005, 1.39836E-005, 1.62259E-005, 1.80203E-005, 2.11693E-005, 6.97680E-006, 1.26056E-005, 1.76297E-005, 1.85170E-005, 2.10611E-005, 8.96468E-007, 1.34767E-005, 1.82443E-005, 1.96350E-005, 1.95312E-005, 1.73783E-005, 2.04732E-005, 1.46219E-005, 5.63603E-007
 1.77004E+002, 2.54361E+001, 2.64620E+001, 4.01276E+001, 2.65431E+001, 2.50147E+001, 2.54561E+001, 2.60291E+001, 1.79954E-002, 2.03430E-001, 2.21087E+002, 2.10786E-001, 3.50618E+001, 2.60707E+001, 1.23697E-001, 2.73581E+001, 2.50665E+001, 8.46609E-002, 2.64473E+001, 2.50150E+001, 1.08341E-005, 1.41195E-005, 1.63155E-005, 1.80909E-005, 2.13111E-005, 6.84610E-006, 1.25688E-005, 1.78540E-005, 1.86560E-005, 2.11657E-005, 9.40952E-007, 1.30579E-005, 1.80781E-005, 1.95912E-005, 1.96337E-005, 1.74744E-005, 2.05687E-005, 1.47166E-005, 5.73718E-007
 1.78001E+002, 2.54333E+001, 2.64626E+001, 3.99857E+001, 2.65919E+001, 2.50147E+001, 2.54226E+001, 2.61044E+001, 1.79960E-002, 2.03406E-001, 2.21486E+002, 2.10306E-001, 3.52672E+001, 2.60720E+001, 1.24562E-001, 2.73670E+001, 2.50668E+001, 8.33280E-002, 2.63945E+001, 2.50150E+001, 1.09758E-005, 1.42661E-005, 1.64010E-005, 1.81792E-005, 2.15774E-005, 6.83954E-006, 1.25559E-005, 1.80549E-005, 1.87597E-005, 2.12624E-005, 1.09472E-006, 1.27653E-005, 1.78399E-005, 1.98361E-005, 1.96631E-005, 1.75708E-005, 2.06618E-005, 1.48140E-005, 5.83100E-007
 1.79002E+002, 2.54311E+001, 2.64617E+001, 4.02644E+001, 2.65026E+001, 2.50146E+001, 2.53717E+001, 2.61088E+001, 1.79951E-002, 2.03395E-001, 2.21878E+002, 2.10472E-001, 3.53130E+001, 2.60732E+001, 1.24008E-001, 2.72440E+001, 2.50671E+001, 8.33022E-002, 2.63089E+001, 2.50151E+001, 1.11398E-005, 1.44217E-005, 1.65106E-005, 1.82793E-005, 2.16577E-005, 6.92717E-006, 1.25399E-005, 1.82066E-005, 1.88340E-005, 2.14046E-005, 1.19421E-006, 1.30125E-005, 1.77434E-005, 1.98984E-005, 1.96960E-005, 1.76674E-005, 2.07529E-005, 1.49128E-005, 5.92187E-007
 1.80004E+002, 2.54300E+001, 2.64613E+001, 4.01335E+001, 2.64182E+001, 2.50146E+001, 2.53621E+001, 2.61258E+001, 1.79949E-002, 2.03384E-001, 2.22314E+002, 2.11207E-001, 3.57759E+001, 2.60745E+001, 1.25034E-001, 2.72255E+001, 2.50675E+001, 8.34920E-002, 2.63022E+001, 2.50152E+001, 1.13135E-005, 1.45795E-005, 1.66403E-005, 1.83814E-005, 2.17655E-005, 7.06906E-006, 1.25358E-005, 1.83280E-005, 1.89362E-005, 2.15067E-005, 1.22391E-006, 1.35505E-005, 1.79720E-005, 1.98397E-005, 1.98125E-005, 1.77646E-005, 2.08432E-005, 1.50134E-005, 6.01351E-007
 1.81000E+002, 2.54295E+001, 2.64614E+001, 3.98374E+001, 2.64616E+001, 2.50146E+001, 2.52982E+001, 2.60698E+001, 1.79949E-002, 2.03350E-001, 2.22796E+002, 2.11718E-001, 3.58938E+001, 2.60758E+001, 1.26284E-001, 2.72827E+001, 2.50681E+001, 8.39084E-002, 2.63605E+001, 2.50154E+001, 1.14809E-005, 1.47302E-005, 1.67516E-005, 1.85013E-005, 2.19111E-005, 7.23987E-006, 1.25644E-005, 1.84611E-005, 1.90643E-005, 2.16295E-005, 1.35122E-006, 1.38697E-005, 1.81885E-005, 1.98412E-005, 1.99535E-005, 1.78617E-005, 2.09338E-005, 1.51133E-005, 6.10188E-007
 1.82002E+002, 2.54293E+001, 2.64651E+001, 4.00356E+001, 2.66583E+001, 2.50147E+001, 2.52215E+001, 2.58626E+001, 1.79951E-002, 2.03309E-001, 2.23327E+002, 2.11824E-001, 3.59625E+001, 2.60771E+001, 1.27838E-001, 2.73973E+001, 2.50687E+001, 8.45839E-002, 2.64080E+001, 2.50156E+001, 1.16299E-005, 1.48693E-005, 1.68241E-005, 1.86155E-005, 2.20265E-005, 7.42450E-006, 1.26090E-005, 1.85454E-005, 1.91950E-005, 2.17857E-005, 1.39634E-006, 1.38359E-005, 1.85938E-005, 1.99786E-005, 2.00237E-005, 1.79582E-005, 2.10246E-005, 1.52117E-005, 6.18624E-007
 1.83003E+002, 2.54296E+001, 2.64692E+001, 3.99559E+001, 2.69357E+001, 2.50147E+001, 2.52002E+001, 2.56002E+001, 1.79952E-002, 2.03286E-001, 2.23847E+002, 2.11901E-001, 3.60997E+001, 2.60785E+001, 1.27092E-001, 2.74033E+001, 2.50692E+001, 8.83359E-002, 2.63707E+001, 2.50157E+001, 1.17627E-005, 1.49973E-005, 1.68865E-005, 1.86982E-005, 2.21927E-005, 7.60102E-006, 1.26410E-005, 1.86011E-005, 1.92936E-005, 2.17509E-005, 1.24144E-006, 1.37272E-005, 1.94393E-005, 2.02830E-005, 2.01359E-005, 1.80540E-005, 2.11159E-005, 1.53077E-005, 6.27569E-007
 1.84005E+002, 2.54313E+001, 2.64698E+001, 3.97163E+001, 2.67669E+001, 2.50148E+001, 2.52299E+001, 2.57271E+001, 1.79953E-002, 2.03271E-001, 2.24313E+002, 2.11993E-001, 3.62672E+001, 2.60804E+001, 1.27169E-001, 2.74035E+001, 2.50696E+001, 8.89880E-002, 2.63527E+001, 2.50157E+001, 1.18886E-005, 1.51161E-005, 1.69633E-005, 1.87757E-005, 2.23804E-005, 7.74077E-006, 1.26631E-005, 1.86963E-005, 1.94058E-005, 2.18797E-005, 1.03594E-006, 1.38456E-005, 1.98887E-005, 2.04967E-005, 2.02699E-005, 1.81487E-005, 2.12069E-005, 1.54023E-005, 6.37280E-007
 1.85001E+002, 2.54351E+001, 2.64752E+001, 4.01825E+001, 2.66531E+001, 2.50149E+001, 2.52561E+001, 2.60303E+001, 1.79955E-002, 2.03250E-001, 2.24764E+002, 2.12090E-001, 3.62981E+001, 2.60829E+001, 1.27152E-001, 2.74200E+001, 2.50699E+001, 8.83161E-002, 2.65018E+001, 2.50157E+001, 1.20100E-005, 1.52271E-005, 1.70666E-005, 1.88853E-005, 2.24973E-005, 7.82287E-006, 1.27128E-005, 1.88080E-005, 1.95273E-005, 2.20112E-005, 9.38952E-007, 1.40617E-005, 2.03307E-005, 2.06450E-005, 2.05143E-005, 1.82423E-005, 2.12967E-005, 1.54969E-005, 6.47227E-007
 1.86003E+002, 2.54403E+001, 2.64851E+001, 4.09809E+001, 2.65537E+001, 2.50148E+001, 2.52295E+001, 2.60317E+001, 1.79956E-002, 2.03223E-001, 2.25178E+002, 2.12049E-001, 3.62325E+001, 2.60864E+001, 1.26704E-001, 2.73988E+001, 2.50701E+001, 8.99444E-002, 2.64489E+001, 2.50157E+001, 1.21209E-005, 1.53306E-005, 1.72089E-005, 1.90374E-005, 2.25247E-005, 7.86577E-006, 1.28099E-005, 1.89036E-005, 1.96179E-005, 2.21830E-005, 9.38755E-007, 1.42526E-005, 2.04961E-005, 2.06033E-005, 2.06456E-005, 1.83364E-005, 2.13867E-005, 1.55921E-005, 6.56805E-007
 1.87004E+002, 2.54457E+001, 2.64868E+001, 4.11278E+001, 2.65484E+001, 2.50146E+001, 2.51778E+001, 2.63286E+001, 1.79960E-002, 2.03193E-001, 2.25531E+002, 2.12145E-001, 3.62201E+001, 2.60910E+001, 1.26492E-001, 2.73854E+001, 2.50703E+001, 9.28314E-002, 2.64204E+001, 2.50157E+001, 1.22143E-005, 1.54271E-005, 1.73807E-005, 1.91977E-005, 2.26650E-005, 7.89535E-006, 1.29309E-005, 1.90140E-005, 1.96850E-005, 2.23043E-005, 1.11876E-006, 1.42231E-005, 2.02612E-005, 2.05284E-005, 2.06720E-005, 1.84325E-005, 2.14788E-005, 1.56898E-005, 6.66576E-007
 1.88001E+002, 2.54502E+001, 2.64754E+001, 4.08960E+001, 2.66140E+001, 2.50143E+001, 2.51318E+001, 2.62340E+001, 1.79971E-002, 2.03157E-001, 2.25814E+002, 2.11905E-001, 3.62864E+001, 2.60962E+001, 1.26596E-001, 2.74111E+001, 2.50706E+001, 9.16189E-002, 2.62958E+001, 2.50157E+001, 1.22869E-005, 1.55167E-005, 1.75493E-005, 1.93185E-005, 2.29674E-005, 7.90668E-006, 1.30299E-005, 1.91569E-005, 1.97602E-005, 2.24508E-005, 2.10212E-006, 1.39271E-005, 1.96885E-005, 2.03942E-005, 2.06865E-005, 1.85290E-005, 2.15753E-005, 1.57876E-005, 6.77126E-007
 1.89002E+002, 2.54533E+001, 2.64644E+001, 4.08295E+001, 2.66071E+001, 2.50141E+001, 2.51105E+001, 2.61957E+001, 1.79966E-002, 2.03112E-001, 2.26076E+002, 2.11746E-001, 3.65596E+001, 2.61014E+001, 1.25142E-001, 2.73815E+001, 2.50710E+001, 9.17125E-002, 2.62219E+001, 2.50164E+001, 1.23420E-005, 1.55986E-005, 1.76873E-005, 1.94100E-005, 2.33037E-005, 7.88172E-006, 1.30784E-005, 1.93322E-005, 1.98468E-005, 2.25466E-005, 2.58663E-006, 1.32628E-005, 1.88396E-005, 2.08201E-005, 2.07638E-005, 1.86253E-005, 2.16774E-005, 1.58818E-005, 6.89769E-007
 1.90004E+002, 2.54549E+001, 2.64648E+001, 4.07489E+001, 2.64056E+001, 2.50140E+001, 2.51108E+001, 2.60176E+001, 1.79935E-002, 2.03070E-001, 2.26365E+002, 2.11716E-001, 3.65844E+001, 2.61059E+001, 1.23830E-001, 2.72906E+001, 2.50714E+001, 9.28442E-002, 2.62680E+001, 2.50172E+001, 1.23889E-005, 1.56729E-005, 1.77847E-005, 1.95053E-005, 2.33535E-005, 7.82006E-006, 1.30726E-005, 1.95068E-005, 1.99321E-005, 2.27521E-005, 1.53248E-006, 1.28351E-005, 1.87467E-005, 2.12471E-005, 2.09706E-005, 1.87209E-005, 2.17828E-005, 1.59708E-005, 7.02852E-007
 1.91000E+002, 2.54559E+001, 2.64705E+001, 4.08316E+001, 2.64930E+001, 2.50139E+001, 2.51409E+001, 2.58094E+001, 1.79931E-002, 2.03047E-001, 2.26682E+002, 2.11575E-001, 3.64025E+001, 2.61097E+001, 1.24027E-001, 2.72734E+001, 2.50719E+001, 9.24770E-002, 2.63347E+001, 2.50164E+001, 1.24428E-005, 1.57436E-005, 1.78562E-005, 1.96025E-005, 2.33704E-005, 7.74678E-006, 1.30379E-005, 1.96272E-005, 2.00133E-005, 2.28716E-005, 1.40414E-006, 1.33641E-005, 1.92861E-005, 2.12115E-005, 2.11556E-005, 1.88151E-005, 2.18869E-005, 1.60552E-005, 7.15821E-007
 1.92002E+002, 2.54572E+001, 2.64712E+001, 4.06897E+001, 2.66358E+001, 2.50140E+001, 2.52322E+001, 2.60502E+001, 1.79948E-002, 2.03040E-001, 2.27057E+002, 2.11578E-001, 3.62411E+001, 2.61129E+001, 1.25716E-001, 2.73256E+001, 2.50722E+001, 8.99112E-002, 2.63550E+001, 2.50160E+001, 1.25195E-005, 1.58185E-005, 1.79298E-005, 1.96813E-005, 2.33671E-005, 7.70777E-006, 1.30392E-005, 1.96932E-005, 2.00940E-005, 2.29558E-005, 1.13820E-006, 1.39078E-005, 1.95877E-005, 2.11533E-005, 2.12306E-005, 1.89081E-005, 2.19892E-005, 1.61402E-005, 7.28317E-007
 1.93003E+002, 2.54595E+001, 2.64710E+001, 4.06619E+001, 2.68349E+001, 2.50141E+001, 2.53022E+001, 2.58076E+001, 1.79949E-002, 2.03038E-001, 2.27535E+002, 2.11551E-001, 3.61176E+001, 2.61159E+001, 1.26940E-001, 2.73616E+001, 2.50725E+001, 9.18061E-002, 2.63877E+001, 2.50160E+001, 1.26258E-005, 1.59048E-005, 1.80236E-005, 1.97538E-005, 2.33993E-005, 7.76398E-006, 1.31530E-005, 1.97278E-005, 2.01757E-005, 2.29457E-005, 1.00428E-006, 1.41594E-005, 1.95003E-005, 2.11087E-005, 2.12306E-005, 1.90003E-005, 2.20907E-005, 1.62257E-005, 7.39697E-007
 1.94005E+002, 2.54625E+001, 2.64781E+001, 4.06106E+001, 2.69216E+001, 2.50142E+001, 2.52856E+001, 2.61929E+001, 1.79950E-002, 2.03029E-001, 2.28101E+002, 2.11335E-001, 3.60148E+001, 2.61190E+001, 1.27700E-001, 2.73874E+001, 2.50728E+001, 9.08492E-002, 2.65097E+001, 2.50161E+001, 1.27526E-005, 1.60027E-005, 1.81406E-005, 1.98395E-005, 2.34587E-005, 7.93738E-006, 1.34308E-005, 1.97523E-005, 2.02852E-005, 2.29611E-005, 9.93978E-007, 1.45484E-005, 1.95273E-005, 2.11148E-005, 2.10834E-005, 1.90934E-005, 2.21913E-005, 1.63128E-005, 7.49982E-007
 1.95001E+002, 2.54652E+001, 2.64907E+001, 4.04845E+001, 2.69025E+001, 2.50144E+001, 2.52593E+001, 2.59298E+001, 1.79954E-002, 2.03008E-001, 2.28722E+002, 2.11033E-001, 3.59390E+001, 2.61224E+001, 1.28348E-001, 2.74328E+001, 2.50730E+001, 8.75857E-002, 2.64571E+001, 2.50162E+001, 1.28782E-005, 1.61038E-005, 1.82618E-005, 1.99446E-005, 2.35581E-005, 8.18024E-006, 1.38239E-005, 1.97835E-005, 2.04254E-005, 2.30634E-005, 1.04735E-006, 1.49767E-005, 2.01433E-005, 2.11780E-005, 2.10796E-005, 1.91870E-005, 2.22913E-005, 1.63997E-005, 7.59384E-007
 1.96003E+002, 2.54662E+001, 2.64978E+001, 4.03412E+001, 2.69094E+001, 2.50146E+001, 2.52425E+001, 2.60448E+001, 1.79955E-002, 2.02981E-001, 2.29356E+002, 2.10983E-001, 3.59182E+001, 2.61258E+001, 1.28507E-001, 2.74732E+001, 2.50731E+001, 8.25931E-002, 2.63976E+001, 2.50163E+001, 1.29844E-005, 1.61986E-005, 1.83544E-005, 2.00624E-005, 2.36478E-005, 8.42370E-006, 1.42571E-005, 1.98218E-005, 2.05520E-005, 2.31392E-005, 1.11203E-006, 1.53202E-005, 2.08379E-005, 2.12346E-005, 2.11104E-005, 1.92805E-005, 2.23901E-005, 1.64855E-005, 7.67710E-007
 1.97004E+002, 2.54654E+001, 2.64934E+001, 4.03001E+001, 2.69275E+001, 2.50147E+001, 2.52242E+001, 2.60935E+001, 1.79952E-002, 2.02956E-001, 2.29981E+002, 2.11211E-001, 3.59791E+001, 2.61287E+001, 1.28056E-001, 2.74743E+001, 2.50734E+001, 7.83889E-002, 2.63783E+001, 2.50164E+001, 1.30670E-005, 1.62856E-005, 1.84149E-005, 2.01761E-005, 2.37171E-005, 8.63214E-006, 1.46498E-005, 1.98646E-005, 2.06394E-005, 2.31925E-005, 1.16612E-006, 1.56334E-005, 2.13208E-005, 2.13059E-005, 2.12002E-005, 1.93742E-005, 2.24882E-005, 1.65711E-005, 7.74513E-007
 1.98001E+002, 2.54640E+001, 2.64800E+001, 4.03550E+001, 2.69155E+001, 2.50148E+001, 2.52194E+001, 2.59155E+001, 1.79949E-002, 2.02940E-001, 2.30577E+002, 2.11641E-001, 3.61405E+001, 2.61307E+001, 1.27767E-001, 2.74636E+001, 2.50736E+001, 7.80976E-002, 2.63019E+001, 2.50165E+001, 1.31365E-005, 1.63746E-005, 1.84724E-005, 2.02736E-005, 2.37968E-005, 8.80337E-006, 1.49366E-005, 1.99307E-005, 2.07143E-005, 2.32856E-005, 1.17119E-006, 1.60156E-005, 2.13827E-005, 2.17313E-005, 2.14557E-005, 1.94664E-005, 2.25873E-005, 1.66547E-005, 7.80117E-007
 1.99002E+002, 2.54637E+001, 2.64648E+001, 4.06404E+001, 2.68776E+001, 2.50149E+001, 2.52716E+001, 2.59013E+001, 1.79950E-002, 2.02932E-001, 2.31123E+002, 2.12232E-001, 3.63900E+001, 2.61321E+001, 1.27935E-001, 2.74648E+001, 2.50740E+001, 8.02967E-002, 2.64908E+001, 2.50166E+001, 1.32086E-005, 1.64782E-005, 1.85502E-005, 2.03636E-005, 2.39233E-005, 8.95374E-006, 1.50930E-005, 2.00584E-005, 2.08021E-005, 2.34287E-005, 1.13703E-006, 1.64811E-005, 2.13765E-005, 2.19766E-005, 2.16875E-005, 1.95576E-005, 2.26870E-005, 1.67385E-005, 7.85691E-007
 2.00004E+002, 2.54655E+001, 2.64565E+001, 4.11895E+001, 2.68619E+001, 2.50150E+001, 2.54004E+001, 2.58956E+001, 1.79951E-002, 2.02924E-001, 2.31592E+002, 2.12708E-001, 3.67512E+001, 2.61332E+001, 1.28270E-001, 2.74830E+001, 2.50744E+001, 8.04437E-002, 2.64104E+001, 2.50166E+001, 1.32901E-005, 1.65996E-005, 1.86537E-005, 2.04579E-005, 2.41629E-005, 9.10237E-006, 1.51356E-005, 2.02488E-005, 2.09043E-005, 2.35820E-005, 1.13271E-006, 1.65882E-005, 2.15494E-005, 2.19960E-005, 2.18679E-005, 1.96480E-005, 2.27866E-005, 1.68230E-005, 7.93018E-007
 2.01000E+002, 2.54691E+001, 2.64578E+001, 4.15945E+001, 2.69242E+001, 2.50150E+001, 2.55390E+001, 2.64275E+001, 1.79953E-002, 2.02909E-001, 2.31960E+002, 2.12804E-001, 3.70605E+001, 2.61347E+001, 1.28487E-001, 2.75072E+001, 2.50749E+001, 8.10331E-002, 2.64071E+001, 2.50166E+001, 1.33717E-005, 1.67295E-005, 1.87779E-005, 2.05566E-005, 2.44569E-005, 9.25660E-006, 1.51101E-005, 2.04284E-005, 2.10063E-005, 2.37212E-005, 1.09794E-006, 1.61018E-005, 2.14202E-005, 2.19714E-005, 2.19480E-005, 1.97378E-005, 2.28852E-005, 1.69076E-005, 8.02547E-007
 2.02002E+002, 2.54735E+001, 2.64659E+001, 4.17256E+001, 2.69918E+001, 2.50149E+001, 2.56504E+001, 2.64560E+001, 1.79955E-002, 2.02888E-001, 2.32270E+002, 2.12855E-001, 3.70103E+001, 2.61374E+001, 1.28375E-001, 2.75068E+001, 2.50754E+001, 8.55982E-002, 2.64904E+001, 2.50166E+001, 1.34377E-005, 1.68543E-005, 1.89111E-005, 2.06615E-005, 2.45684E-005, 9.39959E-006, 1.50700E-005, 2.05170E-005, 2.10981E-005, 2.38305E-005, 1.09268E-006, 1.53856E-005, 2.08476E-005, 2.19985E-005, 2.19171E-005, 1.98274E-005, 2.29836E-005, 1.69915E-005, 8.13246E-007
 2.03003E+002, 2.54770E+001, 2.64732E+001, 4.14017E+001, 2.68162E+001, 2.50147E+001, 2.56204E+001, 2.57939E+001, 1.79958E-002, 2.02864E-001, 2.32575E+002, 2.12853E-001, 3.66032E+001, 2.61409E+001, 1.27576E-001, 2.74416E+001, 2.50759E+001, 8.80317E-002, 2.64521E+001, 2.50166E+001, 1.34796E-005, 1.69652E-005, 1.90378E-005, 2.07705E-005, 2.44742E-005, 9.46251E-006, 1.50647E-005, 2.05206E-005, 2.11851E-005, 2.39733E-005, 1.13179E-006, 1.46652E-005, 2.02613E-005, 2.18736E-005, 2.18865E-005, 1.99175E-005, 2.30831E-005, 1.70763E-005, 8.24802E-007
 2.04005E+002, 2.54789E+001, 2.64777E+001, 4.07712E+001, 2.66273E+001, 2.50146E+001, 2.53447E+001, 2.57544E+001, 1.79965E-002, 2.02844E-001, 2.32878E+002, 2.12488E-001, 3.61148E+001, 2.61447E+001, 1.26687E-001, 2.73758E+001, 2.50762E+001, 8.66425E-002, 2.63611E+001, 2.50166E+001, 1.35088E-005, 1.70609E-005, 1.91495E-005, 2.08769E-005, 2.44183E-005, 9.35963E-006, 1.51342E-005, 2.04678E-005, 2.12818E-005, 2.42254E-005, 1.34731E-006, 1.44117E-005, 2.02400E-005, 2.18315E-005, 2.19246E-005, 2.00095E-005, 2.31829E-005, 1.71633E-005, 8.36534E-007
 2.05001E+002, 2.54791E+001, 2.64846E+001, 4.03147E+001, 2.66463E+001, 2.50145E+001, 2.51520E+001, 2.59083E+001, 1.79976E-002, 2.02839E-001, 2.33178E+002, 2.12122E-001, 3.58307E+001, 2.61482E+001, 1.26299E-001, 2.74000E+001, 2.50765E+001, 8.04466E-002, 2.62974E+001, 2.50167E+001, 1.35530E-005, 1.71479E-005, 1.92531E-005, 2.09760E-005, 2.44803E-005, 9.12052E-006, 1.52628E-005, 2.04122E-005, 2.13709E-005, 2.43312E-005, 2.46151E-006, 1.50307E-005, 2.03632E-005, 2.19348E-005, 2.20170E-005, 2.01014E-005, 2.32816E-005, 1.72478E-005, 8.48108E-007
 2.06003E+002, 2.54782E+001, 2.64902E+001, 4.00956E+001, 2.66631E+001, 2.50144E+001, 2.51211E+001, 2.58977E+001, 1.79936E-002, 2.02848E-001, 2.33486E+002, 2.12367E-001, 3.56409E+001, 2.61509E+001, 1.25455E-001, 2.73899E+001, 2.50766E+001, 7.66167E-002, 2.63005E+001, 2.50169E+001, 1.36384E-005, 1.72360E-005, 1.93589E-005, 2.10594E-005, 2.44160E-005, 8.87938E-006, 1.53823E-005, 2.04065E-005, 2.14547E-005, 2.43300E-005, 2.73672E-006, 1.58020E-005, 2.05525E-005, 2.19370E-005, 2.21184E-005, 2.01919E-005, 2.33790E-005, 1.73276E-005, 8.59260E-007
 2.07004E+002, 2.54767E+001, 2.64866E+001, 3.98868E+001, 2.65746E+001, 2.50144E+001, 2.51492E+001, 2.59036E+001, 1.79933E-002, 2.02863E-001, 2.33818E+002, 2.12699E-001, 3.56525E+001, 2.61529E+001, 1.24732E-001, 2.73525E+001, 2.50768E+001, 7.89404E-002, 2.63472E+001, 2.50170E+001, 1.37781E-005, 1.73379E-005, 1.94765E-005, 2.11381E-005, 2.43697E-005, 8.75364E-006, 1.54886E-005, 2.04150E-005, 2.15545E-005, 2.43744E-005, 1.70301E-006, 1.63238E-005, 2.07800E-005, 2.20411E-005, 2.21662E-005, 2.02826E-005, 2.34761E-005, 1.74076E-005, 8.69604E-007
 2.08001E+002, 2.54755E+001, 2.64800E+001, 3.99748E+001, 2.65856E+001, 2.50145E+001, 2.52114E+001, 2.59179E+001, 1.79946E-002, 2.02873E-001, 2.34190E+002, 2.13003E-001, 3.57986E+001, 2.61542E+001, 1.24890E-001, 2.73549E+001, 2.50770E+001, 8.14176E-002, 2.63867E+001, 2.50170E+001, 1.39704E-005, 1.74682E-005, 1.96175E-005, 2.12380E-005, 2.44160E-005, 8.74521E-006, 1.56309E-005, 2.04571E-005, 2.16593E-005, 2.44159E-005, 1.28716E-006, 1.62800E-005, 2.10267E-005, 2.21900E-005, 2.22383E-005, 2.03738E-005, 2.35737E-005, 1.74912E-005, 8.78827E-007
 2.09002E+002, 2.54751E+001, 2.64821E+001, 3.99920E+001, 2.66617E+001, 2.50146E+001, 2.52528E+001, 2.58575E+001, 1.79950E-002, 2.02859E-001, 2.34623E+002, 2.13122E-001, 3.58740E+001, 2.61553E+001, 1.24744E-001, 2.73659E+001, 2.50772E+001, 8.11323E-002, 2.63911E+001, 2.50171E+001, 1.41985E-005, 1.76352E-005, 1.97848E-005, 2.13658E-005, 2.45105E-005, 8.81087E-006, 1.58146E-005, 2.05695E-005, 2.17471E-005, 2.44032E-005, 1.27011E-006, 1.60610E-005, 2.12828E-005, 2.22931E-005, 2.24149E-005, 2.04652E-005, 2.36724E-005, 1.75765E-005, 8.87661E-007
