s,C,C,C,C,C,C,C,kW,mol/mol,Pa,m,C,C,m,C,C,m,C,C,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg
Time,T1,T2,T3,T5,T9,T10,T11,HRR,O2_room,p_box,zint_fire,Tupp_fire,Tlow_fire,zint_mid,Tupp_mid,Tlow_mid,zint_door,Tupp_door,Tlow_door,tr_fire_z03,tr_fire_z08,tr_fire_z13,tr_fire_z18,tr_fire_z22,tr_mid_z03,tr_mid_z08,tr_mid_z13,tr_mid_z18,tr_mid_z22,tr_door_z03,tr_door_z08,tr_door_z13,tr_door_z18,tr_door_z22,tr_roommean,tr_uppermean,tr_lowermean,tr_plenummean
 2.10004E+002, 2.54757E+001, 2.64877E+001, 4.00440E+001, 2.66533E+001, 2.50148E+001, 2.52598E+001, 2.57997E+001, 1.79950E-002, 2.02815E-001, 2.35102E+002, 2.13201E-001, 3.59784E+001, 2.61566E+001, 1.23996E-001, 2.73649E+001, 2.50776E+001, 8.21294E-002, 2.64493E+001, 2.50172E+001, 1.44341E-005, 1.78274E-005, 1.99526E-005, 2.15035E-005, 2.46129E-005, 8.88939E-006, 1.59758E-005, 2.07020E-005, 2.18326E-005, 2.44293E-005, 1.35918E-006, 1.62112E-005, 2.14416E-005, 2.24904E-005, 2.26286E-005, 2.05565E-005, 2.37720E-005, 1.76613E-005, 8.97188E-007
 2.11000E+002, 2.54768E+001, 2.64903E+001, 4.00503E+001, 2.66560E+001, 2.50149E+001, 2.52551E+001, 2.59196E+001, 1.79951E-002, 2.02763E-001, 2.35598E+002, 2.13306E-001, 3.60767E+001, 2.61583E+001, 1.23386E-001, 2.73811E+001, 2.50779E+001, 8.36269E-002, 2.64856E+001, 2.50173E+001, 1.46498E-005, 1.80178E-005, 2.00874E-005, 2.16330E-005, 2.47043E-005, 8.93884E-006, 1.60612E-005, 2.07851E-005, 2.19175E-005, 2.45041E-005, 1.43176E-006, 1.62487E-005, 2.15660E-005, 2.27444E-005, 2.28067E-005, 2.06476E-005, 2.38715E-005, 1.77451E-005, 9.07467E-007
 2.12002E+002, 2.54781E+001, 2.64896E+001, 4.01187E+001, 2.66904E+001, 2.50150E+001, 2.52576E+001, 2.61310E+001, 1.79954E-002, 2.02729E-001, 2.36079E+002, 2.13474E-001, 3.62015E+001, 2.61601E+001, 1.23182E-001, 2.73995E+001, 2.50782E+001, 8.23428E-002, 2.62491E+001, 2.50174E+001, 1.48349E-005, 1.81848E-005, 2.01725E-005, 2.17418E-005, 2.48019E-005, 8.95439E-006, 1.60576E-005, 2.08729E-005, 2.19879E-005, 2.46091E-005, 1.42124E-006, 1.60528E-005, 2.17936E-005, 2.29718E-005, 2.29171E-005, 2.07387E-005, 2.39708E-005, 1.78283E-005, 9.18241E-007
 2.13003E+002, 2.54796E+001, 2.64899E+001, 4.02957E+001, 2.66714E+001, 2.50150E+001, 2.52643E+001, 2.64476E+001, 1.79955E-002, 2.02710E-001, 2.36514E+002, 2.13668E-001, 3.63239E+001, 2.61621E+001, 1.23188E-001, 2.73891E+001, 2.50785E+001, 8.62612E-002, 2.62088E+001, 2.50175E+001, 1.49917E-005, 1.83207E-005, 2.02090E-005, 2.18230E-005, 2.49185E-005, 8.94240E-006, 1.59726E-005, 2.10244E-005, 2.20493E-005, 2.47166E-005, 1.41742E-006, 1.58697E-005, 2.20840E-005, 2.31116E-005, 2.29747E-005, 2.08303E-005, 2.40702E-005, 1.79124E-005, 9.30624E-007
 2.14005E+002, 2.54816E+001, 2.64960E+001, 4.04360E+001, 2.64796E+001, 2.50149E+001, 2.52505E+001, 2.59974E+001, 1.79954E-002, 2.02696E-001, 2.36908E+002, 2.13704E-001, 3.63723E+001, 2.61645E+001, 1.22680E-001, 2.73118E+001, 2.50789E+001, 9.03655E-002, 2.63853E+001, 2.50176E+001, 1.51189E-005, 1.84269E-005, 2.02156E-005, 2.18858E-005, 2.50296E-005, 8.91247E-006, 1.58388E-005, 2.12391E-005, 2.21183E-005, 2.48311E-005, 1.44343E-006, 1.57108E-005, 2.26681E-005, 2.30796E-005, 2.31067E-005, 2.09212E-005, 2.41697E-005, 1.79955E-005, 9.47627E-007
 2.15001E+002, 2.54844E+001, 2.65053E+001, 4.05389E+001, 2.62480E+001, 2.50148E+001, 2.52555E+001, 2.57021E+001, 1.79951E-002, 2.02678E-001, 2.37296E+002, 2.13659E-001, 3.63641E+001, 2.61674E+001, 1.22317E-001, 2.72221E+001, 2.50792E+001, 8.78161E-002, 2.64402E+001, 2.50177E+001, 1.52002E-005, 1.85063E-005, 2.02109E-005, 2.19374E-005, 2.51017E-005, 8.88934E-006, 1.57256E-005, 2.14446E-005, 2.22264E-005, 2.50108E-005, 1.46480E-006, 1.58050E-005, 2.28080E-005, 2.30286E-005, 2.32548E-005, 2.10110E-005, 2.42697E-005, 1.80758E-005, 9.65870E-007
 2.16003E+002, 2.54876E+001, 2.65095E+001, 4.06026E+001, 2.63078E+001, 2.50148E+001, 2.53365E+001, 2.57663E+001, 1.79949E-002, 2.02659E-001, 2.37673E+002, 2.13548E-001, 3.64161E+001, 2.61707E+001, 1.23580E-001, 2.72580E+001, 2.50796E+001, 8.47951E-002, 2.64639E+001, 2.50177E+001, 1.52126E-005, 1.85624E-005, 2.02053E-005, 2.19670E-005, 2.52456E-005, 8.90848E-006, 1.56922E-005, 2.15821E-005, 2.23550E-005, 2.51928E-005, 1.49211E-006, 1.62315E-005, 2.28277E-005, 2.30462E-005, 2.33415E-005, 2.11002E-005, 2.43705E-005, 1.81543E-005, 9.81927E-007
 2.17004E+002, 2.54904E+001, 2.65111E+001, 4.08286E+001, 2.64894E+001, 2.50148E+001, 2.54945E+001, 2.60211E+001, 1.79949E-002, 2.02644E-001, 2.38000E+002, 2.13209E-001, 3.67361E+001, 2.61740E+001, 1.24575E-001, 2.73371E+001, 2.50800E+001, 8.11855E-002, 2.64582E+001, 2.50177E+001, 1.51489E-005, 1.85916E-005, 2.02091E-005, 2.19878E-005, 2.55464E-005, 8.97272E-006, 1.57311E-005, 2.16710E-005, 2.24481E-005, 2.53374E-005, 1.48913E-006, 1.68158E-005, 2.29834E-005, 2.30329E-005, 2.33784E-005, 2.11881E-005, 2.44713E-005, 1.82301E-005, 9.98203E-007
 2.18001E+002, 2.54919E+001, 2.65156E+001, 4.03496E+001, 2.66764E+001, 2.50148E+001, 2.57735E+001, 2.62024E+001, 1.79951E-002, 2.02637E-001, 2.38337E+002, 2.13356E-001, 3.64883E+001, 2.61770E+001, 1.25544E-001, 2.73949E+001, 2.50804E+001, 7.78307E-002, 2.63875E+001, 2.50177E+001, 1.50282E-005, 1.85942E-005, 2.02271E-005, 2.20163E-005, 2.55218E-005, 9.01595E-006, 1.57809E-005, 2.17503E-005, 2.25299E-005, 2.53953E-005, 1.46552E-006, 1.73418E-005, 2.28628E-005, 2.34890E-005, 2.34628E-005, 2.12748E-005, 2.45710E-005, 1.83050E-005, 1.01607E-006
 2.19002E+002, 2.54920E+001, 2.65202E+001, 3.93456E+001, 2.66706E+001, 2.50149E+001, 2.60006E+001, 2.63253E+001, 1.79954E-002, 2.02636E-001, 2.38745E+002, 2.13238E-001, 3.59234E+001, 2.61796E+001, 1.26211E-001, 2.73816E+001, 2.50807E+001, 7.84997E-002, 2.63596E+001, 2.50176E+001, 1.48877E-005, 1.85741E-005, 2.02585E-005, 2.20549E-005, 2.54870E-005, 8.92429E-006, 1.58039E-005, 2.18327E-005, 2.26569E-005, 2.55101E-005, 1.50560E-006, 1.74426E-005, 2.27108E-005, 2.38002E-005, 2.35848E-005, 2.13613E-005, 2.46698E-005, 1.83816E-005, 1.03305E-006
 2.20004E+002, 2.54910E+001, 2.65241E+001, 3.91019E+001, 2.67668E+001, 2.50151E+001, 2.59660E+001, 2.61061E+001, 1.79956E-002, 2.02632E-001, 2.39183E+002, 2.13509E-001, 3.58103E+001, 2.61815E+001, 1.27863E-001, 2.73960E+001, 2.50808E+001, 7.72761E-002, 2.63880E+001, 2.50176E+001, 1.47686E-005, 1.85430E-005, 2.03094E-005, 2.21158E-005, 2.54219E-005, 8.70987E-006, 1.58489E-005, 2.19156E-005, 2.28430E-005, 2.55938E-005, 2.29811E-006, 1.74137E-005, 2.34694E-005, 2.38442E-005, 2.38169E-005, 2.14498E-005, 2.47672E-005, 1.84638E-005, 1.04746E-006
 2.21005E+002, 2.54900E+001, 2.65300E+001, 3.91305E+001, 2.67863E+001, 2.50150E+001, 2.56173E+001, 2.60705E+001, 1.79958E-002, 2.02609E-001, 2.39645E+002, 2.13698E-001, 3.57811E+001, 2.61829E+001, 1.27331E-001, 2.73539E+001, 2.50808E+001, 6.91339E-002, 2.63975E+001, 2.50177E+001, 1.47029E-005, 1.85169E-005, 2.03923E-005, 2.22146E-005, 2.53748E-005, 8.55769E-006, 1.59768E-005, 2.20256E-005, 2.30319E-005, 2.55167E-005, 4.91054E-006, 1.77485E-005, 2.37538E-005, 2.37924E-005, 2.41141E-005, 2.15389E-005, 2.48623E-005, 1.85477E-005, 1.05964E-006
 2.22001E+002, 2.54894E+001, 2.65339E+001, 3.93292E+001, 2.65524E+001, 2.50149E+001, 2.53539E+001, 2.61103E+001, 1.79965E-002, 2.02567E-001, 2.40147E+002, 2.13876E-001, 3.59385E+001, 2.61841E+001, 1.26833E-001, 2.73402E+001, 2.50810E+001, 7.09811E-002, 2.63978E+001, 2.50178E+001, 1.46915E-005, 1.85079E-005, 2.05042E-005, 2.23420E-005, 2.54424E-005, 8.61225E-006, 1.61448E-005, 2.21399E-005, 2.32216E-005, 2.55927E-005, 2.73495E-006, 1.87369E-005, 2.35428E-005, 2.37971E-005, 2.41988E-005, 2.16269E-005, 2.49545E-005, 1.86305E-005, 1.07013E-006
 2.23003E+002, 2.54894E+001, 2.65285E+001, 4.01944E+001, 2.66366E+001, 2.50149E+001, 2.52235E+001, 2.63018E+001, 1.79969E-002, 2.02531E-001, 2.40657E+002, 2.13946E-001, 3.65938E+001, 2.61849E+001, 1.26613E-001, 2.74181E+001, 2.50813E+001, 7.80409E-002, 2.63302E+001, 2.50181E+001, 1.47161E-005, 1.85202E-005, 2.06239E-005, 2.24765E-005, 2.57299E-005, 8.80450E-006, 1.62590E-005, 2.22156E-005, 2.33819E-005, 2.55976E-005, 1.93040E-006, 1.99478E-005, 2.29585E-005, 2.38733E-005, 2.41354E-005, 2.17146E-005, 2.50437E-005, 1.87151E-005, 1.08081E-006
 2.24005E+002, 2.54895E+001, 2.65184E+001, 4.08467E+001, 2.67012E+001, 2.50150E+001, 2.51516E+001, 2.64978E+001, 1.79962E-002, 2.02509E-001, 2.41131E+002, 2.13914E-001, 3.74210E+001, 2.61854E+001, 1.26091E-001, 2.74302E+001, 2.50817E+001, 8.62894E-002, 2.62960E+001, 2.50184E+001, 1.47506E-005, 1.85525E-005, 2.07367E-005, 2.26117E-005, 2.60532E-005, 9.00901E-006, 1.62914E-005, 2.22803E-005, 2.34708E-005, 2.56771E-005, 1.79379E-006, 1.91209E-005, 2.25630E-005, 2.39653E-005, 2.40396E-005, 2.18033E-005, 2.51308E-005, 1.88035E-005, 1.09222E-006
 2.25001E+002, 2.54899E+001, 2.65136E+001, 4.10429E+001, 2.67919E+001, 2.50151E+001, 2.51261E+001, 2.64477E+001, 1.79945E-002, 2.02492E-001, 2.41564E+002, 2.14522E-001, 3.72530E+001, 2.61861E+001, 1.26300E-001, 2.74649E+001, 2.50822E+001, 8.66615E-002, 2.63315E+001, 2.50185E+001, 1.47794E-005, 1.86046E-005, 2.08455E-005, 2.27418E-005, 2.59847E-005, 9.17545E-006, 1.62898E-005, 2.23354E-005, 2.35277E-005, 2.58371E-005, 1.80350E-006, 1.73971E-005, 2.27055E-005, 2.41270E-005, 2.41667E-005, 2.18921E-005, 2.52184E-005, 1.88926E-005, 1.10402E-006
 2.26002E+002, 2.54910E+001, 2.65173E+001, 4.10023E+001, 2.70516E+001, 2.50153E+001, 2.51508E+001, 2.63061E+001, 1.79939E-002, 2.02480E-001, 2.42035E+002, 2.14443E-001, 3.66527E+001, 2.61870E+001, 1.26032E-001, 2.74813E+001, 2.50826E+001, 8.68543E-002, 2.62758E+001, 2.50185E+001, 1.48077E-005, 1.86803E-005, 2.09624E-005, 2.28803E-005, 2.60272E-005, 9.30034E-006, 1.63169E-005, 2.23274E-005, 2.35653E-005, 2.59356E-005, 1.83086E-006, 1.56711E-005, 2.30687E-005, 2.44941E-005, 2.44468E-005, 2.19800E-005, 2.53070E-005, 1.89775E-005, 1.11666E-006
 2.27004E+002, 2.54932E+001, 2.65229E+001, 4.08232E+001, 2.67126E+001, 2.50155E+001, 2.53619E+001, 2.61873E+001, 1.79940E-002, 2.02479E-001, 2.42569E+002, 2.14022E-001, 3.64603E+001, 2.61883E+001, 1.23994E-001, 2.73502E+001, 2.50830E+001, 9.10467E-002, 2.63534E+001, 2.50185E+001, 1.48507E-005, 1.87813E-005, 2.10919E-005, 2.30313E-005, 2.60965E-005, 9.38659E-006, 1.64086E-005, 2.22733E-005, 2.35984E-005, 2.61344E-005, 1.66641E-006, 1.53233E-005, 2.33072E-005, 2.46508E-005, 2.45363E-005, 2.20672E-005, 2.53943E-005, 1.90599E-005, 1.12913E-006
 2.28000E+002, 2.54959E+001, 2.65113E+001, 4.08071E+001, 2.65006E+001, 2.50158E+001, 2.57821E+001, 2.59304E+001, 1.79941E-002, 2.02485E-001, 2.43009E+002, 2.13681E-001, 3.66054E+001, 2.61902E+001, 1.24845E-001, 2.73950E+001, 2.50833E+001, 8.97167E-002, 2.63833E+001, 2.50185E+001, 1.49125E-005, 1.88988E-005, 2.12230E-005, 2.31490E-005, 2.62197E-005, 9.43576E-006, 1.65770E-005, 2.22080E-005, 2.36595E-005, 2.63555E-005, 1.58526E-006, 1.63481E-005, 2.34354E-005, 2.47095E-005, 2.46170E-005, 2.21551E-005, 2.54795E-005, 1.91462E-005, 1.14099E-006
 2.29002E+002, 2.54978E+001, 2.64792E+001, 4.09738E+001, 2.64653E+001, 2.50159E+001, 2.59177E+001, 2.61905E+001, 1.79950E-002, 2.02490E-001, 2.43328E+002, 2.14225E-001, 3.69618E+001, 2.61929E+001, 1.24481E-001, 2.73735E+001, 2.50834E+001, 8.58606E-002, 2.63760E+001, 2.50185E+001, 1.49773E-005, 1.90183E-005, 2.13387E-005, 2.32200E-005, 2.63882E-005, 9.44902E-006, 1.68325E-005, 2.21478E-005, 2.37191E-005, 2.64204E-005, 4.54551E-006, 1.74664E-005, 2.33409E-005, 2.46213E-005, 2.47022E-005, 2.22448E-005, 2.55628E-005, 1.92384E-005, 1.15506E-006
 2.30003E+002, 2.54977E+001, 2.64468E+001, 4.14612E+001, 2.64223E+001, 2.50158E+001, 2.58930E+001, 2.63485E+001, 1.79951E-002, 2.02495E-001, 2.43557E+002, 2.15113E-001, 3.75367E+001, 2.61965E+001, 1.24495E-001, 2.73661E+001, 2.50836E+001, 7.38950E-002, 2.63861E+001, 2.50186E+001, 1.50173E-005, 1.91289E-005, 2.14417E-005, 2.32918E-005, 2.65954E-005, 9.43937E-006, 1.71569E-005, 2.21180E-005, 2.37876E-005, 2.65215E-005, 1.01258E-005, 1.84336E-005, 2.32603E-005, 2.46253E-005, 2.47609E-005, 2.23348E-005, 2.56453E-005, 1.93306E-005, 1.16990E-006
 2.31005E+002, 2.54957E+001, 2.64312E+001, 4.15286E+001, 2.63754E+001, 2.50156E+001, 2.56583E+001, 2.60449E+001, 1.79951E-002, 2.02498E-001, 2.43749E+002, 2.15842E-001, 3.80386E+001, 2.62002E+001, 1.23189E-001, 2.73101E+001, 2.50838E+001, 6.85798E-002, 2.62256E+001, 2.50187E+001, 1.50235E-005, 1.92275E-005, 2.15518E-005, 2.33835E-005, 2.66179E-005, 9.44563E-006, 1.74668E-005, 2.21940E-005, 2.38545E-005, 2.65829E-005, 4.66131E-006, 1.92069E-005, 2.32914E-005, 2.49290E-005, 2.48974E-005, 2.24244E-005, 2.57291E-005, 1.94220E-005, 1.18549E-006
 2.32001E+002, 2.54931E+001, 2.64363E+001, 4.15774E+001, 2.62681E+001, 2.50153E+001, 2.53932E+001, 2.58916E+001, 1.79951E-002, 2.02486E-001, 2.43943E+002, 2.15908E-001, 3.83485E+001, 2.62029E+001, 1.22499E-001, 2.72778E+001, 2.50842E+001, 7.47775E-002, 2.61625E+001, 2.50187E+001, 1.50228E-005, 1.93160E-005, 2.16747E-005, 2.34915E-005, 2.67174E-005, 9.47998E-006, 1.76499E-005, 2.24501E-005, 2.39450E-005, 2.67150E-005, 2.53557E-006, 1.98918E-005, 2.30370E-005, 2.52186E-005, 2.50148E-005, 2.25146E-005, 2.58138E-005, 1.95162E-005, 1.20136E-006
 2.33003E+002, 2.54912E+001, 2.64603E+001, 4.18430E+001, 2.63778E+001, 2.50152E+001, 2.52053E+001, 2.58851E+001, 1.79952E-002, 2.02451E-001, 2.44190E+002, 2.15542E-001, 3.84397E+001, 2.62044E+001, 1.22636E-001, 2.73302E+001, 2.50849E+001, 7.99740E-002, 2.63120E+001, 2.50188E+001, 1.50506E-005, 1.94011E-005, 2.17877E-005, 2.36159E-005, 2.68669E-005, 9.42838E-006, 1.76244E-005, 2.28324E-005, 2.40145E-005, 2.68079E-005, 2.72628E-006, 2.12811E-005, 2.29344E-005, 2.53517E-005, 2.51959E-005, 2.26054E-005, 2.58984E-005, 1.96126E-005, 1.21868E-006
 2.34004E+002, 2.54907E+001, 2.64945E+001, 4.19881E+001, 2.64959E+001, 2.50151E+001, 2.51284E+001, 2.57574E+001, 1.79953E-002, 2.02396E-001, 2.44504E+002, 2.15034E-001, 3.82875E+001, 2.62052E+001, 1.23387E-001, 2.73743E+001, 2.50856E+001, 8.08506E-002, 2.64137E+001, 2.50191E+001, 1.51233E-005, 1.94849E-005, 2.18689E-005, 2.37484E-005, 2.69438E-005, 9.13192E-006, 1.74003E-005, 2.32413E-005, 2.40977E-005, 2.69562E-005, 3.14706E-006, 2.22835E-005, 2.43619E-005, 2.53067E-005, 2.54040E-005, 2.26954E-005, 2.59828E-005, 1.97060E-005, 1.23598E-006
 2.35001E+002, 2.54917E+001, 2.65235E+001, 4.20041E+001, 2.66271E+001, 2.50150E+001, 2.51440E+001, 2.60802E+001, 1.79954E-002, 2.02330E-001, 2.44865E+002, 2.14834E-001, 3.81586E+001, 2.62058E+001, 1.24343E-001, 2.74144E+001, 2.50861E+001, 7.98284E-002, 2.63818E+001, 2.50193E+001, 1.52368E-005, 1.95702E-005, 2.19248E-005, 2.38539E-005, 2.70277E-005, 8.74565E-006, 1.70865E-005, 2.36019E-005, 2.42018E-005, 2.70737E-005, 2.73153E-006, 2.20263E-005, 2.48599E-005, 2.53639E-005, 2.54165E-005, 2.27830E-005, 2.60657E-005, 1.97952E-005, 1.25153E-006
 2.36002E+002, 2.54935E+001, 2.65363E+001, 4.18917E+001, 2.67529E+001, 2.50151E+001, 2.52753E+001, 2.63483E+001, 1.79954E-002, 2.02268E-001, 2.45282E+002, 2.14966E-001, 3.81419E+001, 2.62068E+001, 1.24756E-001, 2.74274E+001, 2.50863E+001, 7.93121E-002, 2.62482E+001, 2.50192E+001, 1.53749E-005, 1.96627E-005, 2.19594E-005, 2.39100E-005, 2.71247E-005, 8.66599E-006, 1.68349E-005, 2.38270E-005, 2.43107E-005, 2.71055E-005, 2.05169E-006, 2.05323E-005, 2.46373E-005, 2.54079E-005, 2.54154E-005, 2.28681E-005, 2.61468E-005, 1.98801E-005, 1.26488E-006
 2.37004E+002, 2.54953E+001, 2.65355E+001, 4.18810E+001, 2.65524E+001, 2.50152E+001, 2.54994E+001, 2.62437E+001, 1.79954E-002, 2.02218E-001, 2.45740E+002, 2.15040E-001, 3.81151E+001, 2.62084E+001, 1.23443E-001, 2.73386E+001, 2.50863E+001, 8.35401E-002, 2.62163E+001, 2.50191E+001, 1.55161E-005, 1.97643E-005, 2.19756E-005, 2.39382E-005, 2.71904E-005, 8.91167E-006, 1.67224E-005, 2.39052E-005, 2.44198E-005, 2.71912E-005, 1.79106E-006, 1.87693E-005, 2.52978E-005, 2.55127E-005, 2.54099E-005, 2.29506E-005, 2.62289E-005, 1.99583E-005, 1.27625E-006
 2.38000E+002, 2.54961E+001, 2.65296E+001, 4.19082E+001, 2.64139E+001, 2.50153E+001, 2.55130E+001, 2.61437E+001, 1.79954E-002, 2.02184E-001, 2.46207E+002, 2.14845E-001, 3.81291E+001, 2.62105E+001, 1.22606E-001, 2.72727E+001, 2.50864E+001, 8.69101E-002, 2.62302E+001, 2.50191E+001, 1.56375E-005, 1.98682E-005, 2.19826E-005, 2.39665E-005, 2.72905E-005, 9.21655E-006, 1.67274E-005, 2.39189E-005, 2.45348E-005, 2.73507E-005, 1.69293E-006, 1.78129E-005, 2.53616E-005, 2.56082E-005, 2.54339E-005, 2.30335E-005, 2.63120E-005, 2.00348E-005, 1.28605E-006
 2.39002E+002, 2.54954E+001, 2.65222E+001, 4.18543E+001, 2.65004E+001, 2.50153E+001, 2.54221E+001, 2.60938E+001, 1.79953E-002, 2.02169E-001, 2.46642E+002, 2.15019E-001, 3.82772E+001, 2.62131E+001, 1.23908E-001, 2.73427E+001, 2.50866E+001, 8.30520E-002, 2.62579E+001, 2.50191E+001, 1.57267E-005, 1.99657E-005, 2.19995E-005, 2.40091E-005, 2.74073E-005, 9.51055E-006, 1.67974E-005, 2.39441E-005, 2.46425E-005, 2.74269E-005, 1.66511E-006, 1.83502E-005, 2.49234E-005, 2.57068E-005, 2.55056E-005, 2.31176E-005, 2.63962E-005, 2.01124E-005, 1.29468E-006
 2.40003E+002, 2.54934E+001, 2.65186E+001, 4.18755E+001, 2.65617E+001, 2.50153E+001, 2.54009E+001, 2.59920E+001, 1.79953E-002, 2.02159E-001, 2.47022E+002, 2.15464E-001, 3.83774E+001, 2.62158E+001, 1.24330E-001, 2.73681E+001, 2.50870E+001, 7.92912E-002, 2.63245E+001, 2.50191E+001, 1.57832E-005, 2.00549E-005, 2.20542E-005, 2.40802E-005, 2.74837E-005, 9.84264E-006, 1.68694E-005, 2.40267E-005, 2.47418E-005, 2.75283E-005, 1.71327E-006, 1.89011E-005, 2.41815E-005, 2.58194E-005, 2.56697E-005, 2.32034E-005, 2.64813E-005, 2.01943E-005, 1.30244E-006
 2.41005E+002, 2.54914E+001, 2.65210E+001, 4.20641E+001, 2.66339E+001, 2.50153E+001, 2.54125E+001, 2.61243E+001, 1.79952E-002, 2.02139E-001, 2.47392E+002, 2.15642E-001, 3.84376E+001, 2.62183E+001, 1.24784E-001, 2.74221E+001, 2.50875E+001, 7.57978E-002, 2.62352E+001, 2.50192E+001, 1.58057E-005, 2.01410E-005, 2.21667E-005, 2.41863E-005, 2.76006E-005, 1.02006E-005, 1.69659E-005, 2.41789E-005, 2.48532E-005, 2.76407E-005, 1.98668E-006, 1.87987E-005, 2.40978E-005, 2.59182E-005, 2.58070E-005, 2.32914E-005, 2.65665E-005, 2.02844E-005, 1.30960E-006
 2.42001E+002, 2.54908E+001, 2.65222E+001, 4.21838E+001, 2.66977E+001, 2.50153E+001, 2.52596E+001, 2.63627E+001, 1.79951E-002, 2.02108E-001, 2.47777E+002, 2.15674E-001, 3.84341E+001, 2.62202E+001, 1.24810E-001, 2.74521E+001, 2.50881E+001, 7.67937E-002, 2.61609E+001, 2.50193E+001, 1.57844E-005, 2.02288E-005, 2.23244E-005, 2.43196E-005, 2.76813E-005, 1.03970E-005, 1.72117E-005, 2.43176E-005, 2.49567E-005, 2.77250E-005, 2.90842E-006, 1.94198E-005, 2.36876E-005, 2.59240E-005, 2.58819E-005, 2.33813E-005, 2.66516E-005, 2.03813E-005, 1.31630E-006
 2.43003E+002, 2.54924E+001, 2.65167E+001, 4.22380E+001, 2.67595E+001, 2.50153E+001, 2.51582E+001, 2.63522E+001, 1.79951E-002, 2.02084E-001, 2.48167E+002, 2.15673E-001, 3.84615E+001, 2.62211E+001, 1.25235E-001, 2.74735E+001, 2.50888E+001, 7.61240E-002, 2.61415E+001, 2.50195E+001, 1.57287E-005, 2.03183E-005, 2.25122E-005, 2.44669E-005, 2.78338E-005, 1.03504E-005, 1.75964E-005, 2.43580E-005, 2.50369E-005, 2.78122E-005, 4.65093E-006, 2.06427E-005, 2.34322E-005, 2.58547E-005, 2.59505E-005, 2.34701E-005, 2.67348E-005, 2.04770E-005, 1.32261E-006
 2.44004E+002, 2.54960E+001, 2.65038E+001, 4.24200E+001, 2.68780E+001, 2.50152E+001, 2.51734E+001, 2.62568E+001, 1.79951E-002, 2.02080E-001, 2.48563E+002, 2.15620E-001, 3.85314E+001, 2.62216E+001, 1.25500E-001, 2.74837E+001, 2.50891E+001, 7.98024E-002, 2.61247E+001, 2.50199E+001, 1.56839E-005, 2.04025E-005, 2.26967E-005, 2.46110E-005, 2.81366E-005, 1.02717E-005, 1.79286E-005, 2.43005E-005, 2.50958E-005, 2.78603E-005, 3.39761E-006, 2.12533E-005, 2.37449E-005, 2.60132E-005, 2.60486E-005, 2.35579E-005, 2.68150E-005, 2.05697E-005, 1.32880E-006
 2.45001E+002, 2.55003E+001, 2.64888E+001, 4.26161E+001, 2.69102E+001, 2.50152E+001, 2.51192E+001, 2.60559E+001, 1.79951E-002, 2.02092E-001, 2.48954E+002, 2.15687E-001, 3.85981E+001, 2.62225E+001, 1.25255E-001, 2.74775E+001, 2.50893E+001, 8.55339E-002, 2.62082E+001, 2.50200E+001, 1.56710E-005, 2.04732E-005, 2.28430E-005, 2.47301E-005, 2.84050E-005, 1.03586E-005, 1.80765E-005, 2.42455E-005, 2.51592E-005, 2.79140E-005, 2.19080E-006, 1.95167E-005, 2.42182E-005, 2.62277E-005, 2.62170E-005, 2.36445E-005, 2.68941E-005, 2.06605E-005, 1.33603E-006
 2.46002E+002, 2.55041E+001, 2.64815E+001, 4.27220E+001, 2.69037E+001, 2.50153E+001, 2.51495E+001, 2.59296E+001, 1.79953E-002, 2.02098E-001, 2.49335E+002, 2.15948E-001, 3.86956E+001, 2.62242E+001, 1.24713E-001, 2.74815E+001, 2.50893E+001, 8.47694E-002, 2.63730E+001, 2.50199E+001, 1.56787E-005, 2.05282E-005, 2.29547E-005, 2.48113E-005, 2.84879E-005, 1.06857E-005, 1.82022E-005, 2.42706E-005, 2.52376E-005, 2.79891E-005, 2.82731E-006, 1.96398E-005, 2.46204E-005, 2.62700E-005, 2.62805E-005, 2.37296E-005, 2.69746E-005, 2.07505E-005, 1.34619E-006
 2.47004E+002, 2.55072E+001, 2.64815E+001, 4.28310E+001, 2.68734E+001, 2.50153E+001, 2.52537E+001, 2.60682E+001, 1.79953E-002, 2.02094E-001, 2.49690E+002, 2.16296E-001, 3.86896E+001, 2.62261E+001, 1.24307E-001, 2.74706E+001, 2.50893E+001, 8.31329E-002, 2.64002E+001, 2.50198E+001, 1.57192E-005, 2.05718E-005, 2.30560E-005, 2.48655E-005, 2.84777E-005, 1.10825E-005, 1.85337E-005, 2.43106E-005, 2.53122E-005, 2.80876E-005, 2.14625E-006, 1.81771E-005, 2.49626E-005, 2.63535E-005, 2.62329E-005, 2.38146E-005, 2.70563E-005, 2.08414E-005, 1.35999E-006
