s,C,C,C,C,C,C,C,kW,mol/mol,Pa,m,C,C,m,C,C,m,C,C
 6.10039E+001, 2.52344E+001, 2.59895E+001, 5.04798E+001, 2.73345E+001, 2.50233E+001, 2.54842E+001, 2.55878E+001, 2.09966E-002, 2.05871E-001, 1.73948E+002, 2.15993E-001, 4.11224E+001, 2.57845E+001, 1.40629E-001, 2.73577E+001, 2.50313E+001, 1.02892E-001, 2.64109E+001, 2.50101E+001
 6.20011E+001, 2.52429E+001, 2.60081E+001, 4.90044E+001, 2.70599E+001, 2.50235E+001, 2.54267E+001, 2.58246E+001, 2.09966E-002, 2.05861E-001, 1.74904E+002, 2.15752E-001, 4.03975E+001, 2.57849E+001, 1.39830E-001, 2.73129E+001, 2.50317E+001, 9.37491E-002, 2.62834E+001, 2.50101E+001
 6.30031E+001, 2.52520E+001, 2.60312E+001, 4.78735E+001, 2.68887E+001, 2.50236E+001, 2.57675E+001, 2.59915E+001, 2.09967E-002, 2.05851E-001, 1.75785E+002, 2.15791E-001, 4.01069E+001, 2.57855E+001, 1.38550E-001, 2.72527E+001, 2.50322E+001, 9.00569E-002, 2.62223E+001, 2.50101E+001
 6.40002E+001, 2.52613E+001, 2.60580E+001, 4.75739E+001, 2.67583E+001, 2.50236E+001, 2.58152E+001, 2.58623E+001, 2.09967E-002, 2.05835E-001, 1.76601E+002, 2.15862E-001, 3.99423E+001, 2.57874E+001, 1.37147E-001, 2.71938E+001, 2.50326E+001, 9.03087E-002, 2.62214E+001, 2.50100E+001
 6.50022E+001, 2.52704E+001, 2.60930E+001, 4.68678E+001, 2.68066E+001, 2.50234E+001, 2.56471E+001, 2.56649E+001, 2.09966E-002, 2.05810E-001, 1.77432E+002, 2.15593E-001, 3.94819E+001, 2.57909E+001, 1.37687E-001, 2.72636E+001, 2.50330E+001, 9.07157E-002, 2.62081E+001, 2.50100E+001
 6.60042E+001, 2.52792E+001, 2.61385E+001, 4.63405E+001, 2.69293E+001, 2.50228E+001, 2.53938E+001, 2.56997E+001, 2.09966E-002, 2.05774E-001, 1.78325E+002, 2.14970E-001, 3.88122E+001, 2.57954E+001, 1.39301E-001, 2.73906E+001, 2.50334E+001, 9.38546E-002, 2.61762E+001, 2.50100E+001
 6.70014E+001, 2.52874E+001, 2.61884E+001, 4.59310E+001, 2.69945E+001, 2.50224E+001, 2.52930E+001, 2.57781E+001, 2.09965E-002, 2.05736E-001, 1.79208E+002, 2.13999E-001, 3.80916E+001, 2.58002E+001, 1.37630E-001, 2.72938E+001, 2.50338E+001, 9.60074E-002, 2.61673E+001, 2.50100E+001
 6.80034E+001, 2.52946E+001, 2.62151E+001, 4.67137E+001, 2.69795E+001, 2.50222E+001, 2.54296E+001, 2.57270E+001, 2.09966E-002, 2.05709E-001, 1.80072E+002, 2.13704E-001, 3.81942E+001, 2.58053E+001, 1.37514E-001, 2.72878E+001, 2.50342E+001, 9.91154E-002, 2.61956E+001, 2.50102E+001
 6.90006E+001, 2.53006E+001, 2.62064E+001, 4.61605E+001, 2.68919E+001, 2.50220E+001, 2.53230E+001, 2.55322E+001, 2.09965E-002, 2.05693E-001, 1.80926E+002, 2.14098E-001, 3.81913E+001, 2.58110E+001, 1.38428E-001, 2.73410E+001, 2.50346E+001, 1.22071E-001, 2.60835E+001, 2.50104E+001
 7.00026E+001, 2.53052E+001, 2.61898E+001, 4.60730E+001, 2.68626E+001, 2.50218E+001, 2.52260E+001, 2.55763E+001, 2.09966E-002, 2.05678E-001, 1.81719E+002, 2.14761E-001, 3.82932E+001, 2.58165E+001, 1.39490E-001, 2.73753E+001, 2.50350E+001, 2.30000E-001, 2.58837E+001, 2.50105E+001
 7.10046E+001, 2.53085E+001, 2.61866E+001, 4.63011E+001, 2.69542E+001, 2.50215E+001, 2.52342E+001, 2.55481E+001, 2.09966E-002, 2.05648E-001, 1.82449E+002, 2.14896E-001, 3.82792E+001, 2.58218E+001, 1.39141E-001, 2.73098E+001, 2.50353E+001, 2.27911E-001, 2.58934E+001, 2.50104E+001
 7.20017E+001, 2.53109E+001, 2.61925E+001, 4.66202E+001, 2.67645E+001, 2.50214E+001, 2.53373E+001, 2.54804E+001, 2.09965E-002, 2.05599E-001, 1.83153E+002, 2.14780E-001, 3.81795E+001, 2.58269E+001, 1.36588E-001, 2.71331E+001, 2.50357E+001, 8.99595E-002, 2.61792E+001, 2.50103E+001
 7.30037E+001, 2.53125E+001, 2.62000E+001, 4.68607E+001, 2.66243E+001, 2.50212E+001, 2.54398E+001, 2.55703E+001, 2.09965E-002, 2.05540E-001, 1.83881E+002, 2.14568E-001, 3.81172E+001, 2.58319E+001, 1.36264E-001, 2.70984E+001, 2.50361E+001, 8.88732E-002, 2.63698E+001, 2.50103E+001
 7.40009E+001, 2.53139E+001, 2.62091E+001, 4.70910E+001, 2.65334E+001, 2.50210E+001, 2.54599E+001, 2.56228E+001, 2.09966E-002, 2.05484E-001, 1.84661E+002, 2.14336E-001, 3.81346E+001, 2.58366E+001, 1.37721E-001, 2.71795E+001, 2.50365E+001, 8.21765E-002, 2.63319E+001, 2.50103E+001
 7.50029E+001, 2.53152E+001, 2.62234E+001, 4.74736E+001, 2.65045E+001, 2.50207E+001, 2.54715E+001, 2.59954E+001, 2.09967E-002, 2.05442E-001, 1.85499E+002, 2.14163E-001, 3.81770E+001, 2.58413E+001, 1.37970E-001, 2.71929E+001, 2.50369E+001, 7.69115E-002, 2.64451E+001, 2.50103E+001
