General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;;%;%;%;Pa;-;g;g/s;Pa;%;kW/m²;°C;°C;°C;°C;°C;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;;
;;684;20,94700;0,05700;0,005000;127,650;100,47;1635,5699;0,000;100,082;43,100;0,005;302,250;301,350;26,50;317,683;263,164;0,000;42,500;46,100;45,000;302,050;;;;;0,00;0,00;0,00;3,00;3,48;15,265;26,561;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,4882;0,00000;0,0000;0,00000000;0,00000000;-0,00416;Infinity;3,6382;27,944460;-0,003908;23,914555;23,843345;-0,0008;-0,0925;0,00;0,00;0,00;0,00;0,44;;5,314;5,338;0,0661656;20,94700;0,05700;-0,00900;0,0007941;;1673,70;684,00;;;
;;685;20,94600;0,05700;0,000000;127,275;100,47;1635,5699;0,000;100,080;43,100;0,005;302,250;301,450;26,50;317,683;263,164;0,000;42,500;46,100;45,000;302,050;;;;;0,00;0,00;0,00;3,00;3,48;15,296;26,574;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,4556;0,00000;0,0000;0,00000000;0,00000000;0,00053;Infinity;3,6446;27,903382;-0,003962;23,879401;23,816196;-0,0008;-0,0937;0,00;0,00;0,00;0,00;0,51;;5,316;5,342;0,0570419;20,94500;0,05600;0,01000;0,0006871;;1673,70;685,00;;;
;;686;20,94700;0,05700;0,011000;132,975;100,46;1635,5699;0,000;100,080;43,100;0,005;302,350;301,350;26,50;317,683;263,164;0,000;42,500;46,100;45,000;302,050;;;;;0,00;0,00;0,00;3,00;3,48;15,248;26,550;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,1928;0,00000;0,0000;0,00000000;0,00000000;0,00079;Infinity;3,6498;28,516647;-0,003827;24,412301;24,331559;-0,0008;-0,0924;0,00;0,00;0,00;0,00;0,45;;5,317;5,342;0,0458836;20,94700;0,05700;0,01100;0,0005411;;1673,70;686,00;;;
;;687;20,94700;0,05700;0,015000;126,075;100,47;1635,5699;0,000;100,072;43,100;0,005;302,250;301,450;26,50;317,683;263,164;0,000;42,500;46,100;45,000;302,050;;;;;0,00;0,00;0,00;3,00;3,48;15,273;26,585;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,7450;0,00000;0,0000;0,00000000;0,00000000;0,00346;Infinity;3,6536;27,771529;-0,003898;23,766562;23,703656;-0,0008;-0,0917;0,00;0,00;0,00;0,00;0,44;;5,315;5,341;0,0330904;20,94700;0,05700;0,02200;0,0004019;;1673,70;687,00;;;
;;688;20,94600;0,05800;0,040000;130,025;100,46;1635,5699;0,000;100,080;43,100;0,005;302,250;301,350;26,50;317,717;263,164;0,000;42,500;46,100;45,100;302,050;;;;;0,00;0,00;0,00;3,00;3,48;15,292;26,577;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,0463;0,00000;0,0000;-0,00082397;-0,00082397;-0,00022;-3,49242;3,6586;28,203222;-0,003814;24,136001;24,064132;-0,0008;-0,0911;0,00;0,00;0,00;0,00;0,41;;5,314;5,341;0,0445888;20,94800;0,05700;0,00700;0,0005313;;1673,70;688,00;;;
;;689;20,94800;0,05700;0,014000;130,675;100,46;1635,5699;0,000;100,072;43,100;0,005;302,250;301,350;26,50;317,717;263,164;0,000;42,500;46,100;45,100;302,050;;;;;0,00;0,00;0,00;3,00;3,48;15,288;26,574;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,0271;0,00000;0,0000;0,00576782;0,00576782;0,00103;0,50016;3,6637;28,273629;-0,003816;24,196254;24,124206;-0,0008;-0,0914;0,00;0,00;0,00;0,00;0,45;;5,314;5,338;0,0444197;20,94700;0,05700;0,01200;0,0005284;;1673,70;689,00;;;
;;690;20,94800;0,05800;0,017000;125,975;100,45;1635,5601;0,000;100,072;43,100;0,005;302,250;301,350;26,50;317,717;263,164;0,000;42,500;46,100;45,100;302,050;;;;;0,00;0,00;0,00;3,00;3,49;15,311;26,558;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,2472;0,00000;0,0000;0,00576782;0,00576782;-0,00168;0,49109;3,6699;27,760513;-0,003767;23,757135;23,686395;-0,0008;-0,0886;0,00;0,00;0,00;0,00;0,44;;5,314;5,338;0,0552000;20,94700;0,05700;0,00100;0,0006676;;1673,69;690,00;;;
;;691;20,94600;0,05700;0,006000;131,525;100,45;1635,5601;0,000;100,082;43,100;0,005;302,250;301,350;26,50;317,650;263,164;0,000;42,500;46,000;45,000;302,050;;;;;0,00;0,00;0,00;3,00;3,49;15,303;26,580;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,9279;0,00000;0,0000;-0,00082397;-0,00082397;-0,00197;-3,51251;3,6758;28,365435;-0,003769;24,274821;24,202538;-0,0008;-0,0906;0,00;0,00;0,00;0,00;0,41;;5,315;5,338;0,0523792;20,94800;0,05700;0,00000;0,0006199;;1673,69;691,00;;;
;;692;20,94700;0,05700;-0,004000;130,025;100,45;1635,5601;0,000;100,080;43,100;0,005;302,250;301,350;26,50;317,650;263,164;0,000;42,500;46,000;45,000;302,050;;;;;0,00;0,00;0,00;3,00;3,49;15,317;26,569;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,9251;0,00000;0,0000;0,00000000;0,00000000;0,00003;Infinity;3,6808;28,203222;-0,003771;24,136001;24,064132;-0,0008;-0,0901;0,00;0,00;0,00;0,00;0,41;;5,315;5,338;0,0435186;20,94800;0,05700;0,00800;0,0005187;;1673,69;692,00;;;
;;693;20,94600;0,05700;-0,015000;130,400;100,45;1635,5601;0,000;100,080;43,100;0,005;302,250;301,350;26,50;317,650;263,158;0,000;42,500;46,000;45,000;302,050;;;;;0,00;0,00;0,00;3,00;3,49;15,235;26,582;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,4153;0,00000;0,0000;0,00000000;0,00000000;0,00228;Infinity;3,6852;28,243862;-0,003772;24,170780;24,098808;-0,0008;-0,0903;0,00;0,00;0,00;0,00;0,45;;5,315;5,338;0,0390134;20,94700;0,05700;0,01700;0,0004651;;1673,69;693,00;;;
;;694;20,94700;0,05700;-0,003000;132,900;100,46;1635,5601;0,000;100,080;43,100;0,005;302,250;301,350;26,50;317,617;263,158;0,000;42,400;46,000;45,000;302,050;;;;;0,00;0,00;0,00;3,00;3,49;15,317;26,574;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,6703;0,00000;0,0000;0,00000000;0,00000000;0,00305;Infinity;3,6898;28,513321;-0,003791;24,401379;24,328720;-0,0008;-0,0916;0,00;0,00;0,00;0,00;0,49;;5,313;5,338;0,0412669;20,94600;0,05700;0,02000;0,0004875;;1673,69;694,00;;;
;;695;20,94700;0,05600;-0,009000;128,325;100,47;1635,5601;0,000;100,080;43,100;0,005;302,250;301,350;26,50;317,617;263,158;0,000;42,400;46,000;45,000;302,050;;;;;0,00;0,00;0,00;3,00;3,49;15,330;26,585;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,5752;0,00000;0,0000;-0,00083415;-0,00083415;0,00572;-3,94128;3,6924;28,018246;-0,003896;23,977700;23,906302;-0,0008;-0,0925;0,00;0,00;0,01;0,00;0,44;;5,311;5,333;0,0227545;20,94700;0,05800;0,03100;0,0002753;;1673,69;695,00;;;
;;696;20,94700;0,05700;0,010000;125,800;100,46;1635,5601;0,000;100,080;43,100;0,005;302,250;301,350;26,50;317,650;263,158;0,000;42,500;46,000;45,000;302,050;;;;;0,00;0,00;0,00;3,00;3,50;15,286;26,558;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,0992;0,00000;0,0000;0,00583903;0,00583903;0,00248;0,55747;3,6965;27,741224;-0,003829;23,740627;23,669936;-0,0008;-0,0900;0,00;0,00;0,00;0,00;0,44;;5,308;5,333;0,0362204;20,94700;0,05800;0,01800;0,0004398;;1673,69;696,00;;;
;;697;20,94500;0,05700;0,011000;121,775;100,46;1635,5500;0,000;100,080;43,100;0,005;302,250;301,350;26,50;317,583;263,158;0,000;42,400;45,900;45,000;302,050;;;;;0,00;0,00;0,00;3,00;3,50;15,292;26,574;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,4521;0,00000;0,0000;0,00583903;0,00583903;0,00798;0,47694;3,6980;27,293823;-0,003882;23,357747;23,288195;-0,0008;-0,0897;0,00;0,00;0,01;0,00;0,43;;5,305;5,323;0,0128309;20,94700;0,05700;0,04100;0,0001613;;1673,68;697,00;;;
;;698;20,94700;0,05700;0,022000;130,050;100,47;1635,5500;0,000;100,080;43,100;0,005;302,250;301,450;26,50;317,583;263,158;0,000;42,400;45,900;45,000;302,050;;;;;0,00;0,00;0,00;3,00;3,50;15,320;26,558;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,7718;0,00000;0,0000;-0,00083415;-0,00083415;0,00476;-3,45017;3,7017;28,205933;-0,003900;24,138321;24,074431;-0,0008;-0,0932;0,00;0,00;0,00;0,00;0,48;;5,301;5,323;0,0333276;20,94600;0,05700;0,02700;0,0003990;;1673,68;698,00;;;
;;699;20,94700;0,05700;0,007000;126,375;100,47;1635,5500;0,000;100,080;43,100;0,005;302,250;301,450;26,50;317,617;263,158;0,000;42,400;46,000;45,000;302,050;;;;;0,00;0,00;0,00;3,00;3,50;15,273;26,577;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,2264;0,00000;0,0000;0,00000000;0,00000000;0,00273;Infinity;3,7060;27,804551;-0,003953;23,794822;23,731842;-0,0008;-0,0931;0,00;0,00;0,00;0,00;0,44;;5,299;5,316;0,0373442;20,94700;0,05600;0,01900;0,0004525;;1673,68;699,00;;;
;;700;20,94800;0,05700;0,012000;130,475;100,47;1635,5500;0,000;100,080;43,100;0,005;302,250;301,450;26,50;317,583;263,158;0,000;42,400;45,900;45,000;302,050;;;;;0,00;0,00;0,00;3,00;3,50;15,282;26,582;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,7512;0,00000;0,0000;0,00000000;0,00000000;-0,00047;Infinity;3,7117;28,251984;-0,003972;24,177731;24,113737;-0,0008;-0,0951;0,00;0,00;0,00;0,00;0,45;;5,298;5,316;0,0508179;20,94700;0,05700;0,00600;0,0006043;;1673,68;700,00;;;
;;701;20,94700;0,05700;0,001000;122,100;100,47;1635,5500;0,000;100,072;43,100;0,005;302,250;301,450;26,50;317,550;263,158;0,000;42,400;45,900;44,900;302,050;;;;;0,00;0,00;0,00;3,00;3,50;15,301;26,590;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,0338;0,00000;0,0000;0,00000000;0,00000000;-0,00166;Infinity;3,7177;27,330220;-0,003973;23,388896;23,326989;-0,0008;-0,0920;0,00;0,00;0,00;0,00;0,43;;5,299;5,315;0,0533145;20,94700;0,05800;0,00100;0,0006549;;1673,68;701,00;;;
;;702;20,94700;0,05700;0,000000;125,775;100,47;1635,5500;0,000;100,080;43,100;0,005;302,250;301,450;26,50;317,550;263,158;0,000;42,400;45,900;44,900;302,050;;;;;0,00;0,00;0,00;3,00;3,50;15,263;26,577;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,5210;0,00000;0,0000;0,00000000;0,00000000;-0,00315;Infinity;3,7253;27,738467;-0,003888;23,738268;23,675438;-0,0008;-0,0914;0,00;0,00;0,00;0,00;0,47;;5,301;5,315;0,0664560;20,94600;0,05700;-0,00500;0,0008038;;1673,68;702,00;;;
;;703;20,94800;0,05700;0,008000;132,950;100,47;1635,5500;0,000;100,080;43,100;0,005;302,250;301,450;26,50;317,550;263,158;0,000;42,400;45,900;44,900;302,050;;;;;0,00;0,00;0,00;3,00;3,51;15,271;26,572;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,8231;0,00000;0,0000;0,00000000;0,00000000;-0,00223;Infinity;3,7331;28,518683;-0,003941;24,405969;24,341371;-0,0008;-0,0952;0,00;0,00;0,00;0,00;0,52;;5,305;5,320;0,0691253;20,94500;0,05700;-0,00100;0,0008136;;1673,68;703,00;;;
;;704;20,94800;0,05700;0,017000;129,750;100,47;1635,5500;0,000;100,072;43,100;0,005;302,250;301,450;26,50;317,550;263,158;0,000;42,400;45,900;44,900;302,050;;;;;0,00;0,00;0,00;3,00;3,51;15,267;26,588;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,8239;0,00000;0,0000;0,00000000;0,00000000;-0,00270;Infinity;3,7399;28,173381;-0,003925;24,110463;24,046647;-0,0008;-0,0937;0,00;0,00;0,00;0,00;0,45;;5,308;5,320;0,0602960;20,94700;0,05700;-0,00300;0,0007182;;1673,68;704,00;;;
;;705;20,94700;0,05800;0,020000;133,725;100,47;1635,5500;0,000;100,080;43,100;0,005;302,250;301,450;26,50;317,550;263,158;0,000;42,400;45,900;44,900;302,050;;;;;0,00;0,00;0,00;3,00;3,51;15,275;26,590;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,7728;0,00000;0,0000;0,00000000;0,00000000;-0,00123;Infinity;3,7467;28,601684;-0,003960;24,477000;24,412214;-0,0008;-0,0960;0,00;0,00;0,00;0,00;0,49;;5,310;5,326;0,0598448;20,94600;0,05700;0,00300;0,0007026;;1673,68;705,00;;;
;;706;20,94600;0,05800;0,031000;130,125;100,47;1635,5500;0,000;100,080;43,100;0,005;302,250;301,450;26,50;317,517;263,158;0,000;42,300;45,900;44,900;302,050;;;;;0,00;0,00;0,00;3,00;3,51;15,303;26,577;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,6503;0,00000;0,0000;-0,00083415;-0,00083415;-0,00022;-3,96884;3,7533;28,214066;-0,003892;24,145281;24,081372;-0,0008;-0,0930;0,00;0,00;0,00;0,00;0,52;;5,312;5,326;0,0587618;20,94500;0,05800;0,00700;0,0006998;;1673,68;706,00;;;
;;707;20,94700;0,05700;0,018000;125,550;100,47;1635,5500;0,000;100,084;43,100;0,005;302,250;301,450;26,50;317,517;263,158;0,000;42,300;45,900;44,900;302,050;;;;;0,00;0,00;0,00;3,00;3,51;15,282;26,585;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,4908;0,00000;0,0000;0,00583903;0,00583903;0,00126;0,41164;3,7588;27,713646;-0,003944;23,717027;23,654252;-0,0008;-0,0926;0,00;0,00;0,00;0,00;0,47;;5,313;5,328;0,0485163;20,94600;0,05600;0,01300;0,0005888;;1673,68;707,00;;;
;;708;20,94700;0,05700;0,041000;125,725;100,47;1635,5400;0,000;100,080;43,100;0,005;302,250;301,450;26,50;317,483;263,158;0,000;42,300;45,800;44,900;302,050;;;;;0,00;0,00;0,00;3,00;3,51;15,265;26,561;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,6456;0,00000;0,0000;0,00583903;0,00583903;-0,00046;0,48462;3,7645;27,732953;-0,003911;23,733550;23,670732;-0,0008;-0,0919;0,00;0,00;0,00;0,00;0,44;;5,313;5,328;0,0498843;20,94700;0,05700;0,00600;0,0006043;;1673,67;708,00;;;
;;709;20,94700;0,05600;0,027000;125,725;100,47;1635,5400;0,000;100,080;43,100;0,005;302,250;301,450;26,50;317,483;263,158;0,000;42,300;45,800;44,900;302,050;;;;;0,00;0,00;0,00;3,00;3,51;15,276;26,596;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,9780;0,00000;0,0000;-0,00083415;-0,00083415;0,00297;-3,39232;3,7685;27,732953;-0,003911;23,733550;23,670732;-0,0008;-0,0919;0,00;0,00;0,00;0,00;0,44;;5,312;5,326;0,0351498;20,94700;0,05700;0,02000;0,0004272;;1673,67;709,00;;;
;;710;20,94600;0,05700;0,019000;126,250;100,47;1635,5400;0,000;100,080;43,100;0,005;302,250;301,450;26,50;317,450;263,158;0,000;42,300;45,800;44,800;302,050;;;;;0,00;0,00;0,00;3,00;3,52;15,265;26,596;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,2540;0,00000;0,0000;0,00000000;0,00000000;-0,00168;Infinity;3,7747;27,790796;-0,003894;23,783051;23,720102;-0,0008;-0,0917;0,00;0,00;0,00;0,00;0,44;;5,312;5,326;0,0552602;20,94700;0,05700;0,00100;0,0006676;;1673,67;710,00;;;
;;711;20,94700;0,05800;0,006000;128,600;100,46;1635,5400;0,000;100,078;43,100;0,005;302,250;301,450;26,50;317,450;263,158;0,000;42,300;45,800;44,800;302,050;;;;;0,00;0,00;0,00;3,00;3,52;15,280;26,585;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,9662;0,00000;0,0000;0,00000000;0,00000000;-0,00393;Infinity;3,7827;28,048250;-0,003878;24,003378;23,939845;-0,0008;-0,0922;0,00;0,00;0,00;0,00;0,48;;5,315;5,328;0,0703894;20,94600;0,05700;-0,00800;0,0008418;;1673,67;711,00;;;
;;712;20,94700;0,05700;0,001000;127,325;100,46;1635,5400;0,000;100,078;43,100;0,005;302,250;301,450;26,50;317,450;263,158;0,000;42,300;45,800;44,800;302,050;;;;;0,00;0,00;0,00;3,00;3,52;15,259;26,590;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,6713;0,00000;0,0000;-0,00083415;-0,00083415;-0,00366;-3,41384;3,7893;27,908863;-0,003844;23,884092;23,820875;-0,0008;-0,0909;0,00;0,00;0,00;0,00;0,41;;5,317;5,328;0,0589472;20,94800;0,05700;-0,00700;0,0007084;;1673,67;712,00;;;
;;713;20,94700;0,05700;-0,005000;128,675;100,46;1635,5400;0,000;100,080;43,100;0,005;302,250;301,450;26,50;317,450;263,158;0,000;42,300;45,800;44,800;302,050;;;;;0,00;0,00;0,00;3,00;3,52;15,301;26,588;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,2610;0,00000;0,0000;0,00583903;0,00583903;-0,00071;0,49027;3,7946;28,056429;-0,003845;24,010377;23,946825;-0,0008;-0,0914;0,00;0,00;0,00;0,00;0,41;;5,318;5,332;0,0464860;20,94800;0,05700;0,00500;0,0005566;;1673,67;713,00;;;
;;714;20,94600;0,05700;-0,001000;125,825;100,46;1635,5300;0,000;100,080;43,100;0,005;302,250;301,350;26,50;317,450;263,158;0,000;42,300;45,800;44,800;302,050;;;;;0,00;0,00;0,00;3,00;3,52;15,320;26,574;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,7266;0,00000;0,0000;0,00583903;0,00583903;0,00003;0,55753;3,7993;27,743981;-0,003811;23,742987;23,672289;-0,0008;-0,0896;0,00;0,00;0,00;0,00;0,41;;5,318;5,332;0,0417642;20,94800;0,05800;0,00800;0,0005060;;1673,66;714,00;;;
;;715;20,94500;0,05700;-0,003000;132,125;100,46;1635,5300;0,000;100,080;43,100;0,005;302,250;301,350;26,50;317,450;263,158;0,000;42,300;45,800;44,800;302,050;;;;;0,00;0,00;0,00;3,00;3,52;15,288;26,580;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,9328;0,00000;0,0000;-0,00083415;-0,00083415;0,00129;-3,47758;3,8043;28,430062;-0,003811;24,330127;24,257680;-0,0008;-0,0918;0,00;0,00;0,00;0,00;0,45;;5,317;5,331;0,0435865;20,94700;0,05700;0,01300;0,0005158;;1673,66;715,00;;;
;;716;20,94700;0,05800;0,003000;130,150;100,46;1635,5300;0,000;100,084;43,100;0,005;302,250;301,450;26,50;317,450;263,158;0,000;42,300;45,800;44,800;302,050;;;;;0,00;0,00;0,00;3,00;3,52;15,273;26,590;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,6534;0,00000;0,0000;0,00000000;0,00000000;0,00178;Infinity;3,8089;28,216776;-0,003845;24,147600;24,083685;-0,0008;-0,0919;0,00;0,00;0,00;0,00;0,45;;5,316;5,331;0,0411178;20,94700;0,05700;0,01500;0,0004905;;1673,66;716,00;;;
;;717;20,94600;0,05600;0,007000;131,000;100,46;1635,5300;0,000;100,078;43,100;0,005;302,250;301,450;26,50;317,450;263,158;0,000;42,300;45,800;44,800;302,050;;;;;0,00;0,00;0,00;3,00;3,53;15,309;26,585;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,3586;0,00000;0,0000;0,00000000;0,00000000;0,00628;Infinity;3,8113;28,308767;-0,003845;24,226324;24,162202;-0,0008;-0,0922;0,00;0,00;0,01;0,00;0,45;;5,314;5,326;0,0208406;20,94700;0,05800;0,03300;0,0002499;;1673,66;717,00;;;
;;718;20,94500;0,05700;0,013000;131,075;100,46;1635,5300;0,000;100,084;43,100;0,005;302,250;301,350;26,50;317,350;263,158;0,000;42,200;45,700;44,700;302,050;;;;;0,00;0,00;0,00;3,00;3,53;15,259;26,585;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,5433;0,00000;0,0000;0,00000000;0,00000000;0,00528;Infinity;3,8148;28,316870;-0,003828;24,233259;24,161100;-0,0008;-0,0918;0,00;0,00;0,01;0,00;0,48;;5,311;5,326;0,0313087;20,94600;0,05700;0,02900;0,0003736;;1673,66;718,00;;;
;;719;20,94600;0,05700;0,006000;132,625;100,46;1635,5300;0,000;100,082;43,100;0,005;302,250;301,350;26,50;317,350;263,158;0,000;42,200;45,700;44,700;302,050;;;;;0,00;0,00;0,00;3,00;3,53;15,288;26,572;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,6335;0,00000;0,0000;0,00000000;0,00000000;0,00431;Infinity;3,8195;28,483805;-0,003862;24,376120;24,303536;-0,0008;-0,0932;0,00;0,00;0,00;0,00;0,52;;5,309;5,321;0,0409414;20,94500;0,05700;0,02500;0,0004846;;1673,66;719,00;;;
