General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;;%;%;%;Pa;-;g;g/s;Pa;%;kW/m²;°C;°C;°C;°C;°C;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;;
;;1691;20,94800;0,05000;0,002000;129,450;99,94;-1,4300;0,000;100,670;39,300;0,005;298,950;298,450;25,40;304,850;263,151;0,000;31,200;32,400;31,500;301,350;;;;;0,00;0,00;0,00;3,00;5,07;15,532;25,864;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00583291;0,00583291;0,00442;0,18345;20,9913;28,361489;0,000730;24,006445;23,966294;0,0002;0,1466;0,08;76,26;0,00;0,00;0,65;;12,401;12,721;0,0000000;20,94800;0,05200;0,01600;-0,0001029;;9,79;1691,00;;;
;;1692;20,94800;0,05100;0,013000;128,400;99,94;-1,4300;0,000;100,666;39,300;0,005;298,950;298,550;25,40;304,850;263,151;0,000;31,200;32,400;31,500;301,350;;;;;0,00;0,00;0,00;3,00;5,07;15,561;25,853;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;-0,00083327;-0,00083327;0,00191;-1,27894;20,9913;28,246230;0,000692;23,908885;23,876895;0,0001;0,1384;0,08;76,40;0,00;0,00;0,05;;12,393;12,721;0,0000000;20,95000;0,05200;0,00600;-0,0000971;;9,79;1692,00;;;
;;1693;20,94900;0,05100;-0,004000;127,850;99,94;-1,4300;0,000;100,670;39,300;0,005;298,950;298,550;25,40;304,850;263,151;0,000;31,200;32,400;31,500;301,350;;;;;0,00;0,00;0,00;3,00;5,07;15,608;25,848;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00265;Infinity;20,9913;28,185670;0,000688;23,857624;23,825702;0,0001;0,1374;0,08;76,53;0,00;0,00;0,05;;12,386;12,706;0,0000000;20,95000;0,05100;0,00900;-0,0001224;;9,79;1693,00;;;
;;1694;20,95000;0,05100;-0,005000;134,375;99,94;-1,4300;0,000;100,670;39,300;0,005;298,950;298,450;25,40;304,850;263,151;0,000;31,200;32,400;31,500;301,350;;;;;0,00;0,00;0,00;3,00;5,07;15,624;25,848;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,2709;0,00000;0,0000;0,00000000;0,00000000;0,00042;Infinity;20,9956;28,895967;0,000735;24,458852;24,417944;0,0002;0,1504;0,08;76,68;0,00;0,00;0,36;;12,380;12,706;0,0044716;20,94900;0,05100;0,00000;0,0000519;;9,79;1694,00;;;
;;1695;20,94800;0,05100;-0,011000;134,625;99,94;-1,4300;0,000;100,666;39,300;0,005;298,950;298,550;25,40;304,850;263,151;0,000;31,200;32,400;31,500;301,350;;;;;0,00;0,00;0,00;3,00;5,07;15,631;25,861;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;16,6042;0,00000;0,0000;0,00000000;0,00000000;-0,00162;Infinity;21,0122;28,922834;0,000697;24,481593;24,448836;0,0001;0,1427;0,08;76,83;0,00;0,00;0,66;;12,379;12,701;0,0173846;20,94800;0,05200;-0,00800;0,0002009;;9,79;1695,00;;;
;;1696;20,94900;0,05100;-0,009000;132,350;99,94;-1,4300;0,000;100,666;39,300;0,005;298,950;298,550;25,40;304,817;263,151;0,000;31,200;32,400;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,07;15,587;25,856;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,6185;0,00000;0,0000;0,00000000;0,00000000;-0,00236;Infinity;21,0328;28,677412;0,000658;24,273857;24,241378;0,0001;0,1337;0,08;76,96;0,00;0,00;0,66;;12,383;12,701;0,0215876;20,94800;0,05100;-0,01100;0,0002515;;9,79;1696,00;;;
;;1697;20,95000;0,05200;-0,021000;126,575;99,94;-1,4300;0,000;100,670;39,300;0,005;298,950;298,550;25,40;304,817;263,151;0,000;31,200;32,400;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,07;15,591;25,875;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;22,2055;0,00000;0,0000;0,00000000;0,00000000;-0,00305;Infinity;21,0550;28,044775;0,000688;23,738364;23,706602;0,0001;0,1367;0,08;77,10;0,00;0,00;0,64;;12,388;12,709;0,0232492;20,94800;0,05200;-0,01400;0,0002768;;9,79;1697,00;;;
;;1698;20,95000;0,05200;-0,016000;125,525;99,94;-1,4300;0,000;100,662;39,300;0,005;298,950;298,450;25,40;304,817;263,151;0,000;31,200;32,400;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,07;15,593;25,835;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;15,2769;0,00000;0,0000;0,00000000;0,00000000;-0,00230;Infinity;21,0703;27,928211;0,000667;23,639699;23,600161;0,0001;0,1318;0,08;77,23;0,00;0,00;0,34;;12,392;12,709;0,0159949;20,94900;0,05100;-0,01100;0,0001911;;9,79;1698,00;;;
;;1699;20,94900;0,05100;-0,011000;125,625;99,94;-1,4300;0,000;100,662;39,300;0,005;298,950;298,550;25,40;304,817;263,151;0,000;31,200;32,400;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,08;15,616;25,824;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00214;Infinity;21,0703;27,939332;0,000663;23,649113;23,617470;0,0001;0,1311;0,08;77,36;0,00;0,00;0,34;;12,389;12,707;0,0000000;20,94900;0,05100;0,00700;-0,0000367;;9,79;1699,00;;;
;;1700;20,94900;0,05100;-0,002000;126,825;99,95;-1,4300;0,000;100,666;39,300;0,005;298,950;298,550;25,40;304,817;263,151;0,000;31,200;32,400;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,08;15,593;25,840;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00066;Infinity;21,0703;28,072458;0,000641;23,761796;23,730002;0,0001;0,1275;0,08;77,49;0,00;0,00;0,05;;12,382;12,707;0,0000000;20,95000;0,05100;0,00100;-0,0000212;;9,79;1700,00;;;
;;1701;20,94900;0,05200;0,005000;129,425;99,94;-1,4300;0,000;100,666;39,300;0,005;298,950;298,550;25,40;304,783;263,151;0,000;31,200;32,300;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,08;15,561;25,843;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,8640;0,00000;0,0000;0,00000000;0,00000000;0,00217;Infinity;21,0722;28,358750;0,000671;24,004127;23,972009;0,0001;0,1347;0,08;77,62;0,00;0,00;0,65;;12,375;12,693;0,0019516;20,94800;0,05100;0,00700;0,0000237;;9,79;1701,00;;;
;;1702;20,94900;0,05200;0,016000;129,825;99,95;-1,4300;0,000;100,666;39,300;0,005;298,950;298,450;25,40;304,817;263,151;0,000;31,200;32,400;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,08;15,587;25,845;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,1051;0,00000;0,0000;-0,00083335;-0,00083335;0,00117;-0,76459;21,0733;28,402539;0,000633;24,041191;24,000982;0,0001;0,1272;0,08;77,75;0,00;0,00;0,35;;12,368;12,693;0,0011570;20,94900;0,05100;0,00300;0,0000139;;9,79;1702,00;;;
;;1703;20,94800;0,05100;0,006000;127,650;99,95;-1,4300;0,000;100,662;39,300;0,005;298,950;298,550;25,40;304,817;263,145;0,000;31,200;32,400;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,08;15,595;25,848;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00583347;0,00583347;0,00513;0,10831;21,0733;28,163616;0,000628;23,838956;23,807059;0,0001;0,1253;0,08;77,87;0,01;0,00;0,64;;12,361;12,679;0,0000000;20,94800;0,05100;0,01900;-0,0001283;;9,79;1703,00;;;
;;1704;20,95000;0,05100;0,009000;131,100;99,95;-1,4400;0,000;100,666;39,300;0,005;298,950;298,550;25,40;304,783;263,151;0,000;31,200;32,300;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,08;15,559;25,872;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,0561;0,00000;0,0000;0,00583347;0,00583347;0,00092;0,10976;21,0803;28,541668;0,000624;24,158956;24,126631;0,0001;0,1262;0,08;78,00;0,00;0,00;0,65;;12,356;12,679;0,0073877;20,94800;0,05100;0,00200;0,0000870;;9,78;1704,00;;;
;;1705;20,95000;0,05200;0,000000;134,275;99,95;-1,4400;0,000;100,662;39,300;0,005;298,950;298,550;25,40;304,783;263,151;0,000;31,200;32,300;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,08;15,582;25,848;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,2208;0,00000;0,0000;-0,00083335;-0,00083335;0,00068;-0,77758;21,0836;28,885213;0,000569;24,449749;24,417035;0,0001;0,1164;0,08;78,12;0,00;0,00;0,36;;12,352;12,666;0,0033722;20,94900;0,05100;0,00100;0,0000392;;9,78;1705,00;;;
;;1706;20,94900;0,05100;-0,008000;132,125;99,95;-1,4400;0,000;100,666;39,300;0,005;298,950;298,550;25,40;304,750;263,145;0,000;31,100;32,300;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,08;15,582;25,864;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;28,1407;0,00000;0,0000;0,00000000;0,00000000;-0,00514;Infinity;21,1117;28,653026;0,000581;24,253215;24,220764;0,0001;0,1179;0,08;78,24;-0,01;0,00;0,35;;12,354;12,666;0,0294633;20,94900;0,05000;-0,02200;0,0003429;;9,78;1706,00;;;
;;1707;20,94800;0,05200;-0,011000;124,625;99,95;-1,4400;0,000;100,666;39,300;0,005;298,950;298,550;25,40;304,783;263,145;0,000;31,200;32,300;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,09;15,582;25,864;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;23,2992;0,00000;0,0000;0,00000000;0,00000000;-0,00425;Infinity;21,1350;27,827909;0,000610;23,554799;23,523282;0,0001;0,1203;0,08;78,36;0,00;0,00;0,34;;12,362;12,667;0,0243943;20,94900;0,05100;-0,01900;0,0002923;;9,78;1707,00;;;
;;1708;20,94800;0,05100;-0,014000;128,950;99,95;-1,4400;0,000;100,662;39,300;0,005;298,950;298,550;25,40;304,783;263,145;0,000;31,200;32,300;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,09;15,570;25,843;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;34,7277;0,00000;0,0000;0,00000000;0,00000000;-0,00583;Infinity;21,1697;28,306663;0,000572;23,960038;23,927979;0,0001;0,1147;0,08;78,47;-0,01;0,00;0,65;;12,372;12,667;0,0363599;20,94800;0,05100;-0,02500;0,0004286;;9,78;1708,00;;;
;;1709;20,94800;0,05100;-0,011000;130,275;99,96;-1,4400;0,000;100,666;39,300;0,005;298,950;298,550;25,40;304,783;263,145;0,000;31,200;32,300;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,09;15,601;25,856;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,9754;0,00000;0,0000;0,00000000;0,00000000;0,00117;Infinity;21,1747;28,451721;0,000551;24,082821;24,050598;0,0001;0,1110;0,08;78,58;0,00;0,00;0,65;;12,376;12,669;0,0052092;20,94800;0,05200;0,00300;0,0000617;;9,78;1709,00;;;
;;1710;20,94900;0,05100;0,007000;130,950;99,95;-1,4400;0,000;100,666;39,300;0,005;298,950;298,550;25,40;304,783;263,145;0,000;31,200;32,300;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,09;15,601;25,853;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00394;Infinity;21,1747;28,525335;0,000580;24,145131;24,112825;0,0001;0,1171;0,08;78,70;0,00;0,00;0,05;;12,370;12,669;0,0000000;20,95000;0,05200;0,01400;-0,0001984;;9,78;1710,00;;;
;;1711;20,94900;0,05100;0,001000;122,425;99,95;-1,4400;0,000;100,662;39,300;0,005;298,950;298,550;25,40;304,750;263,145;0,000;31,100;32,300;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,09;15,601;25,859;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00989;Infinity;21,1747;27,581193;0,000592;23,345967;23,314730;0,0001;0,1157;0,08;78,81;0,01;0,00;0,34;;12,363;12,657;0,0000000;20,94900;0,05200;0,03900;-0,0004547;;9,78;1711,00;;;
;;1712;20,95000;0,05100;0,007000;125,100;99,96;-1,4400;0,000;100,666;39,300;0,005;298,950;298,450;25,40;304,750;263,145;0,000;31,100;32,300;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,09;15,587;25,853;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00287;Infinity;21,1747;27,880891;0,000487;23,599645;23,560174;0,0001;0,0961;0,08;78,91;0,00;0,00;0,05;;12,356;12,657;0,0000000;20,95000;0,05100;0,01000;-0,0001351;;9,78;1712,00;;;
;;1713;20,94800;0,05100;0,003000;129,900;99,96;-1,4400;0,000;100,666;39,300;0,005;298,950;298,550;25,40;304,750;263,145;0,000;31,100;32,300;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,09;15,595;25,843;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00242;Infinity;21,1747;28,410741;0,000466;24,048134;24,015957;0,0001;0,0937;0,08;79,00;0,00;0,00;0,65;;12,349;12,642;0,0000000;20,94800;0,05200;0,00800;-0,0000016;;9,78;1713,00;;;
;;1714;20,94900;0,05100;0,019000;127,875;99,97;-1,4400;0,000;100,666;39,300;0,005;298,950;298,550;25,40;304,750;263,145;0,000;31,100;32,300;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,09;15,572;25,853;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;14,4033;0,00000;0,0000;0,00000000;0,00000000;-0,00232;Infinity;21,1891;28,188425;0,000377;23,859956;23,828031;0,0001;0,0753;0,08;79,08;0,00;0,00;0,35;;12,345;12,642;0,0150802;20,94900;0,05200;-0,01100;0,0001785;;9,78;1714,00;;;
;;1715;20,94800;0,05100;0,002000;127,800;99,97;-1,4400;0,000;100,664;39,300;0,005;298,950;298,550;25,40;304,750;263,145;0,000;31,100;32,300;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,10;15,584;25,872;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,7553;0,00000;0,0000;0,00000000;0,00000000;-0,00456;Infinity;21,2079;28,180158;0,000373;23,852959;23,821043;0,0001;0,0745;0,08;79,15;0,00;0,00;0,05;;12,348;12,638;0,0196368;20,95000;0,05200;-0,02000;0,0002320;;9,78;1715,00;;;
;;1716;20,94800;0,05000;0,001000;132,775;99,97;-1,4400;0,000;100,674;39,300;0,005;298,950;298,550;25,40;304,750;263,145;0,000;31,100;32,300;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,10;15,528;25,845;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;30,3006;0,00000;0,0000;0,00000000;0,00000000;-0,00591;Infinity;21,2382;28,723420;0,000386;24,312800;24,280269;0,0001;0,0786;0,08;79,23;-0,01;0,00;0,35;;12,355;12,638;0,0317247;20,94900;0,05100;-0,02500;0,0003682;;9,78;1716,00;;;
;;1717;20,94900;0,05100;-0,022000;131,700;99,97;-1,4400;0,000;100,662;39,300;0,005;298,950;298,550;25,40;304,750;263,145;0,000;31,100;32,300;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,10;15,627;25,875;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;21,8758;0,00000;0,0000;0,00000000;0,00000000;-0,00387;Infinity;21,2600;28,606905;0,000399;24,214176;24,181777;0,0001;0,0809;0,08;79,31;0,00;0,00;0,35;;12,363;12,647;0,0229039;20,94900;0,05100;-0,01700;0,0002670;;9,78;1717,00;;;
;;1718;20,94900;0,05100;-0,019000;129,075;99,97;-1,4400;0,000;100,662;39,300;0,005;298,950;298,550;25,40;304,750;263,145;0,000;31,100;32,300;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,10;15,585;25,840;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,6292;0,00000;0,0000;0,00000000;0,00000000;-0,00358;Infinity;21,2807;28,320378;0,000429;23,971647;23,939573;0,0001;0,0860;0,08;79,40;0,00;0,00;0,35;;12,368;12,647;0,0215988;20,94900;0,05100;-0,01600;0,0002544;;9,78;1718,00;;;
;;1719;20,94900;0,05200;-0,025000;130,500;99,96;-1,4400;0,000;100,660;39,300;0,005;298,950;298,550;25,40;304,717;263,145;0,000;31,000;32,300;31,400;301,350;;;;;0,00;0,00;0,00;3,00;5,10;15,584;25,872;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,9122;0,00000;0,0000;0,00000000;0,00000000;-0,00410;Infinity;21,2986;28,476279;0,000458;24,103609;24,071358;0,0001;0,0924;0,08;79,49;0,00;0,00;0,05;;12,372;12,656;0,0187541;20,95000;0,05100;-0,01800;0,0002193;;9,78;1719,00;;;
;;1720;20,94800;0,05200;0,003000;129,200;99,96;-1,4400;0,000;100,662;39,300;0,005;298,950;298,550;25,40;304,683;263,145;0,000;31,000;32,300;31,300;301,350;;;;;0,00;0,00;0,00;3,00;5,10;15,603;25,856;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;11,3931;0,00000;0,0000;0,00000000;0,00000000;-0,00158;Infinity;21,3100;28,334088;0,000471;23,983252;23,951162;0,0001;0,0945;0,08;79,59;0,00;0,00;0,35;;12,374;12,656;0,0119286;20,94900;0,05200;-0,00800;0,0001405;;9,78;1720,00;;;
;;1721;20,94800;0,05200;0,014000;129,050;99,97;-1,4400;0,000;100,666;39,300;0,005;298,950;298,550;25,40;304,683;263,145;0,000;31,000;32,300;31,300;301,350;;;;;0,00;0,00;0,00;3,00;5,10;15,595;25,853;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,8613;0,00000;0,0000;0,00000000;0,00000000;0,00216;Infinity;21,3118;28,317636;0,000450;23,969326;23,937254;0,0001;0,0903;0,08;79,68;0,00;0,00;0,65;;12,370;12,653;0,0019488;20,94800;0,05100;0,00700;0,0000237;;9,78;1721,00;;;
;;1722;20,95000;0,05100;0,039000;128,450;99,96;-1,4400;0,000;100,664;39,300;0,005;298,950;298,550;25,40;304,717;263,145;0,000;31,100;32,300;31,300;301,350;;;;;0,00;0,00;0,00;3,00;5,10;15,595;25,861;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;12,3784;0,00000;0,0000;0,00000000;0,00000000;-0,00158;Infinity;21,3242;28,251730;0,000480;23,913541;23,881544;0,0001;0,0960;0,08;79,77;0,00;0,00;0,35;;12,367;12,653;0,0129601;20,94900;0,05100;-0,00800;0,0001531;;9,78;1722,00;;;
;;1723;20,94900;0,05200;0,010000;133,275;99,97;-1,4400;0,000;100,662;39,300;0,005;298,950;298,550;25,40;304,683;263,145;0,000;31,000;32,300;31,300;301,350;;;;;0,00;0,00;0,00;3,00;5,11;15,582;25,848;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00271;Infinity;21,3242;28,777452;0,000425;24,358535;24,325943;0,0001;0,0867;0,08;79,86;0,00;0,00;0,35;;12,364;12,639;0,0000000;20,94900;0,05100;0,00900;-0,0000620;;9,78;1723,00;;;
;;1724;20,95000;0,05200;0,008000;132,250;99,97;-1,4400;0,000;100,666;39,300;0,005;298,950;298,550;25,40;304,717;263,145;0,000;31,100;32,300;31,300;301,350;;;;;0,00;0,00;0,00;3,00;5,11;15,519;25,840;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00244;Infinity;21,3242;28,666577;0,000438;24,264685;24,232219;0,0001;0,0889;0,08;79,95;0,00;0,00;0,66;;12,356;12,639;0,0000000;20,94800;0,05200;0,00800;-0,0000016;;9,78;1724,00;;;
;;1725;20,94800;0,05200;-0,011000;124,725;99,97;-1,4400;0,000;100,664;39,300;0,005;298,950;298,550;25,40;304,717;263,145;0,000;31,100;32,300;31,300;301,350;;;;;0,00;0,00;0,00;3,00;5,11;15,553;25,848;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,1147;0,00000;0,0000;0,00000000;0,00000000;0,00041;Infinity;21,3283;27,839072;0,000451;23,564248;23,532718;0,0001;0,0889;0,08;80,04;0,00;0,00;0,34;;12,350;12,627;0,0043081;20,94900;0,05100;0,00000;0,0000519;;9,78;1725,00;;;
;;1726;20,94900;0,05100;-0,020000;132,125;99,96;-1,4400;0,000;100,660;39,300;0,005;298,950;298,550;25,40;304,683;263,145;0,000;31,000;32,300;31,300;301,350;;;;;0,00;0,00;0,00;3,00;5,11;15,566;25,875;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;12,8321;0,00000;0,0000;0,00000000;0,00000000;-0,00312;Infinity;21,3412;28,653026;0,000463;24,253215;24,220764;0,0001;0,0940;0,08;80,13;0,00;0,00;0,05;;12,348;12,627;0,0134352;20,95000;0,05200;-0,01400;0,0001560;;9,78;1726,00;;;
