s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PRODUCTS,MLR_PARAFFIN,ZONE_1
 8.80080E+001, 1.79988E-002, 0.00000E+000,-4.81392E-003, 3.64534E-008,-1.30878E-002,-6.41481E-021, 9.41815E-005, 0.00000E+000, 1.92630E-004, 1.91335E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.52500E+002
 8.90107E+001, 1.79996E-002, 0.00000E+000,-4.82348E-003, 3.80163E-007,-1.30980E-002,-6.41543E-021, 8.62739E-005, 0.00000E+000, 1.64184E-004, 1.64742E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.53086E+002
 9.00135E+001, 1.79985E-002, 0.00000E+000,-4.81750E-003,-4.50977E-008,-1.30912E-002,-6.41680E-021, 9.11280E-005, 0.00000E+000, 1.81381E-004, 1.80803E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.53708E+002
 9.10022E+001, 1.79978E-002, 0.00000E+000,-4.81754E-003,-4.20965E-008,-1.30957E-002,-6.41543E-021, 8.87714E-005, 0.00000E+000, 1.72697E-004, 1.73270E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.54303E+002
 9.20050E+001, 1.80009E-002, 0.00000E+000,-4.81196E-003,-1.86543E-008,-1.30556E-002,-6.41577E-021, 1.07939E-004, 0.00000E+000, 2.39061E-004, 2.41253E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.55036E+002
 9.30077E+001, 1.79988E-002, 0.00000E+000,-4.82651E-003, 1.26760E-007,-1.30504E-002,-6.41544E-021, 1.03959E-004, 0.00000E+000, 2.27266E-004, 2.25996E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.55745E+002
 9.40104E+001, 1.80011E-002, 0.00000E+000,-4.82354E-003, 1.38027E-007,-1.31015E-002,-6.41469E-021, 8.56988E-005, 0.00000E+000, 1.63183E-004, 1.61902E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.56330E+002
 9.50131E+001, 1.80012E-002, 0.00000E+000,-4.82094E-003, 3.13845E-008,-1.31236E-002,-6.41461E-021, 7.78964E-005, 0.00000E+000, 1.33531E-004, 1.34620E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.56860E+002
 9.60019E+001, 1.80006E-002, 0.00000E+000,-4.81954E-003, 1.77834E-007,-1.30750E-002,-6.41410E-021, 9.71553E-005, 0.00000E+000, 2.01337E-004, 2.03362E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.57510E+002
 9.70046E+001, 1.79986E-002, 0.00000E+000,-4.82486E-003,-5.57076E-007,-1.30157E-002,-6.41424E-021, 1.18364E-004, 0.00000E+000, 2.77198E-004, 2.75828E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.58317E+002
 9.80073E+001, 1.80026E-002, 0.00000E+000,-4.82447E-003,-2.80812E-007,-1.30286E-002,-6.41427E-021, 1.14741E-004, 0.00000E+000, 2.63861E-004, 2.63968E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.59098E+002
 9.90101E+001, 1.79991E-002, 0.00000E+000,-4.82628E-003,-2.61489E-007,-1.30029E-002,-6.41431E-021, 1.22795E-004, 0.00000E+000, 2.91655E-004, 2.92441E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.59934E+002
 1.00013E+002, 1.80003E-002, 0.00000E+000,-4.83039E-003, 2.07180E-007,-1.29942E-002,-6.41452E-021, 1.25195E-004, 0.00000E+000, 3.01782E-004, 3.01080E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.60787E+002
 1.01002E+002, 1.79997E-002, 0.00000E+000,-4.83379E-003,-2.37035E-007,-1.30003E-002,-6.41528E-021, 1.21229E-004, 0.00000E+000, 2.86686E-004, 2.86626E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.61601E+002
 1.02004E+002, 1.80000E-002, 0.00000E+000,-4.82049E-003,-1.39527E-007,-1.30545E-002,-6.41419E-021, 1.05159E-004, 0.00000E+000, 2.31315E-004, 2.29954E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.62319E+002
 1.03007E+002, 1.79997E-002, 0.00000E+000,-4.83484E-003,-4.63349E-008,-1.31054E-002,-6.41437E-021, 7.91119E-005, 0.00000E+000, 1.39823E-004, 1.38540E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.62859E+002
 1.04010E+002, 1.79995E-002, 0.00000E+000,-4.84122E-003,-3.90121E-008,-1.31862E-002,-6.41473E-021, 4.45328E-005, 0.00000E+000, 1.79158E-005, 1.65891E-005, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.63164E+002
 1.05012E+002, 1.79997E-002, 0.00000E+000,-4.82736E-003, 1.07328E-007,-1.31580E-002,-6.41348E-021, 6.08290E-005, 0.00000E+000, 7.40568E-005, 7.52526E-005, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.63577E+002
 1.06001E+002, 1.80001E-002, 0.00000E+000,-4.83483E-003, 1.70771E-007,-1.31373E-002,-6.41290E-021, 6.61440E-005, 0.00000E+000, 9.29333E-005, 9.42701E-005, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.64019E+002
 1.07004E+002, 1.79997E-002, 0.00000E+000,-4.83011E-003, 7.50742E-008,-1.31468E-002,-6.41285E-021, 6.45242E-005, 0.00000E+000, 8.76946E-005, 8.73663E-005, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.64459E+002
 1.08007E+002, 1.80009E-002, 0.00000E+000,-4.82919E-003, 4.14635E-008,-1.31115E-002,-6.41201E-021, 7.93313E-005, 0.00000E+000, 1.38754E-004, 1.39577E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.64999E+002
 1.09009E+002, 1.80012E-002, 0.00000E+000,-4.83271E-003, 3.68945E-007,-1.30724E-002,-6.41217E-021, 9.33196E-005, 0.00000E+000, 1.87177E-004, 1.89865E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.65631E+002
 1.10012E+002, 1.79996E-002, 0.00000E+000,-4.83517E-003,-2.62699E-007,-1.30319E-002,-6.41265E-021, 1.08059E-004, 0.00000E+000, 2.41370E-004, 2.40397E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.66368E+002
 1.11001E+002, 1.80010E-002, 0.00000E+000,-4.85254E-003,-1.21186E-007,-1.30919E-002,-6.41296E-021, 7.80404E-005, 0.00000E+000, 1.36033E-004, 1.34436E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.66894E+002
 1.12004E+002, 1.79998E-002, 0.00000E+000,-4.82669E-003,-1.93531E-008,-1.31399E-002,-6.41138E-021, 6.87844E-005, 0.00000E+000, 1.03557E-004, 1.01915E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.67364E+002
 1.13006E+002, 1.79994E-002, 0.00000E+000,-4.84073E-003,-2.10323E-008,-1.31926E-002,-6.40920E-021, 4.19073E-005, 0.00000E+000, 7.97833E-006, 7.91151E-006, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.67649E+002
 1.14009E+002, 1.80004E-002, 0.00000E+000,-4.84720E-003,-1.51255E-008,-1.32078E-002,-6.40860E-021, 3.37184E-005, 0.00000E+000,-2.09726E-005,-2.08573E-005, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.67879E+002
 1.15012E+002, 1.80001E-002, 0.00000E+000,-4.83709E-003, 3.41300E-007,-1.32345E-002,-6.40942E-021, 2.70571E-005, 0.00000E+000,-4.39979E-005,-4.40683E-005, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.68063E+002
 1.16001E+002, 1.80005E-002, 0.00000E+000,-4.83974E-003, 4.50125E-008,-1.32635E-002,-6.40898E-021, 1.46906E-005, 0.00000E+000,-8.72595E-005,-8.80059E-005, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.68163E+002
 1.17003E+002, 1.79995E-002, 0.00000E+000,-4.83438E-003,-5.42302E-008,-1.32319E-002,-6.41006E-021, 2.89153E-005, 0.00000E+000,-3.72855E-005,-3.78657E-005, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.68360E+002
 1.18006E+002, 1.80000E-002, 0.00000E+000,-4.84150E-003,-4.80430E-008,-1.32941E-002,-6.41003E-021, 1.91476E-006, 0.00000E+000,-1.31884E-004,-1.33639E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.68375E+002
 1.19009E+002, 1.79995E-002, 0.00000E+000,-4.83807E-003, 9.34652E-008,-1.31948E-002,-6.41002E-021, 4.16890E-005, 0.00000E+000, 5.18542E-006, 8.40953E-006, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.68655E+002
 1.20011E+002, 1.79999E-002, 0.00000E+000,-4.84213E-003,-1.90008E-008,-1.31536E-002,-6.40991E-021, 5.70447E-005, 0.00000E+000, 6.05234E-005, 6.11830E-005, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.69043E+002
 1.21000E+002, 1.79999E-002, 0.00000E+000,-4.84789E-003, 1.40240E-007,-1.31359E-002,-6.40977E-021, 6.19955E-005, 0.00000E+000, 7.94399E-005, 7.83345E-005, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.69461E+002
 1.22003E+002, 1.80001E-002, 0.00000E+000,-4.84593E-003, 4.14935E-007,-1.30738E-002,-6.40964E-021, 8.68837E-005, 0.00000E+000, 1.64562E-004, 1.67657E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.70049E+002
 1.23006E+002, 1.80007E-002, 0.00000E+000,-4.84519E-003, 4.52746E-008,-1.30584E-002,-6.40985E-021, 9.42343E-005, 0.00000E+000, 1.92636E-004, 1.91420E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.70692E+002
 1.24008E+002, 1.80004E-002, 0.00000E+000,-4.84374E-003,-1.04195E-008,-1.30579E-002,-6.41015E-021, 9.48195E-005, 0.00000E+000, 1.94554E-004, 1.93584E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.71339E+002
 1.25011E+002, 1.79999E-002, 0.00000E+000,-4.85078E-003,-1.51264E-009,-1.30984E-002,-6.41033E-021, 7.55453E-005, 0.00000E+000, 1.26371E-004, 1.26292E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.71853E+002
