s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW,mol/mol,Pa
Time,T1,T2,T3,T5,T9,T10,T11,rk_x075_z020,rk_x075_z035,rk_x075_z050,rk_x075_z070,rk_x075_z100,rk_x090_z020,rk_x090_z035,rk_x090_z050,rk_x090_z070,rk_x090_z100,rk_x105_z020,rk_x105_z035,rk_x105_z050,rk_x105_z070,rk_x105_z100,rk_x120_z020,rk_x120_z035,rk_x120_z050,rk_x120_z070,rk_x120_z100,rk_x135_z020,rk_x135_z035,rk_x135_z050,rk_x135_z070,rk_x135_z100,rk_x150_z020,rk_x150_z035,rk_x150_z050,rk_x150_z070,rk_x150_z100,Tmax_core,Tmax_T1cell,HRR,O2_room,p_box
 6.50007E+001, 2.56134E+001, 2.70846E+001, 4.13832E+001, 2.88173E+001, 2.50246E+001, 2.52419E+001, 2.66901E+001, 6.79574E+001, 4.76868E+001, 4.44860E+001, 4.42624E+001, 4.40592E+001, 1.88357E+002, 1.52018E+002, 1.25057E+002, 1.06925E+002, 8.76981E+001, 5.57567E+001, 3.63205E+001, 3.48306E+001, 3.42397E+001, 3.36230E+001, 2.55454E+001, 2.55299E+001, 2.56134E+001, 2.56786E+001, 2.58586E+001, 2.52913E+001, 2.53290E+001, 2.53946E+001, 2.54627E+001, 2.56555E+001, 2.52329E+001, 2.52769E+001, 2.53367E+001, 2.53993E+001, 2.55892E+001, 3.13916E+002, 1.85960E+002, 3.80706E-002, 2.05727E-001, 2.44293E+002
 6.60018E+001, 2.55727E+001, 2.70734E+001, 4.16421E+001, 2.88532E+001, 2.50241E+001, 2.52786E+001, 2.63843E+001, 6.77102E+001, 4.72678E+001, 4.42334E+001, 4.42152E+001, 4.45516E+001, 1.86968E+002, 1.51972E+002, 1.25697E+002, 1.07452E+002, 8.78370E+001, 5.76667E+001, 3.53467E+001, 3.40329E+001, 3.34480E+001, 3.32505E+001, 2.55841E+001, 2.55543E+001, 2.55727E+001, 2.56453E+001, 2.58596E+001, 2.52968E+001, 2.53331E+001, 2.53944E+001, 2.54676E+001, 2.56623E+001, 2.52358E+001, 2.52824E+001, 2.53442E+001, 2.54084E+001, 2.55987E+001, 3.13951E+002, 1.85900E+002, 3.80744E-002, 2.05754E-001, 2.45102E+002
 6.70006E+001, 2.56114E+001, 2.70942E+001, 4.11020E+001, 2.88164E+001, 2.50235E+001, 2.53684E+001, 2.61524E+001, 6.85545E+001, 4.83103E+001, 4.48593E+001, 4.46392E+001, 4.46228E+001, 1.87687E+002, 1.51186E+002, 1.24617E+002, 1.06651E+002, 8.76118E+001, 5.67552E+001, 3.61400E+001, 3.42059E+001, 3.37988E+001, 3.34363E+001, 2.55427E+001, 2.55515E+001, 2.56114E+001, 2.56859E+001, 2.58664E+001, 2.52973E+001, 2.53404E+001, 2.54077E+001, 2.54807E+001, 2.56734E+001, 2.52382E+001, 2.52880E+001, 2.53525E+001, 2.54187E+001, 2.56125E+001, 3.13947E+002, 1.85723E+002, 3.80693E-002, 2.05749E-001, 2.45891E+002
 6.80017E+001, 2.55826E+001, 2.70796E+001, 4.12115E+001, 2.88481E+001, 2.50231E+001, 2.59805E+001, 2.58470E+001, 6.87507E+001, 4.85250E+001, 4.51023E+001, 4.50223E+001, 4.52714E+001, 1.86462E+002, 1.51524E+002, 1.25047E+002, 1.06831E+002, 8.74872E+001, 5.66784E+001, 3.45487E+001, 3.34903E+001, 3.30937E+001, 3.28082E+001, 2.55846E+001, 2.55371E+001, 2.55826E+001, 2.56716E+001, 2.58697E+001, 2.53003E+001, 2.53419E+001, 2.54107E+001, 2.54899E+001, 2.56875E+001, 2.52410E+001, 2.52929E+001, 2.53608E+001, 2.54297E+001, 2.56269E+001, 3.14101E+002, 1.85042E+002, 3.80774E-002, 2.05714E-001, 2.46640E+002
 6.90006E+001, 2.56205E+001, 2.70740E+001, 4.08056E+001, 2.86987E+001, 2.50226E+001, 2.65551E+001, 2.60150E+001, 6.87673E+001, 4.86232E+001, 4.50241E+001, 4.48117E+001, 4.50673E+001, 1.85429E+002, 1.50654E+002, 1.24535E+002, 1.06547E+002, 8.74096E+001, 5.71029E+001, 3.50353E+001, 3.38299E+001, 3.33989E+001, 3.29825E+001, 2.55899E+001, 2.55742E+001, 2.56205E+001, 2.56961E+001, 2.58729E+001, 2.53079E+001, 2.53525E+001, 2.54241E+001, 2.55023E+001, 2.56998E+001, 2.52433E+001, 2.52983E+001, 2.53696E+001, 2.54407E+001, 2.56396E+001, 3.14052E+002, 1.85304E+002, 3.80776E-002, 2.05682E-001, 2.47390E+002
 7.00016E+001, 2.56141E+001, 2.70823E+001, 4.08916E+001, 2.88215E+001, 2.50224E+001, 2.66798E+001, 2.60565E+001, 6.92372E+001, 4.91341E+001, 4.54174E+001, 4.52848E+001, 4.53995E+001, 1.85323E+002, 1.50524E+002, 1.24285E+002, 1.06336E+002, 8.72440E+001, 5.71518E+001, 3.48269E+001, 3.35213E+001, 3.31497E+001, 3.27800E+001, 2.55790E+001, 2.55629E+001, 2.56141E+001, 2.57047E+001, 2.58828E+001, 2.53077E+001, 2.53556E+001, 2.54307E+001, 2.55132E+001, 2.57100E+001, 2.52457E+001, 2.53033E+001, 2.53778E+001, 2.54503E+001, 2.56475E+001, 3.14119E+002, 1.85018E+002, 3.80795E-002, 2.05670E-001, 2.48144E+002
 7.10005E+001, 2.56214E+001, 2.70973E+001, 4.06902E+001, 2.87810E+001, 2.50219E+001, 2.66517E+001, 2.60674E+001, 6.92221E+001, 4.92614E+001, 4.56463E+001, 4.54238E+001, 4.56403E+001, 1.85468E+002, 1.50918E+002, 1.24649E+002, 1.06556E+002, 8.72752E+001, 5.69227E+001, 3.46996E+001, 3.34948E+001, 3.30261E+001, 3.26571E+001, 2.55861E+001, 2.55715E+001, 2.56214E+001, 2.57044E+001, 2.58791E+001, 2.53100E+001, 2.53605E+001, 2.54378E+001, 2.55193E+001, 2.57134E+001, 2.52480E+001, 2.53077E+001, 2.53848E+001, 2.54579E+001, 2.56522E+001, 3.14165E+002, 1.84873E+002, 3.80797E-002, 2.05665E-001, 2.48871E+002
 7.20022E+001, 2.56241E+001, 2.70813E+001, 4.06771E+001, 2.89300E+001, 2.50215E+001, 2.66021E+001, 2.65778E+001, 6.92943E+001, 4.94620E+001, 4.57178E+001, 4.56681E+001, 4.61356E+001, 1.86271E+002, 1.51315E+002, 1.24678E+002, 1.06465E+002, 8.74351E+001, 5.53322E+001, 3.43189E+001, 3.32527E+001, 3.28535E+001, 3.23637E+001, 2.56044E+001, 2.55674E+001, 2.56241E+001, 2.57075E+001, 2.58734E+001, 2.53137E+001, 2.53636E+001, 2.54439E+001, 2.55246E+001, 2.57139E+001, 2.52499E+001, 2.53118E+001, 2.53909E+001, 2.54637E+001, 2.56549E+001, 3.14028E+002, 1.84503E+002, 3.80787E-002, 2.05619E-001, 2.49572E+002
 7.30002E+001, 2.56264E+001, 2.70685E+001, 4.06580E+001, 2.88179E+001, 2.50212E+001, 2.64044E+001, 2.63213E+001, 6.92325E+001, 4.95762E+001, 4.55645E+001, 4.57338E+001, 4.64019E+001, 1.88434E+002, 1.52399E+002, 1.25206E+002, 1.06725E+002, 8.74021E+001, 5.21029E+001, 3.46278E+001, 3.30553E+001, 3.25713E+001, 3.21324E+001, 2.56153E+001, 2.55635E+001, 2.56264E+001, 2.57046E+001, 2.58622E+001, 2.53170E+001, 2.53661E+001, 2.54491E+001, 2.55283E+001, 2.57134E+001, 2.52516E+001, 2.53157E+001, 2.53964E+001, 2.54686E+001, 2.56585E+001, 3.14067E+002, 1.84812E+002, 3.80894E-002, 2.05529E-001, 2.50263E+002
 7.40006E+001, 2.56204E+001, 2.70805E+001, 4.04784E+001, 2.89168E+001, 2.50208E+001, 2.62262E+001, 2.62945E+001, 6.92909E+001, 4.98570E+001, 4.57082E+001, 4.59675E+001, 4.68524E+001, 1.90732E+002, 1.53543E+002, 1.25609E+002, 1.06843E+002, 8.76872E+001, 4.82029E+001, 3.40619E+001, 3.25819E+001, 3.21946E+001, 3.16945E+001, 2.55961E+001, 2.55468E+001, 2.56204E+001, 2.56985E+001, 2.58529E+001, 2.53173E+001, 2.53669E+001, 2.54530E+001, 2.55309E+001, 2.57152E+001, 2.52534E+001, 2.53194E+001, 2.54013E+001, 2.54726E+001, 2.56630E+001, 3.13866E+002, 1.84430E+002, 3.80580E-002, 2.05455E-001, 2.50982E+002
 7.50009E+001, 2.56092E+001, 2.70958E+001, 4.05428E+001, 2.89181E+001, 2.50207E+001, 2.60979E+001, 2.68850E+001, 6.93729E+001, 5.01721E+001, 4.59117E+001, 4.63476E+001, 4.73626E+001, 1.92025E+002, 1.53956E+002, 1.25700E+002, 1.06750E+002, 8.74238E+001, 4.48213E+001, 3.34475E+001, 3.20670E+001, 3.16694E+001, 3.11820E+001, 2.55726E+001, 2.55289E+001, 2.56092E+001, 2.56832E+001, 2.58379E+001, 2.53165E+001, 2.53672E+001, 2.54550E+001, 2.55310E+001, 2.57137E+001, 2.52551E+001, 2.53227E+001, 2.54049E+001, 2.54752E+001, 2.56623E+001, 3.14001E+002, 1.84808E+002, 3.80297E-002, 2.05425E-001, 2.51671E+002
 7.60013E+001, 2.56007E+001, 2.71576E+001, 4.00279E+001, 2.87622E+001, 2.50204E+001, 2.63892E+001, 2.67067E+001, 6.92486E+001, 5.03340E+001, 4.61086E+001, 4.64662E+001, 4.75132E+001, 1.92675E+002, 1.54301E+002, 1.25929E+002, 1.06852E+002, 8.68190E+001, 4.28693E+001, 3.31447E+001, 3.17654E+001, 3.13722E+001, 3.08536E+001, 2.55586E+001, 2.55196E+001, 2.56007E+001, 2.56705E+001, 2.58194E+001, 2.53163E+001, 2.53681E+001, 2.54562E+001, 2.55301E+001, 2.57091E+001, 2.52567E+001, 2.53257E+001, 2.54075E+001, 2.54769E+001, 2.56634E+001, 3.14053E+002, 1.85400E+002, 3.80136E-002, 2.05399E-001, 2.52381E+002
 7.70017E+001, 2.55922E+001, 2.71820E+001, 4.06204E+001, 2.88645E+001, 2.50202E+001, 2.63079E+001, 2.59141E+001, 6.95431E+001, 5.06747E+001, 4.63928E+001, 4.68729E+001, 4.85860E+001, 1.93254E+002, 1.54280E+002, 1.25727E+002, 1.06432E+002, 8.48148E+001, 4.01386E+001, 3.27300E+001, 3.13953E+001, 3.09839E+001, 3.07467E+001, 2.55398E+001, 2.55110E+001, 2.55922E+001, 2.56580E+001, 2.58210E+001, 2.53160E+001, 2.53691E+001, 2.54566E+001, 2.55284E+001, 2.57142E+001, 2.52584E+001, 2.53284E+001, 2.54092E+001, 2.54781E+001, 2.56707E+001, 3.14120E+002, 1.85705E+002, 3.79940E-002, 2.05383E-001, 2.53145E+002
 7.80021E+001, 2.55803E+001, 2.71952E+001, 4.07871E+001, 2.86308E+001, 2.50201E+001, 2.60651E+001, 2.58816E+001, 6.98763E+001, 5.10652E+001, 4.67845E+001, 4.71875E+001, 4.94944E+001, 1.93527E+002, 1.54295E+002, 1.25510E+002, 1.05828E+002, 8.17790E+001, 3.89661E+001, 3.23330E+001, 3.10012E+001, 3.05735E+001, 3.11899E+001, 2.55218E+001, 2.55029E+001, 2.55803E+001, 2.56447E+001, 2.58336E+001, 2.53154E+001, 2.53697E+001, 2.54560E+001, 2.55267E+001, 2.57235E+001, 2.52601E+001, 2.53307E+001, 2.54104E+001, 2.54797E+001, 2.56755E+001, 3.14233E+002, 1.86093E+002, 3.79796E-002, 2.05377E-001, 2.53923E+002
 7.90001E+001, 2.55688E+001, 2.72317E+001, 4.17079E+001, 2.89053E+001, 2.50203E+001, 2.64251E+001, 2.61605E+001, 7.00528E+001, 5.13081E+001, 4.71167E+001, 4.78942E+001, 4.99683E+001, 1.93390E+002, 1.53868E+002, 1.25060E+002, 1.04479E+002, 7.92231E+001, 3.84748E+001, 3.20136E+001, 3.06714E+001, 3.04042E+001, 3.12056E+001, 2.55112E+001, 2.54949E+001, 2.55688E+001, 2.56518E+001, 2.58407E+001, 2.53151E+001, 2.53702E+001, 2.54552E+001, 2.55284E+001, 2.57311E+001, 2.52618E+001, 2.53328E+001, 2.54118E+001, 2.54819E+001, 2.56829E+001, 3.14108E+002, 1.86202E+002, 3.79726E-002, 2.05394E-001, 2.54777E+002
 8.00012E+001, 2.55639E+001, 2.72499E+001, 4.25732E+001, 2.92908E+001, 2.50207E+001, 2.65205E+001, 2.61929E+001, 7.06223E+001, 5.18019E+001, 4.76022E+001, 4.82551E+001, 5.19601E+001, 1.93210E+002, 1.53561E+002, 1.24449E+002, 1.03670E+002, 7.74546E+001, 3.79749E+001, 3.16548E+001, 3.03678E+001, 3.03156E+001, 3.15383E+001, 2.55004E+001, 2.54865E+001, 2.55639E+001, 2.56555E+001, 2.58485E+001, 2.53146E+001, 2.53706E+001, 2.54554E+001, 2.55312E+001, 2.57431E+001, 2.52631E+001, 2.53348E+001, 2.54137E+001, 2.54845E+001, 2.56999E+001, 3.20647E+002, 1.86269E+002, 3.79652E-002, 2.05418E-001, 2.55682E+002
 8.10014E+001, 2.55567E+001, 2.72500E+001, 4.30568E+001, 2.98932E+001, 2.50211E+001, 2.65181E+001, 2.62908E+001, 7.09773E+001, 5.22881E+001, 4.82129E+001, 4.88546E+001, 5.16832E+001, 1.92932E+002, 1.52884E+002, 1.23838E+002, 1.02143E+002, 7.64706E+001, 3.74561E+001, 3.12925E+001, 2.99764E+001, 3.00892E+001, 3.09090E+001, 2.54869E+001, 2.54779E+001, 2.55567E+001, 2.56415E+001, 2.58480E+001, 2.53134E+001, 2.53711E+001, 2.54560E+001, 2.55322E+001, 2.57540E+001, 2.52643E+001, 2.53371E+001, 2.54169E+001, 2.54886E+001, 2.57125E+001, 3.15319E+002, 1.86372E+002, 3.79510E-002, 2.05417E-001, 2.56573E+002
 8.20022E+001, 2.55512E+001, 2.72672E+001, 4.25988E+001, 3.01865E+001, 2.50212E+001, 2.65463E+001, 2.61370E+001, 7.12767E+001, 5.27398E+001, 4.86966E+001, 4.94480E+001, 5.26322E+001, 1.92964E+002, 1.52968E+002, 1.23354E+002, 1.01347E+002, 7.58613E+001, 3.70691E+001, 3.09390E+001, 2.97713E+001, 2.98226E+001, 3.07598E+001, 2.54746E+001, 2.54722E+001, 2.55512E+001, 2.56302E+001, 2.58398E+001, 2.53124E+001, 2.53728E+001, 2.54580E+001, 2.55337E+001, 2.57541E+001, 2.52659E+001, 2.53405E+001, 2.54210E+001, 2.54921E+001, 2.57126E+001, 3.14218E+002, 1.86460E+002, 3.79485E-002, 2.05396E-001, 2.57418E+002
 8.30023E+001, 2.55493E+001, 2.72375E+001, 4.22724E+001, 2.98645E+001, 2.50214E+001, 2.65645E+001, 2.61576E+001, 7.12125E+001, 5.27897E+001, 4.87444E+001, 4.94563E+001, 5.31785E+001, 1.92665E+002, 1.52795E+002, 1.22816E+002, 1.00873E+002, 7.55553E+001, 3.68448E+001, 3.06838E+001, 2.96158E+001, 2.96885E+001, 3.06849E+001, 2.54681E+001, 2.54704E+001, 2.55493E+001, 2.56233E+001, 2.58251E+001, 2.53132E+001, 2.53762E+001, 2.54606E+001, 2.55330E+001, 2.57426E+001, 2.52684E+001, 2.53442E+001, 2.54236E+001, 2.54910E+001, 2.57007E+001, 3.14230E+002, 1.86849E+002, 3.79436E-002, 2.05370E-001, 2.58237E+002
 8.40024E+001, 2.55477E+001, 2.72092E+001, 4.19551E+001, 2.98885E+001, 2.50216E+001, 2.64818E+001, 2.62138E+001, 7.13576E+001, 5.29943E+001, 4.91015E+001, 4.98113E+001, 5.33706E+001, 1.92430E+002, 1.52488E+002, 1.22287E+002, 1.00557E+002, 7.54073E+001, 3.66520E+001, 3.04552E+001, 2.94727E+001, 2.95652E+001, 3.03860E+001, 2.54645E+001, 2.54702E+001, 2.55477E+001, 2.56153E+001, 2.58053E+001, 2.53152E+001, 2.53796E+001, 2.54612E+001, 2.55289E+001, 2.57292E+001, 2.52702E+001, 2.53456E+001, 2.54224E+001, 2.54863E+001, 2.56929E+001, 3.14321E+002, 1.87324E+002, 3.79411E-002, 2.05328E-001, 2.59028E+002
 8.50001E+001, 2.55418E+001, 2.71849E+001, 4.11566E+001, 2.99179E+001, 2.50216E+001, 2.61564E+001, 2.63270E+001, 7.17097E+001, 5.34244E+001, 4.95206E+001, 5.04714E+001, 5.40103E+001, 1.92266E+002, 1.52446E+002, 1.21855E+002, 1.00046E+002, 7.54147E+001, 3.64203E+001, 3.01861E+001, 2.93526E+001, 2.93275E+001, 3.01365E+001, 2.54591E+001, 2.54669E+001, 2.55418E+001, 2.56045E+001, 2.57929E+001, 2.53156E+001, 2.53802E+001, 2.54587E+001, 2.55234E+001, 2.57249E+001, 2.52687E+001, 2.53434E+001, 2.54185E+001, 2.54821E+001, 2.56946E+001, 3.14434E+002, 1.87257E+002, 3.79369E-002, 2.05280E-001, 2.59778E+002
 8.60002E+001, 2.55325E+001, 2.71618E+001, 4.07663E+001, 2.96741E+001, 2.50218E+001, 2.59158E+001, 2.66875E+001, 7.20788E+001, 5.40692E+001, 5.01892E+001, 5.13999E+001, 5.44393E+001, 1.92374E+002, 1.52680E+002, 1.21656E+002, 9.92392E+001, 7.53235E+001, 3.59935E+001, 2.98992E+001, 2.91028E+001, 2.91822E+001, 2.97334E+001, 2.54496E+001, 2.54593E+001, 2.55325E+001, 2.55939E+001, 2.57889E+001, 2.53128E+001, 2.53775E+001, 2.54547E+001, 2.55201E+001, 2.57265E+001, 2.52645E+001, 2.53395E+001, 2.54150E+001, 2.54815E+001, 2.56960E+001, 3.14508E+002, 1.86376E+002, 3.79342E-002, 2.05237E-001, 2.60530E+002
 8.70003E+001, 2.55234E+001, 2.71476E+001, 4.11242E+001, 2.90018E+001, 2.50220E+001, 2.55154E+001, 2.64094E+001, 7.30330E+001, 5.51087E+001, 5.16681E+001, 5.27114E+001, 5.60020E+001, 1.92184E+002, 1.53193E+002, 1.20737E+002, 9.89094E+001, 7.39468E+001, 3.49529E+001, 2.94555E+001, 2.89316E+001, 2.90284E+001, 2.99175E+001, 2.54357E+001, 2.54499E+001, 2.55234E+001, 2.55855E+001, 2.57888E+001, 2.53084E+001, 2.53738E+001, 2.54522E+001, 2.55201E+001, 2.57281E+001, 2.52600E+001, 2.53362E+001, 2.54140E+001, 2.54839E+001, 2.56960E+001, 3.14541E+002, 1.85257E+002, 3.79320E-002, 2.05221E-001, 2.61313E+002
 8.80004E+001, 2.55153E+001, 2.71677E+001, 4.15376E+001, 2.86746E+001, 2.50222E+001, 2.52845E+001, 2.65687E+001, 7.38495E+001, 5.60540E+001, 5.24847E+001, 5.40216E+001, 5.72105E+001, 1.90879E+002, 1.51315E+002, 1.18525E+002, 9.62807E+001, 7.32616E+001, 3.46331E+001, 2.92189E+001, 2.87439E+001, 2.90704E+001, 2.93985E+001, 2.54199E+001, 2.54416E+001, 2.55153E+001, 2.55839E+001, 2.57908E+001, 2.53044E+001, 2.53712E+001, 2.54521E+001, 2.55230E+001, 2.57335E+001, 2.52574E+001, 2.53355E+001, 2.54160E+001, 2.54885E+001, 2.57015E+001, 3.14447E+002, 1.84877E+002, 3.79294E-002, 2.05205E-001, 2.62094E+002
 8.90004E+001, 2.55196E+001, 2.71844E+001, 4.12491E+001, 2.98303E+001, 2.50224E+001, 2.56287E+001, 2.66504E+001, 7.32591E+001, 5.55307E+001, 5.22044E+001, 5.33154E+001, 5.64017E+001, 1.91369E+002, 1.52199E+002, 1.20244E+002, 9.83183E+001, 7.55716E+001, 3.45753E+001, 2.92688E+001, 2.87979E+001, 2.87712E+001, 2.89778E+001, 2.54185E+001, 2.54431E+001, 2.55196E+001, 2.55847E+001, 2.57934E+001, 2.53031E+001, 2.53716E+001, 2.54556E+001, 2.55282E+001, 2.57437E+001, 2.52580E+001, 2.53380E+001, 2.54209E+001, 2.54950E+001, 2.57140E+001, 3.14479E+002, 1.84504E+002, 3.79287E-002, 2.05161E-001, 2.62901E+002
 9.00005E+001, 2.55286E+001, 2.71972E+001, 4.15898E+001, 3.01221E+001, 2.50223E+001, 2.61033E+001, 2.70593E+001, 7.41563E+001, 5.61023E+001, 5.28224E+001, 5.40348E+001, 5.67151E+001, 1.91276E+002, 1.52209E+002, 1.20876E+002, 1.00252E+002, 7.77840E+001, 3.42232E+001, 2.91214E+001, 2.86486E+001, 2.86068E+001, 2.88918E+001, 2.54191E+001, 2.54466E+001, 2.55286E+001, 2.55879E+001, 2.58005E+001, 2.53052E+001, 2.53743E+001, 2.54601E+001, 2.55334E+001, 2.57521E+001, 2.52605E+001, 2.53423E+001, 2.54268E+001, 2.55018E+001, 2.57246E+001, 3.14539E+002, 1.84188E+002, 3.79275E-002, 2.05133E-001, 2.63637E+002
 9.10006E+001, 2.55316E+001, 2.71887E+001, 4.04981E+001, 3.00081E+001, 2.50219E+001, 2.62809E+001, 2.65941E+001, 7.45943E+001, 5.64413E+001, 5.30779E+001, 5.44475E+001, 5.65491E+001, 1.91556E+002, 1.52692E+002, 1.21065E+002, 1.00537E+002, 7.89991E+001, 3.41371E+001, 2.91324E+001, 2.85020E+001, 2.86802E+001, 2.87562E+001, 2.54218E+001, 2.54512E+001, 2.55316E+001, 2.55961E+001, 2.58058E+001, 2.53085E+001, 2.53787E+001, 2.54651E+001, 2.55400E+001, 2.57568E+001, 2.52638E+001, 2.53465E+001, 2.54317E+001, 2.55080E+001, 2.57266E+001, 3.14536E+002, 1.83710E+002, 3.79263E-002, 2.05142E-001, 2.64262E+002
 9.20007E+001, 2.55350E+001, 2.72029E+001, 4.02745E+001, 2.98120E+001, 2.50216E+001, 2.66487E+001, 2.64768E+001, 7.54442E+001, 5.68656E+001, 5.35717E+001, 5.46450E+001, 5.73749E+001, 1.92090E+002, 1.53264E+002, 1.21472E+002, 1.00063E+002, 7.75074E+001, 3.40899E+001, 2.90964E+001, 2.86501E+001, 2.86259E+001, 2.94768E+001, 2.54247E+001, 2.54542E+001, 2.55350E+001, 2.56001E+001, 2.58141E+001, 2.53115E+001, 2.53826E+001, 2.54703E+001, 2.55464E+001, 2.57607E+001, 2.52666E+001, 2.53504E+001, 2.54361E+001, 2.55131E+001, 2.57284E+001, 3.14538E+002, 1.84225E+002, 3.79249E-002, 2.05160E-001, 2.64997E+002
 9.30019E+001, 2.55395E+001, 2.72471E+001, 4.01159E+001, 2.95030E+001, 2.50213E+001, 2.64135E+001, 2.66587E+001, 7.58065E+001, 5.68542E+001, 5.35928E+001, 5.48872E+001, 5.76317E+001, 1.92317E+002, 1.53550E+002, 1.21455E+002, 1.00440E+002, 7.67143E+001, 3.42108E+001, 2.90682E+001, 2.85798E+001, 2.87000E+001, 2.92055E+001, 2.54275E+001, 2.54566E+001, 2.55395E+001, 2.56062E+001, 2.58184E+001, 2.53139E+001, 2.53859E+001, 2.54751E+001, 2.55514E+001, 2.57685E+001, 2.52682E+001, 2.53533E+001, 2.54406E+001, 2.55170E+001, 2.57354E+001, 3.15066E+002, 1.84601E+002, 3.79203E-002, 2.05175E-001, 2.65671E+002
 9.40001E+001, 2.55422E+001, 2.72629E+001, 4.03112E+001, 2.97188E+001, 2.50207E+001, 2.56802E+001, 2.70938E+001, 7.52364E+001, 5.68087E+001, 5.35216E+001, 5.49969E+001, 5.74183E+001, 1.91874E+002, 1.52754E+002, 1.20571E+002, 9.89644E+001, 7.65563E+001, 3.43314E+001, 2.90692E+001, 2.85304E+001, 2.87220E+001, 2.92315E+001, 2.54293E+001, 2.54576E+001, 2.55422E+001, 2.56102E+001, 2.58259E+001, 2.53152E+001, 2.53877E+001, 2.54787E+001, 2.55545E+001, 2.57735E+001, 2.52684E+001, 2.53543E+001, 2.54437E+001, 2.55199E+001, 2.57404E+001, 3.14781E+002, 1.83907E+002, 3.79131E-002, 2.05196E-001, 2.66193E+002
 9.50004E+001, 2.55431E+001, 2.72928E+001, 4.00130E+001, 2.94273E+001, 2.50203E+001, 2.53131E+001, 2.65079E+001, 7.55663E+001, 5.67570E+001, 5.34143E+001, 5.45455E+001, 5.75579E+001, 1.91760E+002, 1.52343E+002, 1.20104E+002, 9.77073E+001, 7.54348E+001, 3.46370E+001, 2.91067E+001, 2.86005E+001, 2.87159E+001, 2.93211E+001, 2.54302E+001, 2.54571E+001, 2.55431E+001, 2.56119E+001, 2.58277E+001, 2.53150E+001, 2.53877E+001, 2.54806E+001, 2.55566E+001, 2.57773E+001, 2.52674E+001, 2.53538E+001, 2.54456E+001, 2.55225E+001, 2.57443E+001, 3.14851E+002, 1.83799E+002, 3.79135E-002, 2.05221E-001, 2.66760E+002
 9.60018E+001, 2.55453E+001, 2.73118E+001, 4.05184E+001, 2.94003E+001, 2.50200E+001, 2.54414E+001, 2.61116E+001, 7.46346E+001, 5.61058E+001, 5.24643E+001, 5.36395E+001, 5.72080E+001, 1.92285E+002, 1.52908E+002, 1.20350E+002, 9.79839E+001, 7.44506E+001, 3.55279E+001, 2.92652E+001, 2.87960E+001, 2.88902E+001, 2.96555E+001, 2.54337E+001, 2.54575E+001, 2.55453E+001, 2.56172E+001, 2.58355E+001, 2.53137E+001, 2.53872E+001, 2.54827E+001, 2.55604E+001, 2.57848E+001, 2.52663E+001, 2.53537E+001, 2.54477E+001, 2.55266E+001, 2.57537E+001, 3.14823E+002, 1.84437E+002, 3.79130E-002, 2.05221E-001, 2.67340E+002
 9.70009E+001, 2.55517E+001, 2.73314E+001, 4.03340E+001, 2.96908E+001, 2.50201E+001, 2.64631E+001, 2.64870E+001, 7.39478E+001, 5.56351E+001, 5.19484E+001, 5.28192E+001, 5.57985E+001, 1.92521E+002, 1.53295E+002, 1.20737E+002, 9.88948E+001, 7.49834E+001, 3.57708E+001, 2.94998E+001, 2.90229E+001, 2.91411E+001, 3.02840E+001, 2.54407E+001, 2.54614E+001, 2.55517E+001, 2.56246E+001, 2.58522E+001, 2.53133E+001, 2.53879E+001, 2.54857E+001, 2.55654E+001, 2.57951E+001, 2.52665E+001, 2.53552E+001, 2.54512E+001, 2.55322E+001, 2.57651E+001, 3.14922E+002, 1.84542E+002, 3.79257E-002, 2.05169E-001, 2.68102E+002
 9.80015E+001, 2.55568E+001, 2.73460E+001, 3.98345E+001, 2.99711E+001, 2.50201E+001, 2.65854E+001, 2.69745E+001, 7.36426E+001, 5.52396E+001, 5.11628E+001, 5.20635E+001, 5.46539E+001, 1.91503E+002, 1.51973E+002, 1.19955E+002, 9.82875E+001, 7.52584E+001, 3.58092E+001, 2.96220E+001, 2.90380E+001, 2.92099E+001, 2.98573E+001, 2.54455E+001, 2.54670E+001, 2.55568E+001, 2.56259E+001, 2.58536E+001, 2.53146E+001, 2.53907E+001, 2.54889E+001, 2.55691E+001, 2.58027E+001, 2.52683E+001, 2.53587E+001, 2.54558E+001, 2.55375E+001, 2.57768E+001, 3.15123E+002, 1.85057E+002, 3.79286E-002, 2.05067E-001, 2.68981E+002
 9.90013E+001, 2.55546E+001, 2.73194E+001, 4.09134E+001, 2.99802E+001, 2.50198E+001, 2.61502E+001, 2.63625E+001, 7.37825E+001, 5.49577E+001, 5.08825E+001, 5.16454E+001, 5.42352E+001, 1.90197E+002, 1.49652E+002, 1.18945E+002, 9.69818E+001, 7.39433E+001, 3.64925E+001, 2.98275E+001, 2.89225E+001, 2.89897E+001, 2.95118E+001, 2.54523E+001, 2.54726E+001, 2.55546E+001, 2.56238E+001, 2.58516E+001, 2.53169E+001, 2.53949E+001, 2.54915E+001, 2.55712E+001, 2.58055E+001, 2.52719E+001, 2.53644E+001, 2.54606E+001, 2.55432E+001, 2.57837E+001, 3.15066E+002, 1.85015E+002, 3.79242E-002, 2.05043E-001, 2.69738E+002
