s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW,mol/mol,Pa
Time,T1,T2,T3,T5,T9,T10,T11,rk_x075_z020,rk_x075_z035,rk_x075_z050,rk_x075_z070,rk_x075_z100,rk_x090_z020,rk_x090_z035,rk_x090_z050,rk_x090_z070,rk_x090_z100,rk_x105_z020,rk_x105_z035,rk_x105_z050,rk_x105_z070,rk_x105_z100,rk_x120_z020,rk_x120_z035,rk_x120_z050,rk_x120_z070,rk_x120_z100,rk_x135_z020,rk_x135_z035,rk_x135_z050,rk_x135_z070,rk_x135_z100,rk_x150_z020,rk_x150_z035,rk_x150_z050,rk_x150_z070,rk_x150_z100,Tmax_core,Tmax_T1cell,HRR,O2_room,p_box
 1.35002E+002, 2.56314E+001, 2.73876E+001, 4.03999E+001, 2.99427E+001, 2.50161E+001, 2.60801E+001, 2.65016E+001, 7.32940E+001, 5.54463E+001, 5.25648E+001, 5.41731E+001, 5.74627E+001, 1.90235E+002, 1.48792E+002, 1.13913E+002, 9.16503E+001, 6.99915E+001, 3.44839E+001, 2.92670E+001, 2.90810E+001, 2.93762E+001, 2.97521E+001, 2.54905E+001, 2.55366E+001, 2.56314E+001, 2.57196E+001, 2.59667E+001, 2.53918E+001, 2.54791E+001, 2.55826E+001, 2.56693E+001, 2.59047E+001, 2.53476E+001, 2.54544E+001, 2.55546E+001, 2.56403E+001, 2.58722E+001, 3.16351E+002, 1.85206E+002, 3.79245E-002, 2.04378E-001, 2.88634E+002
 1.36000E+002, 2.56283E+001, 2.75025E+001, 4.17451E+001, 2.99041E+001, 2.50161E+001, 2.58532E+001, 2.68307E+001, 7.34508E+001, 5.55244E+001, 5.23302E+001, 5.45382E+001, 5.79865E+001, 1.91660E+002, 1.50789E+002, 1.15062E+002, 9.20161E+001, 7.01363E+001, 3.52898E+001, 2.92896E+001, 2.88386E+001, 2.88605E+001, 3.00407E+001, 2.54952E+001, 2.55346E+001, 2.56283E+001, 2.57137E+001, 2.59454E+001, 2.53934E+001, 2.54788E+001, 2.55814E+001, 2.56674E+001, 2.58947E+001, 2.53495E+001, 2.54548E+001, 2.55543E+001, 2.56392E+001, 2.58676E+001, 3.16475E+002, 1.84655E+002, 3.79157E-002, 2.04343E-001, 2.89191E+002
 1.37001E+002, 2.56278E+001, 2.75023E+001, 4.00106E+001, 2.99816E+001, 2.50160E+001, 2.57905E+001, 2.66141E+001, 7.33097E+001, 5.58888E+001, 5.28041E+001, 5.44748E+001, 5.70151E+001, 1.91134E+002, 1.50901E+002, 1.15908E+002, 9.39659E+001, 7.18083E+001, 3.45499E+001, 2.91943E+001, 2.89528E+001, 2.91628E+001, 2.95315E+001, 2.54965E+001, 2.55358E+001, 2.56278E+001, 2.57124E+001, 2.59459E+001, 2.53946E+001, 2.54794E+001, 2.55812E+001, 2.56665E+001, 2.58950E+001, 2.53502E+001, 2.54561E+001, 2.55556E+001, 2.56403E+001, 2.58707E+001, 3.16475E+002, 1.84907E+002, 3.79203E-002, 2.04341E-001, 2.89730E+002
 1.38001E+002, 2.56277E+001, 2.73532E+001, 4.08269E+001, 2.94696E+001, 2.50159E+001, 2.57189E+001, 2.71454E+001, 7.42259E+001, 5.62804E+001, 5.30581E+001, 5.47797E+001, 5.81674E+001, 1.89534E+002, 1.47959E+002, 1.12826E+002, 9.09459E+001, 6.87909E+001, 3.44611E+001, 2.89757E+001, 2.88911E+001, 2.87259E+001, 2.94556E+001, 2.54904E+001, 2.55352E+001, 2.56277E+001, 2.57137E+001, 2.59441E+001, 2.53959E+001, 2.54821E+001, 2.55841E+001, 2.56703E+001, 2.58954E+001, 2.53513E+001, 2.54600E+001, 2.55597E+001, 2.56441E+001, 2.58670E+001, 3.16486E+002, 1.85466E+002, 3.79160E-002, 2.04339E-001, 2.90194E+002
 1.39002E+002, 2.56329E+001, 2.73825E+001, 4.18855E+001, 3.00348E+001, 2.50156E+001, 2.53905E+001, 2.66926E+001, 7.38035E+001, 5.65406E+001, 5.30920E+001, 5.45447E+001, 5.75314E+001, 1.91571E+002, 1.49896E+002, 1.15012E+002, 9.24134E+001, 7.03963E+001, 3.52053E+001, 2.92137E+001, 2.88052E+001, 2.87603E+001, 2.91957E+001, 2.54984E+001, 2.55407E+001, 2.56329E+001, 2.57177E+001, 2.59323E+001, 2.53986E+001, 2.54875E+001, 2.55895E+001, 2.56740E+001, 2.58909E+001, 2.53532E+001, 2.54644E+001, 2.55636E+001, 2.56467E+001, 2.58642E+001, 3.16485E+002, 1.84151E+002, 3.79130E-002, 2.04320E-001, 2.90499E+002
 1.40002E+002, 2.56367E+001, 2.74020E+001, 4.11705E+001, 3.01392E+001, 2.50156E+001, 2.52223E+001, 2.62382E+001, 7.47232E+001, 5.63405E+001, 5.30365E+001, 5.50409E+001, 5.91514E+001, 1.90189E+002, 1.48267E+002, 1.14271E+002, 9.15847E+001, 7.07076E+001, 3.39187E+001, 2.92226E+001, 2.88642E+001, 2.89592E+001, 2.99218E+001, 2.54973E+001, 2.55444E+001, 2.56367E+001, 2.57213E+001, 2.59478E+001, 2.54001E+001, 2.54895E+001, 2.55912E+001, 2.56746E+001, 2.58912E+001, 2.53533E+001, 2.54641E+001, 2.55633E+001, 2.56452E+001, 2.58640E+001, 3.16478E+002, 1.84591E+002, 3.79143E-002, 2.04334E-001, 2.90950E+002
 1.41000E+002, 2.56317E+001, 2.73858E+001, 4.09490E+001, 3.01221E+001, 2.50156E+001, 2.55888E+001, 2.66170E+001, 7.41632E+001, 5.65050E+001, 5.32199E+001, 5.52758E+001, 5.83901E+001, 1.89946E+002, 1.48936E+002, 1.13544E+002, 9.14042E+001, 6.90890E+001, 3.49424E+001, 2.90496E+001, 2.86005E+001, 2.86616E+001, 2.85277E+001, 2.54937E+001, 2.55399E+001, 2.56317E+001, 2.57136E+001, 2.59288E+001, 2.53976E+001, 2.54858E+001, 2.55873E+001, 2.56704E+001, 2.58850E+001, 2.53515E+001, 2.54592E+001, 2.55587E+001, 2.56414E+001, 2.58593E+001, 3.16619E+002, 1.84864E+002, 3.79198E-002, 2.04375E-001, 2.91469E+002
 1.42001E+002, 2.56301E+001, 2.72985E+001, 4.17160E+001, 2.94841E+001, 2.50158E+001, 2.62803E+001, 2.67803E+001, 7.39744E+001, 5.62483E+001, 5.28538E+001, 5.50057E+001, 5.84133E+001, 1.91525E+002, 1.51117E+002, 1.15765E+002, 9.32477E+001, 7.07244E+001, 3.47906E+001, 2.90744E+001, 2.87698E+001, 2.88776E+001, 2.89603E+001, 2.54966E+001, 2.55355E+001, 2.56301E+001, 2.57100E+001, 2.59154E+001, 2.53946E+001, 2.54797E+001, 2.55828E+001, 2.56662E+001, 2.58730E+001, 2.53494E+001, 2.54541E+001, 2.55541E+001, 2.56384E+001, 2.58515E+001, 3.16644E+002, 1.84783E+002, 3.79192E-002, 2.04390E-001, 2.92065E+002
 1.43001E+002, 2.56228E+001, 2.73015E+001, 4.13868E+001, 2.97429E+001, 2.50159E+001, 2.62603E+001, 2.67749E+001, 7.49580E+001, 5.73291E+001, 5.39977E+001, 5.56892E+001, 5.88799E+001, 1.89300E+002, 1.46990E+002, 1.11921E+002, 9.02320E+001, 6.83515E+001, 3.43303E+001, 2.89281E+001, 2.88168E+001, 2.86238E+001, 2.91653E+001, 2.54859E+001, 2.55274E+001, 2.56228E+001, 2.57101E+001, 2.59250E+001, 2.53919E+001, 2.54752E+001, 2.55791E+001, 2.56660E+001, 2.58769E+001, 2.53477E+001, 2.54504E+001, 2.55515E+001, 2.56377E+001, 2.58514E+001, 3.16576E+002, 1.86037E+002, 3.79171E-002, 2.04346E-001, 2.92507E+002
 1.44002E+002, 2.56258E+001, 2.74021E+001, 4.13727E+001, 3.03105E+001, 2.50160E+001, 2.57256E+001, 2.71704E+001, 7.44145E+001, 5.67209E+001, 5.31954E+001, 5.48687E+001, 5.79950E+001, 1.89957E+002, 1.48330E+002, 1.13952E+002, 9.18830E+001, 6.97211E+001, 3.55312E+001, 2.90819E+001, 2.86303E+001, 2.84991E+001, 2.83162E+001, 2.54916E+001, 2.55274E+001, 2.56258E+001, 2.57111E+001, 2.59163E+001, 2.53904E+001, 2.54732E+001, 2.55804E+001, 2.56681E+001, 2.58817E+001, 2.53466E+001, 2.54490E+001, 2.55523E+001, 2.56398E+001, 2.58558E+001, 3.16636E+002, 1.84274E+002, 3.79125E-002, 2.04250E-001, 2.92936E+002
 1.45000E+002, 2.56267E+001, 2.74839E+001, 4.18797E+001, 2.98053E+001, 2.50160E+001, 2.54187E+001, 2.67537E+001, 7.50071E+001, 5.72949E+001, 5.37898E+001, 5.58026E+001, 5.95725E+001, 1.90436E+002, 1.48887E+002, 1.14053E+002, 9.10424E+001, 6.93067E+001, 3.46308E+001, 2.91280E+001, 2.85930E+001, 2.87814E+001, 2.89897E+001, 2.54923E+001, 2.55265E+001, 2.56267E+001, 2.57167E+001, 2.59325E+001, 2.53903E+001, 2.54729E+001, 2.55817E+001, 2.56710E+001, 2.58863E+001, 2.53460E+001, 2.54490E+001, 2.55557E+001, 2.56441E+001, 2.58658E+001, 3.16746E+002, 1.84301E+002, 3.79143E-002, 2.04230E-001, 2.93400E+002
 1.46002E+002, 2.56305E+001, 2.74580E+001, 4.17067E+001, 2.98472E+001, 2.50159E+001, 2.54323E+001, 2.67990E+001, 7.56532E+001, 5.76377E+001, 5.46994E+001, 5.72306E+001, 5.94906E+001, 1.88492E+002, 1.46738E+002, 1.10598E+002, 8.95574E+001, 6.73266E+001, 3.51575E+001, 2.89384E+001, 2.86813E+001, 2.85525E+001, 2.83850E+001, 2.54876E+001, 2.55260E+001, 2.56305E+001, 2.57187E+001, 2.59355E+001, 2.53910E+001, 2.54747E+001, 2.55863E+001, 2.56761E+001, 2.58995E+001, 2.53459E+001, 2.54497E+001, 2.55571E+001, 2.56470E+001, 2.58773E+001, 3.16728E+002, 1.85517E+002, 3.79215E-002, 2.04258E-001, 2.93761E+002
 1.47001E+002, 2.56400E+001, 2.74002E+001, 4.11868E+001, 3.01843E+001, 2.50160E+001, 2.54280E+001, 2.62957E+001, 7.50940E+001, 5.73918E+001, 5.41534E+001, 5.57141E+001, 5.86469E+001, 1.90309E+002, 1.48896E+002, 1.13221E+002, 9.12504E+001, 6.88332E+001, 3.57130E+001, 2.91539E+001, 2.89806E+001, 2.88543E+001, 2.85622E+001, 2.54984E+001, 2.55328E+001, 2.56400E+001, 2.57254E+001, 2.59421E+001, 2.53920E+001, 2.54759E+001, 2.55902E+001, 2.56795E+001, 2.59061E+001, 2.53468E+001, 2.54510E+001, 2.55615E+001, 2.56516E+001, 2.58897E+001, 3.16648E+002, 1.84655E+002, 3.79111E-002, 2.04240E-001, 2.94294E+002
 1.48002E+002, 2.56400E+001, 2.73723E+001, 4.21361E+001, 2.95726E+001, 2.50161E+001, 2.58996E+001, 2.64755E+001, 7.55539E+001, 5.81829E+001, 5.47593E+001, 5.65494E+001, 6.00493E+001, 1.90893E+002, 1.47669E+002, 1.12712E+002, 9.04175E+001, 6.87670E+001, 3.45932E+001, 2.91648E+001, 2.89254E+001, 2.86364E+001, 2.85973E+001, 2.54950E+001, 2.55325E+001, 2.56400E+001, 2.57288E+001, 2.59517E+001, 2.53934E+001, 2.54775E+001, 2.55923E+001, 2.56835E+001, 2.59149E+001, 2.53479E+001, 2.54529E+001, 2.55649E+001, 2.56573E+001, 2.58967E+001, 3.16716E+002, 1.84858E+002, 3.79104E-002, 2.04174E-001, 2.94726E+002
 1.49001E+002, 2.56458E+001, 2.73960E+001, 4.16021E+001, 3.03538E+001, 2.50161E+001, 2.63705E+001, 2.63432E+001, 7.56430E+001, 5.75807E+001, 5.47338E+001, 5.69197E+001, 6.04397E+001, 1.89565E+002, 1.48182E+002, 1.13719E+002, 9.19009E+001, 7.02769E+001, 3.49545E+001, 2.90819E+001, 2.85992E+001, 2.85054E+001, 2.82440E+001, 2.54946E+001, 2.55359E+001, 2.56458E+001, 2.57307E+001, 2.59505E+001, 2.53963E+001, 2.54806E+001, 2.55979E+001, 2.56890E+001, 2.59214E+001, 2.53517E+001, 2.54585E+001, 2.55698E+001, 2.56635E+001, 2.59027E+001, 3.16955E+002, 1.84118E+002, 3.79138E-002, 2.04098E-001, 2.94987E+002
 1.50000E+002, 2.56534E+001, 2.74135E+001, 4.14111E+001, 2.99884E+001, 2.50162E+001, 2.63592E+001, 2.65327E+001, 7.52591E+001, 5.79676E+001, 5.43910E+001, 5.64547E+001, 5.98470E+001, 1.91304E+002, 1.51101E+002, 1.17020E+002, 9.51052E+001, 7.23721E+001, 3.46427E+001, 2.88952E+001, 2.85241E+001, 2.86902E+001, 2.85925E+001, 2.55036E+001, 2.55440E+001, 2.56534E+001, 2.57371E+001, 2.59565E+001, 2.54018E+001, 2.54865E+001, 2.56027E+001, 2.56937E+001, 2.59251E+001, 2.53584E+001, 2.54677E+001, 2.55779E+001, 2.56705E+001, 2.59092E+001, 3.16861E+002, 1.83760E+002, 3.79135E-002, 2.04057E-001, 2.95351E+002
