s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PARAFFIN,MLR_PRODUCTS,ZONE_1
 4.10026E+001, 1.79952E-002, 0.00000E+000,-4.55994E-003, 1.52188E-009,-1.27922E-002,-6.37055E-021, 3.11254E-004, 0.00000E+000, 9.54748E-004, 9.54406E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.25409E+002
 4.20018E+001, 1.79953E-002, 0.00000E+000,-4.56200E-003, 1.36580E-009,-1.28117E-002,-6.37055E-021, 3.02675E-004, 0.00000E+000, 9.24576E-004, 9.24230E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.27463E+002
 4.30009E+001, 1.79953E-002, 0.00000E+000,-4.56361E-003,-2.07142E-009,-1.28250E-002,-6.37053E-021, 2.96744E-004, 0.00000E+000, 9.03714E-004, 9.03392E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.29477E+002
 4.40000E+001, 1.79953E-002, 0.00000E+000,-4.56562E-003, 1.61500E-009,-1.28331E-002,-6.37052E-021, 2.92754E-004, 0.00000E+000, 8.89677E-004, 8.89399E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.31463E+002
 4.50045E+001, 1.79953E-002, 0.00000E+000,-4.56755E-003, 4.29529E-009,-1.28472E-002,-6.37051E-021, 2.86368E-004, 0.00000E+000, 8.67266E-004, 8.66924E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.33417E+002
 4.60037E+001, 1.79953E-002, 0.00000E+000,-4.56882E-003,-1.86359E-010,-1.28720E-002,-6.37049E-021, 2.76048E-004, 0.00000E+000, 8.31065E-004, 8.30574E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.35290E+002
 4.70028E+001, 1.79953E-002, 0.00000E+000,-4.57077E-003, 1.29285E-009,-1.29089E-002,-6.37045E-021, 2.60575E-004, 0.00000E+000, 7.76625E-004, 7.76206E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.37059E+002
 4.80020E+001, 1.79954E-002, 0.00000E+000,-4.57265E-003,-1.18250E-008,-1.29571E-002,-6.37039E-021, 2.40740E-004, 0.00000E+000, 7.07010E-004, 7.06389E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.38693E+002
 4.90011E+001, 1.79955E-002, 0.00000E+000,-4.57380E-003, 2.97567E-010,-1.30113E-002,-6.37027E-021, 2.18738E-004, 0.00000E+000, 6.29590E-004, 6.29120E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.40177E+002
 5.00003E+001, 1.79956E-002, 0.00000E+000,-4.57519E-003,-1.19217E-008,-1.30561E-002,-6.37011E-021, 2.00440E-004, 0.00000E+000, 5.65264E-004, 5.64730E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.41538E+002
 5.10047E+001, 1.79955E-002, 0.00000E+000,-4.57623E-003,-5.56284E-009,-1.30883E-002,-6.37002E-021, 1.87236E-004, 0.00000E+000, 5.18810E-004, 5.18278E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.42815E+002
 5.20039E+001, 1.79955E-002, 0.00000E+000,-4.57747E-003,-7.20357E-009,-1.31147E-002,-6.36996E-021, 1.76185E-004, 0.00000E+000, 4.79850E-004, 4.79455E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.44011E+002
 5.30030E+001, 1.79954E-002, 0.00000E+000,-4.57830E-003,-2.11484E-008,-1.31357E-002,-6.36989E-021, 1.67515E-004, 0.00000E+000, 4.49462E-004, 4.48868E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.45148E+002
 5.40022E+001, 1.79953E-002, 0.00000E+000,-4.57920E-003,-4.02831E-009,-1.31752E-002,-6.36983E-021, 1.51436E-004, 0.00000E+000, 3.92917E-004, 3.92330E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.46175E+002
 5.50013E+001, 1.79953E-002, 0.00000E+000,-4.58090E-003,-1.66599E-008,-1.32146E-002,-6.36978E-021, 1.35126E-004, 0.00000E+000, 3.35607E-004, 3.34890E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.47093E+002
 5.60005E+001, 1.79952E-002, 0.00000E+000,-4.58097E-003, 4.59607E-009,-1.32537E-002,-6.36977E-021, 1.19532E-004, 0.00000E+000, 2.80571E-004, 2.80135E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.47904E+002
 5.70049E+001, 1.79951E-002, 0.00000E+000,-4.58138E-003,-1.86135E-008,-1.32808E-002,-6.36978E-021, 1.08577E-004, 0.00000E+000, 2.42150E-004, 2.41462E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.48645E+002
 5.80041E+001, 1.79950E-002, 0.00000E+000,-4.58198E-003,-3.18817E-009,-1.33063E-002,-6.36981E-021, 9.81541E-005, 0.00000E+000, 2.05368E-004, 2.04894E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.49311E+002
